NTA Experiment Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,Unknown
Experiment Name,2019-08-26_Pexo_plasma_qEV_conc.nano
Sample Name,""
Operator Name,""
Time Captured,
Pre-treatment,""
Diluent,""
53.5,80,12,27,0,0,2449814,1157240,349297,846408,1427851,381330,1024206,94831,183497,606728,568088,182343,
54.5,182,20,64,0,0,3277856,1544449,517114,1404375,1955990,520240,1367601,145605,311537,881468,795100,246390,
55.5,395,33,143,0,0,4272552,1986781,775407,2224667,2584561,694075,1765702,219100,502360,1242014,1084519,325372,
56.5,816,55,305,0,0,5436111,2481525,1167834,3357803,3299824,911358,2212525,324735,773229,1694664,1444052,421214,
57.5,1609,90,618,1,0,6759896,3029245,1753451,4823038,4080243,1183886,2701306,475795,1140924,2236782,1879126,535059,
58.5,3029,147,1198,3,3,8221571,3634825,2607202,6590203,4899300,1527380,3226100,690700,1619337,2855002,2391733,666272,
59.5,5455,236,2223,6,7,9783617,4307708,3816229,8570601,5728673,1961773,3783058,994256,2216149,3525937,2979728,811883,
60.5,9419,378,3955,15,18,11394234,5061501,5469369,10623302,6541004,2510798,4371150,1418500,2928760,4219723,3636808,967107,
61.5,15622,599,6764,34,42,12991171,5913040,7637765,12577796,7311902,3200328,4992304,2002384,3740325,4905581,4353044,1127006,
62.5,24942,940,11142,76,98,14508194,6880909,10346736,14267027,8021198,4054820,5651076,2789277,4617401,5557674,5115434,1288461,
63.5,38420,1462,17710,163,218,15883023,7983244,13543390,15560210,8653662,5091395,6353932,3821144,5510994,6159413,5907892,1450930,
64.5,57222,2252,27219,340,465,17064881,9234592,17069883,16385130,9199451,6311715,7108286,5128732,6362191,6705086,6710496,1614840,
65.5,82596,3437,40530,689,955,18019861,10641640,20656255,16734377,9654361,7693124,7921327,6718385,7111904,7198734,7498545,1778097,
66.5,115805,5191,58582,1355,1890,18732951,12197852,23945399,16656395,10019858,9182009,8798664,8558172,7712307,7651115,8242503,1933228,
67.5,158075,7761,82354,2589,3611,19206579,13877562,26553492,16236975,10302762,10693332,9742796,10568104,8136310,8075877,8909879,2067861,
68.5,210542,11481,112814,4806,6665,19456536,15630709,28153686,15578266,10514479,12119389,10751422,12620029,8381946,8485931,9469247,2168833,
69.5,274223,16800,150878,8674,11896,19506635,17380110,28556484,14780947,10669791,13347679,11815683,14550873,8470545,8890586,9895454,2227491,
70.5,350003,24317,197370,15224,20543,19383502,19023494,27756601,13932407,10785318,14283427,12918528,16188447,8440066,9293678,10174195,2242983,
71.5,438647,34807,253002,25996,34351,19112540,20442063,25927837,13101187,10877862,14869228,14033479,17383562,8336401,9692720,10304246,2221809,
72.5,540827,49270,318373,43207,55659,18715544,21515726,23369526,12336305,10962830,15094885,15124221,18038804,8205474,10079034,10296646,2174201,
73.5,657153,68966,393984,69921,87451,18210013,22142750,20427700,11669597,11052901,14994631,16145425,18125062,8087841,10438815,10171481,2109701,
74.5,788217,95464,480273,110214,133339,17609823,22259179,17420614,11119329,11157014,14634207,17045175,17681522,8016104,10755042,9953701,2034447,
75.5,934623,130683,577667,169286,197462,16926754,21852361,14590164,10693909,11279686,14093560,17769124,16800959,8014503,11009991,9669382,1951113,
76.5,1097011,176937,686636,253481,284275,16172315,20964179,12085459,10394973,11420655,13451059,18266115,15606616,8099676,11187983,9343158,1860545,
77.5,1276062,236968,807753,370170,398260,15359338,19682831,9971882,10219576,11574823,12772779,18494584,14228255,8281641,11277861,8996852,1763482,
78.5,1472489,313971,941754,527467,543558,14502952,18125802,8253424,10161410,11732525,12107642,18428626,12783174,8564372,11274677,8648923,1661412,
79.5,1687007,411602,1089586,733742,723598,13620751,16419309,6897290,10211135,11880163,11487186,18062485,11364895,8945672,11180285,8314314,1556610,
80.5,1920282,533963,1252444,996952,940765,12732140,14679778,5854195,10355977,12001251,10928102,17412352,10039322,9416324,11002757,8004440,1451821,
81.5,2172872,685553,1431799,1323831,1196159,11857105,13001220,5072131,10578783,12077876,10435844,16514960,8846436,9958814,10754859,7727216,1349897,
82.5,2445144,871183,1629405,1719000,1489511,11014709,11449730,4504168,10856846,12092494,10008216,15423119,7805086,10546128,10452014,7487117,1253455,
83.5,2737195,1095835,1847285,2184126,1819235,10221690,10064091,4111921,11160896,12029888,9638381,14199144,6918819,11141343,10110201,7285337,1164421,
