NTA Experiment Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,Unknown
Experiment Name,2019-08-26_Pexo_plasma_qEV_conc.nano
Sample Name,""
Operator Name,""
Time Captured,
Pre-treatment,""
Diluent,""
152.5,6734938,7051821,9564670,10131225,8804546,176786,126565,1646607,239750,565180,2021,132334,1163504,79245,19222,3095894,1040781,
153.5,6277017,7170765,9415679,10040790,8770905,143128,138389,1500382,196492,578594,1459,127540,1227506,58210,16230,3044206,1029112,
154.5,5851127,7294565,9241753,9925630,8714392,117058,153337,1295441,161279,585152,1099,123825,1272010,42493,13913,2986205,1017169,
155.5,5457338,7421897,9044700,9786541,8636008,96937,171835,1058996,132900,583725,868,121076,1294384,30914,12131,2923350,1004872,
156.5,5095239,7551259,8826771,9624662,8537304,81456,194354,819151,110218,573609,721,119197,1293353,22480,10774,2857370,992088,
157.5,4764026,7680958,8590583,9441430,8420295,69585,221375,599258,92215,554636,631,118106,1269127,16392,9763,2789892,978665,
158.5,4462594,7809114,8339012,9238532,8287357,60532,253347,414445,78012,527234,584,117733,1223349,12024,9038,2722194,964479,
159.5,4189621,7933668,8075103,9017847,8141119,53690,290623,270874,66874,492422,571,118017,1158892,8902,8556,2655119,949493,
160.5,3943640,8052395,7801963,8781395,7984352,48605,333382,167250,58203,451711,591,118907,1079533,6673,8290,2589126,933763,
161.5,3723101,8162933,7522676,8531285,7819866,44942,381538,97524,51519,406955,646,120356,989558,5083,8226,2524414,917419,
162.5,3526427,8262817,7240221,8269664,7650418,42458,434640,53684,46448,360161,744,122327,893361,3945,8363,2461045,900620,
163.5,3352055,8349527,6957398,7998674,7478632,40983,491782,27887,42701,313284,901,124785,795085,3130,8708,2399036,883517,
164.5,3198470,8420543,6676784,7720415,7306936,40408,551541,13665,40066,268057,1144,127699,698352,2544,9287,2338394,866228,
165.5,3064229,8473412,6400685,7436910,7137516,40672,611957,6314,38388,225862,1515,131045,606080,2125,10137,2279123,848826,
166.5,2947978,8505817,6131118,7150085,6972285,41755,670588,2750,37566,187669,2084,134801,520412,1827,11315,2221203,831343,
167.5,2848464,8515657,5869799,6861743,6812867,43672,724633,1128,37543,154026,2963,138949,442730,1620,12900,2164580,813780,
168.5,2764537,8501119,5618142,6573559,6660592,46472,771139,436,38299,125108,4328,143474,373731,1483,15000,2109161,796111,
169.5,2695156,8460752,5377272,6287065,6516498,50233,807271,159,39853,100785,6461,148366,313545,1403,17760,2054839,778296,
170.5,2639382,8393535,5148041,6003649,6381351,55060,830604,54,42255,80714,9801,153617,261872,1372,21373,2001512,760290,
171.5,2596375,8298927,4931052,5724554,6255654,61083,839403,18,45590,64425,15016,159224,218115,1387,26090,1949128,742051,
172.5,2565386,8176904,4726686,5450882,6139673,68449,832841,5,49977,51391,23109,165187,181498,1449,32233,1897711,723542,
173.5,2545747,8027983,4535129,5183593,6033456,77318,811110,2,55566,41081,35523,171507,151165,1562,40213,1847397,704745,
174.5,2536864,7853216,4356400,4923519,5936855,87850,775410,0,62538,33005,54256,178188,126253,1735,50544,1798442,685654,
175.5,2538198,7654170,4190380,4671362,5849549,100191,727808,0,71103,26726,81919,185233,105940,1984,63848,1751227,666286,
176.5,2549262,7432884,4036836,4427707,5771060,114447,671007,0,81488,21874,121701,192644,89478,2331,80865,1706239,646678,
177.5,2569597,7191807,3895445,4193028,5700774,130667,608048,0,93926,18146,177123,200420,76210,2805,102441,1664029,626892,
178.5,2598769,6933724,3765813,3967696,5637959,148803,542008,0,108640,15297,251545,208556,65571,3451,129498,1625155,607021,
179.5,2636344,6661663,3647495,3751983,5581777,168688,475729,0,125810,13134,347347,217036,57089,4330,162981,1590094,587198,
180.5,2681883,6378808,3540009,3546076,5531301,189999,411622,0,145543,11512,464890,225835,50376,5523,203768,1559143,567608,
181.5,2734921,6088397,3442846,3350078,5485531,212240,351546,0,167828,10318,601430,234913,45117,7146,252550,1532324,548483,
182.5,2794953,5793634,3355483,3164021,5443404,234729,296772,0,192494,9472,750334,244210,41063,9349,309673,1509306,530092,
183.5,2861424,5497605,3277389,2987868,5403816,256612,248016,0,219167,8914,900986,253647,38022,12336,374964,1489384,512701,
184.5,2933714,5203204,3208031,2821523,5365631,276893,205516,0,247235,8607,1039687,263119,35847,16371,447558,1471529,496529,
185.5,3011126,4913072,3146874,2664837,5327703,294495,169141,0,275836,8529,1151588,272495,34436,21794,525759,1454512,481711,
186.5,3092882,4629557,3093389,2517614,5288889,308344,138493,0,303870,8671,1223336,281614,33719,29029,606961,1437091,468294,
187.5,3178111,4354680,3047047,2379620,5248072,317467,113016,0,330044,9039,1245770,290284,33658,38594,687693,1418206,456267,
188.5,3265852,4090126,3007325,2250587,5204180,321095,92074,0,352958,9653,1215911,298287,34248,51099,763783,1397145,445604,
189.5,3355053,3837241,2973699,2130219,5156204,318756,75019,0,371220,10544,1137613,305378,35509,67232,830673,1373624,436292,
190.5,3444577,3597042,2945647,2018202,5103221,310342,61231,0,383578,11762,1020691,311296,37491,87725,883839,1347776,428316,
191.5,3533216,3370240,2922646,1914202,5044409,296143,50147,0,389062,13369,878802,315767,40276,113308,919298,1320059,421614,
192.5,3619703,3157266,2904167,1817878,4979069,276826,41272,0,387104,15450,726739,318524,43976,144624,934093,1291113,416044,
193.5,3702736,2958303,2889676,1728883,4906638,253379,34185,0,377612,18105,577887,319312,48737,182134,926695,1261619,411382,
194.5,3781000,2773320,2878632,1646867,4826699,227011,28535,0,361003,21457,442446,317911,54744,225995,897241,1232191,407359,
195.5,3853199,2602109,2870483,1571487,4738998,199039,24033,0,338162,25645,326649,314153,62219,275943,847552,1203311,403703,
196.5,3918084,2444318,2864669,1502401,4643439,170759,20445,0,310350,30820,232933,307932,71424,331182,780930,1175312,400186,
197.5,3974485,2299482,2860621,1439280,4540091,143336,17584,0,279074,37136,160729,299224,82655,390314,701765,1148385,396632,
198.5,4021349,2167056,2857760,1381805,4429184,117725,15301,0,245932,44732,107525,288093,96233,451332,615022,1122603,392913,
199.5,4057762,2046439,2855501,1329672,4311096,94617,13480,0,212462,53710,69883,274699,112492,511683,525690,1097946,388935,
200.5,4082982,1936995,2853258,1282592,4186347,74428,12029,0,180015,64106,44219,259290,131753,568421,438292,1074315,384621,
201.5,4096460,1838077,2850443,1240292,4055578,57314,10874,0,149674,75855,27301,242196,154289,618442,356515,1051554,379902,
202.5,4097855,1749035,2846480,1202519,3919537,43221,9961,0,122202,88755,16485,223812,180282,658764,283001,1029461,374723,
203.5,4087046,1669238,2840803,1169035,3779054,31928,9246,0,98048,102442,9758,204575,209766,686839,219298,1007805,369042,
204.5,4064134,1598073,2832869,1139624,3635021,23115,8693,0,77374,116374,5676,184943,242572,700828,165953,986350,362839,
205.5,4029434,1534961,2822167,1114087,3488370,16407,8278,0,60112,129840,3252,165362,278266,699812,122695,964869,356122,
206.5,3983464,1479354,2808222,1092244,3340049,11424,7979,0,46021,142001,1839,146250,316105,683896,88668,943168,348926,
207.5,3926928,1430746,2790609,1073934,3191001,7807,7780,0,34757,151964,1030,127971,355010,654189,62665,921093,341312,
208.5,3860689,1388667,2768961,1059015,3042147,5239,7670,0,25925,158874,572,110820,393577,612670,43336,898544,333355,
209.5,3785742,1352686,2742974,1047360,2894364,3455,7637,0,19119,162033,316,95018,430133,561962,29343,875476,325140,
210.5,3703181,1322412,2712420,1038861,2748476,2240,7675,0,13957,161006,174,80706,462829,505040,19464,851896,316749,
211.5,3614170,1297489,2677146,1033426,2605239,1429,7778,0,10098,155696,96,67953,489796,444942,12657,827861,308258,
212.5,3519908,1277599,2637087,1030980,2465330,897,7939,0,7250,146383,53,56759,509310,384497,8074,803471,299727,
213.5,3421601,1262452,2592258,1031460,2329345,555,8155,0,5171,133700,29,47072,519976,326126,5056,778864,291206,
214.5,3320430,1251789,2542765,1034819,2197796,339,8419,0,3669,118551,16,38798,520896,271708,3110,754207,282737,
215.5,3217533,1245379,2488793,1041023,2071105,204,8728,0,2593,101994,9,31814,511781,222535,1881,729691,274356,
216.5,3113980,1243011,2430608,1050050,1949610,121,9074,0,1826,85107,5,25984,493000,179332,1119,705522,266102,
217.5,3010762,1244496,2368547,1061889,1833566,71,9451,0,1284,68857,3,21164,465556,142330,655,681909,258017,
218.5,2908773,1249659,2303014,1076539,1723153,41,9851,0,903,54009,2,17213,430978,111367,378,659059,250150,
219.5,2808809,1258341,2234462,1094008,1618476,24,10264,0,634,41067,1,13997,391160,86002,215,637164,242553,
220.5,2711562,1270389,2163388,1114313,1519576,13,10679,0,447,30272,0,11397,348170,65622,121,616397,235281,
221.5,2617621,1285660,2090320,1137475,1426438,8,11083,0,315,21638,0,9304,304049,49532,67,596901,228391,
222.5,2527474,1304010,2015801,1163522,1338995,4,11462,0,223,15000,0,7627,260644,37031,37,578789,221934,
223.5,2441515,1325297,1940382,1192484,1257137,2,11802,0,158,10090,0,6287,219479,27457,20,562141,215959,
224.5,2360048,1349376,1864603,1224392,1180719,1,12086,0,113,6588,0,5219,181685,20216,11,547004,210510,
225.5,2283299,1376096,1788990,1259278,1109566,0,12299,0,81,4178,0,4369,147985,14802,6,533397,205625,
226.5,2211420,1405297,1714041,1297171,1043482,0,12427,0,59,2575,0,3693,118721,10792,3,521312,201336,
227.5,2144501,1436807,1640218,1338093,982255,0,12457,0,43,1544,0,3156,93913,7845,2,510722,197670,
228.5,2082579,1470445,1567943,1382060,925659,0,12379,0,31,901,0,2731,73338,5695,0,501584,194649,
229.5,2025644,1506011,1497591,1429078,873465,0,12185,0,23,512,0,2395,56611,4134,0,493843,192285,
230.5,1973649,1543294,1429490,1479138,825439,0,11875,0,17,284,0,2131,43254,3005,0,487438,190585,
231.5,1926514,1582066,1363918,1532215,781348,0,11449,0,13,154,0,1925,32758,2191,0,482303,189546,
232.5,1884138,1622083,1301102,1588264,740965,0,10915,0,10,81,0,1767,24629,1603,0,478370,189156,
233.5,1846396,1663085,1241223,1647216,704066,0,10283,0,7,42,0,1650,18410,1180,0,475571,189393,
234.5,1813152,1704800,1184414,1708976,670438,0,9569,0,6,21,0,1567,13703,874,0,473835,190229,
235.5,1784257,1746943,1130770,1773418,639876,0,8791,0,4,11,0,1515,10174,653,0,473094,191627,
236.5,1759551,1789220,1080345,1840380,612185,0,7970,0,3,5,0,1491,7546,492,0,473279,193544,
237.5,1738873,1831328,1033161,1909664,587183,0,7129,0,3,3,0,1494,5601,375,0,474321,195933,
238.5,1722051,1872962,989210,1981031,564698,0,6288,0,2,1,0,1524,4167,289,0,476148,198742,
239.5,1708915,1913816,948460,2054196,544571,0,5468,0,2,0,0,1582,3113,225,0,478690,201917,
240.5,1699285,1953588,910859,2128832,526654,0,4686,0,1,0,0,1670,2338,178,0,481873,205404,
241.5,1692983,1991984,876341,2204560,510813,0,3957,0,1,0,0,1793,1769,142,0,485623,209145,
242.5,1689824,2028722,844827,2280955,496922,0,3292,0,0,0,0,1956,1350,116,0,489864,213086,
243.5,1689618,2063534,816228,2357542,484867,0,2697,2,0,0,0,2166,1041,95,0,494519,217169,
244.5,1692170,2096173,790454,2433800,474547,0,2176,9,0,0,0,2433,812,80,0,499510,221339,
245.5,1697280,2126415,767409,2509160,465868,0,1729,32,0,0,0,2770,642,68,0,504758,225542,
246.5,1704737,2154060,747000,2583016,458745,0,1352,109,0,0,0,3193,515,59,0,510186,229722,
247.5,1714326,2178937,729134,2654721,453103,0,1041,346,0,0,0,3721,419,52,0,515720,233826,
248.5,1725821,2200905,713723,2723602,448874,0,789,1007,0,0,0,4379,347,46,0,521300,237798,
249.5,1738985,2219854,700683,2788961,445997,0,588,2696,0,0,0,5200,293,42,0,526887,241581,
250.5,1753573,2235705,689936,2850091,444417,0,432,6624,0,0,0,6221,251,39,0,532486,245113,
251.5,1769331,2248412,681410,2906282,444085,0,312,14903,0,0,0,7490,220,37,0,538165,248326,
252.5,1785993,2257956,675041,2956834,444953,0,222,30667,0,0,0,9063,196,35,0,544064,251146,
253.5,1803287,2264351,670771,3001070,446981,0,155,57651,0,0,0,11007,179,34,0,550366,253501,
254.5,1820933,2267636,668547,3038352,450129,0,107,98906,0,0,0,13402,166,33,0,557214,255341,
255.5,1838645,2267875,668324,3068089,454357,0,72,154728,0,0,0,16339,158,33,0,564575,256656,
256.5,1856134,2265156,670064,3089755,459628,0,48,220578,0,0,2,19923,153,34,0,572098,257484,
257.5,1873109,2259586,673730,3102901,465904,0,32,286416,0,0,3,24269,152,35,0,579076,257885,
258.5,1889284,2251286,679294,3107167,473143,0,21,338634,0,0,5,29500,153,36,0,584568,257896,
259.5,1904375,2240392,686728,3102289,481303,0,13,364491,0,0,8,35746,158,38,0,587703,257522,
260.5,1918110,2227050,696008,3088112,490338,0,8,357152,0,0,14,43135,166,40,0,588009,256750,
261.5,1930227,2211413,707109,3064594,500194,0,5,318621,0,0,25,51787,179,43,0,585613,255586,
262.5,1940482,2193638,720007,3031810,510816,0,3,258853,0,0,43,61805,195,47,0,581180,254044,
263.5,1948647,2173882,734674,2989953,522139,0,2,191577,0,0,76,73261,218,51,0,575632,252105,
264.5,1954520,2152303,751081,2939332,534092,0,1,129227,0,0,134,86187,246,57,0,569812,249718,
265.5,1957925,2129054,769190,2880366,546597,0,0,79495,0,0,234,100561,284,63,0,564251,246828,
266.5,1958711,2104285,788957,2813578,559567,0,0,44628,0,0,406,116292,332,71,0,559122,243414,
267.5,1956759,2078137,810331,2739584,572905,0,0,22883,0,0,700,133216,393,81,0,554333,239511,
268.5,1951984,2050746,833246,2659080,586510,0,0,10726,0,0,1191,151086,473,92,0,549676,235186,
269.5,1944329,2022237,857626,2572829,600269,0,0,4601,0,0,2002,169571,575,105,0,544943,230522,
270.5,1933772,1992726,883378,2481645,614063,0,0,1808,0,0,3312,188263,707,120,0,539986,225601,
271.5,1920322,1962321,910395,2386375,627767,0,0,652,0,0,5386,206688,877,139,0,534728,220495,
272.5,1904022,1931119,938552,2287885,641252,0,0,216,0,0,8589,224323,1098,160,0,529148,215268,
273.5,1884938,1899207,967703,2187042,654383,0,0,66,0,0,13408,240625,1384,186,0,523263,209975,
274.5,1863169,1866665,997685,2084696,667025,0,0,18,0,0,20446,255056,1754,216,0,517115,204665,
275.5,1838834,1833562,1028316,1981670,679044,0,0,5,0,0,30406,267116,2235,252,0,510763,199379,
276.5,1812073,1799960,1059392,1878746,690306,0,0,1,0,0,44019,276373,2856,293,0,504268,194153,
277.5,1783045,1765914,1090692,1776650,700686,0,0,0,0,0,61929,282493,3657,342,0,497694,189019,
278.5,1751922,1731470,1121976,1676049,710063,0,0,0,0,0,84537,285258,4687,400,0,491091,184008,
279.5,1718887,1696672,1152991,1577540,718327,0,0,0,0,0,111793,284584,6007,466,0,484484,179150,
280.5,1684130,1661557,1183467,1481646,725380,0,0,0,0,0,143013,280521,7687,544,0,477863,174479,
281.5,1647842,1626159,1213128,1388815,731139,0,0,0,0,0,176734,273249,9811,634,0,471167,170026,
282.5,1610217,1590508,1241688,1299420,735537,0,0,0,0,0,210708,263068,12479,738,0,464291,165818,
283.5,1571446,1554633,1268860,1213758,738523,0,0,0,0,0,242061,250371,15798,857,0,457087,161872,
284.5,1531715,1518562,1294359,1132055,740065,0,0,0,0,0,267638,235621,19888,994,0,449393,158189,
285.5,1491200,1482323,1317906,1054468,740150,0,0,0,0,0,284497,219321,24874,1150,0,441059,154754,
286.5,1450073,1445942,1339235,981094,738786,0,0,0,0,0,290453,201985,30879,1328,0,431985,151537,
287.5,1408490,1409448,1358095,911971,735996,0,0,0,0,0,284534,184111,38017,1529,0,422146,148507,
288.5,1366599,1372870,1374257,847090,731823,0,0,0,0,0,267223,166161,46381,1755,0,411611,145633,
289.5,1324536,1336242,1387520,786396,726328,0,0,0,0,0,240407,148540,56032,2008,0,400534,142890,
290.5,1282421,1299595,1397709,729797,719585,0,0,0,0,0,207032,131587,66981,2289,0,389133,140252,
291.5,1240364,1262966,1404686,677174,711682,0,0,0,0,0,170550,115567,79181,2601,0,377651,137688,
292.5,1198462,1226395,1408347,628379,702717,0,0,0,0,0,134316,100674,92507,2944,0,366316,135161,
293.5,1156801,1189922,1408629,583249,692797,0,0,0,0,0,101073,87035,106755,3318,0,355305,132630,
294.5,1115454,1153590,1405504,541606,682038,0,0,0,0,0,72636,74711,121631,3725,0,344726,130056,
295.5,1074484,1117445,1398989,503264,670556,0,0,0,0,0,49832,63714,136759,4164,0,334614,127411,
296.5,1033947,1081534,1389137,468032,658470,0,0,0,0,0,32624,54012,151689,4635,0,324939,124677,
297.5,993886,1045907,1376039,435717,645901,0,0,0,0,0,20375,45543,165918,5134,0,315628,121850,
298.5,954342,1010614,1359822,406128,632965,0,0,0,0,0,12137,38218,178917,5662,0,306587,118934,
299.5,915346,975706,1340645,379078,619773,0,0,0,0,0,6893,31939,190164,6213,0,297717,115938,
300.5,876925,941234,1318697,354387,606434,0,0,0,0,0,3733,26598,199177,6785,0,288931,112873,
301.5,839103,907248,1294190,331879,593046,0,0,0,0,0,1927,22087,205554,7373,0,280160,109749,
302.5,801902,873798,1267357,311391,579703,0,0,0,0,0,948,18300,209003,7971,0,271358,106577,
303.5,765339,840934,1238446,292765,566489,0,0,0,0,0,445,15139,209362,8573,0,262500,103368,
304.5,729434,808701,1207717,275855,553478,0,0,0,0,0,199,12513,206618,9173,0,253579,100130,
305.5,694205,777145,1175434,260524,540736,0,0,0,0,0,85,10340,200902,9763,0,244609,96876,
306.5,659669,746306,1141866,246645,528319,0,0,0,0,0,34,8548,192481,10335,0,235614,93617,
307.5,625846,716224,1107276,234100,516276,0,0,0,0,0,13,7074,181738,10881,0,226629,90366,
308.5,592759,686933,1071924,222782,504644,0,0,0,0,0,5,5865,169135,11393,0,217696,87136,
309.5,560430,658465,1036060,212590,493455,0,0,0,0,0,2,4875,155188,11863,0,208862,83941,
310.5,528883,630846,999918,203434,482729,0,0,0,0,0,0,4064,140422,12284,0,200172,80793,
311.5,498145,604100,963723,195233,472482,0,0,0,0,0,0,3400,125344,12649,0,191672,77706,
312.5,468244,578245,927679,187911,462721,0,0,0,0,0,0,2857,110413,12951,0,183401,74688,
313.5,439209,553297,891973,181401,453446,0,0,0,1,0,0,2413,96020,13184,0,175396,71751,
314.5,411071,529265,856776,175642,444652,0,0,0,1,0,0,2049,82474,13345,0,167685,68901,
315.5,383858,506156,822236,170579,436329,0,0,0,2,0,0,1750,70000,13431,0,160289,66145,
316.5,357603,483973,788485,166163,428460,0,0,0,2,0,0,1505,58740,13439,0,153225,63489,
317.5,332332,462713,755635,162351,421023,0,0,0,2,0,0,1303,48760,13368,0,146499,60936,
318.5,308072,442373,723778,159103,413995,0,0,0,3,0,0,1137,40063,13221,0,140116,58491,
319.5,284849,422942,692993,156386,407347,0,0,0,3,0,0,999,32603,12999,0,134075,56156,
320.5,262682,404411,663339,154168,401044,0,0,0,4,0,0,886,26295,12706,0,128369,53933,
321.5,241588,386765,634862,152423,395052,0,0,0,4,0,0,793,21034,12347,0,122991,51824,
322.5,221580,369986,607593,151128,389332,0,0,0,5,1,0,715,16700,11928,0,117931,49827,
323.5,202666,354058,581553,150262,383843,0,0,0,6,2,0,652,13170,11454,0,113178,47944,
324.5,184845,338958,556749,149808,378540,0,0,0,7,3,0,600,10324,10935,1,108718,46172,
325.5,168116,324664,533180,149750,373380,0,0,0,9,5,0,557,8052,10378,2,104540,44510,
326.5,152466,311154,510837,150075,368314,0,0,0,10,9,0,522,6253,9790,4,100629,42953,
327.5,137882,298404,489704,150773,363296,0,0,0,12,14,0,495,4840,9182,6,96974,41498,
328.5,124340,286387,469758,151834,358277,0,0,0,15,22,0,474,3736,8560,10,93561,40140,
329.5,111815,275078,450972,153251,353209,0,0,0,18,35,0,458,2879,7934,17,90378,38873,
330.5,100273,264452,433315,155016,348045,0,0,0,22,55,0,448,2217,7309,26,87412,37693,
331.5,89678,254484,416753,157124,342739,0,0,0,26,85,0,442,1708,6694,42,84652,36593,
332.5,79990,245147,401249,159572,337245,0,0,0,32,130,0,440,1317,6095,65,82086,35568,
333.5,71164,236417,386768,162355,331524,0,0,0,39,197,0,443,1018,5517,100,79703,34611,
334.5,63155,228269,373270,165470,325537,0,0,0,47,296,0,451,789,4964,152,77493,33716,
335.5,55913,220679,360717,168914,319249,0,0,0,57,439,0,463,614,4440,228,75447,32880,
336.5,49389,213624,349071,172683,312634,0,0,0,69,642,0,479,480,3948,339,73557,32097,
337.5,43532,207082,338295,176776,305666,0,0,0,84,929,0,501,377,3490,498,71815,31362,
338.5,38293,201031,328352,181189,298331,0,0,0,103,1327,0,529,299,3067,722,70216,30674,
339.5,33623,195451,319206,185918,290618,0,0,0,125,1871,0,563,238,2680,1034,68755,30028,
340.5,29473,190324,310825,190959,282524,0,0,0,152,2606,0,604,192,2328,1463,67430,29423,
341.5,25797,185630,303174,196307,274056,0,0,0,186,3582,0,653,155,2010,2044,66240,28858,
342.5,22550,181353,296224,201955,265226,0,0,0,227,4858,0,711,127,1726,2819,65185,28333,
343.5,19690,177478,289946,207897,256056,0,0,0,277,6503,0,780,106,1473,3838,64269,27847,
344.5,17179,173988,284312,214122,246572,0,0,0,339,8587,0,861,88,1250,5158,63497,27401,
345.5,14978,170872,279298,220621,236811,0,0,0,414,11185,0,957,75,1055,6842,62874,26997,
346.5,13054,168116,274879,227382,226814,0,0,0,506,14371,0,1070,64,885,8957,62407,26638,
347.5,11376,165710,271033,234390,216628,0,0,0,618,18210,0,1202,56,738,11572,62102,26325,
348.5,9916,163643,267742,241630,206305,0,0,0,754,22754,0,1357,49,612,14752,61968,26063,
349.5,8646,161908,264986,249083,195900,0,0,0,920,28035,0,1540,44,505,18556,62008,25855,
350.5,7544,160495,262749,256728,185470,0,0,0,1123,34058,0,1753,40,414,23031,62227,25706,
351.5,6589,159399,261016,264543,175073,0,0,0,1368,40790,0,2004,37,337,28203,62624,25621,
352.5,5763,158614,259772,272502,164767,0,0,0,1666,48162,0,2298,35,273,34075,63195,25603,
353.5,5048,158136,259005,280578,154607,0,0,0,2026,56057,0,2642,33,220,40617,63931,25657,
354.5,4430,157960,258704,288742,144649,0,0,0,2460,64317,0,3044,32,177,47765,64819,25783,
355.5,3897,158086,258859,296959,134940,0,0,0,2984,72739,0,3514,31,141,55415,65838,25983,
356.5,3436,158511,259460,305197,125528,0,0,0,3612,81087,0,4063,31,112,63427,66964,26252,
357.5,3039,159234,260499,313418,116450,0,0,0,4365,89098,0,4701,31,88,71621,68170,26585,
358.5,2696,160257,261967,321584,107743,0,0,0,5264,96495,0,5443,32,69,79786,69422,26973,
359.5,2399,161580,263857,329654,99433,0,0,0,6333,103008,0,6304,33,54,87689,70690,27405,
360.5,2144,163205,266161,337587,91542,0,0,0,7601,108382,0,7299,35,42,95081,71939,27869,
361.5,1923,165135,268872,345339,84085,0,0,0,9097,112403,0,8447,37,32,101715,73139,28351,
362.5,1733,167374,271982,352868,77072,0,0,0,10858,114902,0,9767,40,25,107357,74265,28839,
363.5,1569,169924,275482,360129,70507,0,0,0,12919,115778,0,11279,44,19,111800,75297,29325,
364.5,1427,172792,279364,367077,64388,0,0,0,15321,114996,0,13004,49,14,114877,76221,29799,
365.5,1305,175981,283617,373668,58708,0,0,0,18106,112591,0,14966,56,11,116471,77032,30258,
366.5,1199,179496,288231,379860,53456,0,0,0,21317,108672,0,17186,63,8,116525,77734,30702,
367.5,1109,183344,293192,385610,48620,0,0,0,24999,103403,0,19687,73,6,115042,78339,31131,
368.5,1031,187530,298485,390879,44183,0,0,0,29197,97001,0,22491,85,4,112084,78865,31550,
369.5,965,192059,304093,395627,40124,0,0,0,33951,89716,0,25618,100,3,107773,79335,31964,
370.5,909,196936,309997,399821,36425,0,0,0,39299,81816,0,29086,119,2,102277,79779,32377,
371.5,861,202167,316175,403426,33062,0,0,0,45274,73571,0,32911,142,2,95801,80226,32796,
372.5,822,207755,322601,406416,30015,0,0,0,51897,65239,0,37104,171,1,88576,80706,33222,
373.5,789,213704,329246,408764,27260,0,0,0,59182,57051,0,41670,208,0,80843,81248,33659,
374.5,763,220016,336078,410449,24775,0,0,0,67127,49206,0,46611,254,0,72842,81875,34107,
375.5,743,226692,343062,411456,22540,0,0,0,75714,41861,0,51919,312,0,64798,82606,34566,
376.5,729,233732,350155,411773,20532,0,0,0,84907,35128,0,57582,384,0,56913,83456,35034,
377.5,720,241133,357316,411392,18733,0,0,0,94647,29081,0,63577,476,0,49359,84429,35508,
378.5,717,248891,364494,410313,17123,0,0,0,104855,23752,0,69873,592,0,42272,85526,35987,
379.5,718,256999,371637,408539,15685,0,0,0,115426,19142,0,76431,738,0,35754,86738,36467,
380.5,725,265446,378690,406077,14403,0,0,0,126233,15223,0,83201,921,0,29868,88052,36946,
381.5,737,274220,385591,402941,13261,0,0,0,137126,11947,0,90126,1151,0,24645,89450,37421,
382.5,754,283303,392277,399150,12247,0,0,0,147932,9255,0,97140,1439,0,20088,90906,37889,
383.5,777,292676,398681,394724,11347,0,0,0,158463,7077,0,104168,1798,0,16176,92393,38345,
384.5,807,302313,404734,389693,10550,0,0,0,168517,5342,0,111132,2245,0,12869,93880,38786,
385.5,843,312186,410364,384085,9846,0,0,0,177885,3982,0,117947,2799,0,10117,95337,39208,
386.5,887,322260,415499,377935,9226,0,0,0,186355,2930,0,124526,3482,0,7860,96731,39604,
387.5,939,332497,420067,371281,8681,0,0,0,193726,2130,0,130780,4320,0,6035,98030,39969,
388.5,1001,342851,423997,364163,8206,0,0,0,199806,1529,0,136622,5342,0,4579,99206,40297,
389.5,1073,353275,427218,356622,7792,0,0,0,204431,1084,0,141967,6579,0,3435,100232,40583,
390.5,1157,363712,429665,348702,7435,0,0,0,207461,760,0,146737,8068,0,2548,101083,40820,
391.5,1255,374103,431275,340449,7130,0,0,0,208797,526,0,150860,9846,0,1868,101741,41005,
392.5,1369,384382,431992,331907,6873,0,0,0,208378,360,0,154275,11951,0,1354,102189,41133,
393.5,1500,394480,431766,323123,6661,0,0,0,206189,243,0,156928,14422,0,971,102419,41202,
394.5,1653,404321,430554,314143,6490,0,0,0,202263,163,0,158782,17296,0,689,102424,41211,
395.5,1829,413826,428324,305010,6359,0,0,0,196678,108,0,159810,20607,0,483,102202,41159,
396.5,2034,422914,425053,295769,6265,0,0,0,189556,70,0,160000,24380,0,335,101758,41049,
397.5,2270,431499,420727,286462,6207,0,0,0,181057,45,0,159353,28634,0,230,101099,40882,
398.5,2543,439495,415347,277129,6186,0,0,0,171376,29,0,157886,33373,0,156,100235,40662,
399.5,2860,446814,408922,267808,6200,0,0,0,160733,18,0,155626,38588,0,105,99178,40392,
400.5,3225,453369,401476,258536,6250,0,0,0,149362,12,0,152615,44252,0,70,97944,40076,
401.5,3648,459075,393043,249345,6336,0,0,0,137506,7,0,148903,50319,0,46,96549,39716,
402.5,4137,463849,383669,240267,6460,0,0,0,125407,4,0,144553,56722,0,30,95007,39315,
403.5,4702,467613,373411,231330,6623,0,0,0,113294,3,0,139633,63372,0,19,93333,38875,
404.5,5354,470295,362338,222559,6829,0,0,0,101380,2,0,134216,70160,0,12,91543,38396,
405.5,6107,471829,350525,213975,7079,0,0,0,89853,0,0,128383,76958,0,8,89648,37878,
406.5,6974,472158,338056,205600,7378,0,0,0,78873,0,0,122213,83625,0,5,87659,37320,
407.5,7972,471237,325024,197448,7729,0,0,0,68568,0,0,115786,90009,0,3,85585,36720,
408.5,9119,469030,311523,189536,8138,0,0,0,59032,0,0,109183,95951,0,2,83434,36075,
409.5,10435,465512,297652,181874,8611,0,0,0,50329,0,0,102480,101298,0,1,81213,35384,
410.5,11942,460674,283514,174472,9153,0,0,0,42490,0,0,95748,105904,0,0,78927,34642,
411.5,13663,454519,269207,167336,9774,0,0,0,35523,0,0,89055,109640,0,0,76581,33847,
