Sample_ID,Time,Treatment,Volume,particle_size,Dilution_factor,Injection,tech_N,tech_mean,tech_sd,tech_se
2,48,DMSO,112.0,949.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,949.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,950.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,950.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,951.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,951.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,952.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,952.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,953.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,953.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,954.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,954.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,955.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,955.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,956.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,956.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,957.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,957.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,958.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,958.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,959.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,959.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,960.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,960.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,961.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,961.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,962.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,962.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,963.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,963.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,964.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,964.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,965.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,965.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,966.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,966.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,967.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,967.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,968.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,968.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,969.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,969.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,970.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,970.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,971.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,971.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,972.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,972.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,973.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,973.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,974.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,974.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,975.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,975.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,976.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,976.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,977.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,977.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,978.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,978.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,979.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,979.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,980.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,980.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,981.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,981.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,982.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,982.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,983.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,983.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,984.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,984.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,985.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,985.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,986.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,986.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,987.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,987.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,988.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,988.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,989.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,989.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,990.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,990.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,991.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,991.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,992.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,992.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,993.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,993.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,994.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,994.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,995.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,995.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,996.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,996.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,997.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,997.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,998.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,998.5,25.0,2,3,0.0,0.0,0.0
2,48,DMSO,112.0,999.5,25.0,1,3,0.0,0.0,0.0
2,48,DMSO,112.0,999.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,0.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,0.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,1.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,1.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,2.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,2.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,3.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,3.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,4.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,4.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,5.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,5.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,6.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,6.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,7.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,7.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,8.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,8.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,9.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,9.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,10.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,10.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,11.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,11.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,12.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,12.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,13.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,13.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,14.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,14.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,15.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,15.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,16.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,16.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,17.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,17.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,18.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,18.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,19.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,19.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,20.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,20.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,21.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,21.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,22.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,22.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,23.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,23.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,24.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,24.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,25.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,25.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,26.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,26.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,27.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,27.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,28.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,28.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,29.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,29.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,30.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,30.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,31.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,31.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,32.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,32.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,33.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,33.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,34.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,34.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,35.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,35.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,36.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,36.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,37.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,37.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,38.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,38.5,25.0,2,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,39.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,39.5,25.0,2,3,8.333333333333334,14.433756729740644,8.333333333333334
3,48,BPS_EGF,110.0,40.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,40.5,25.0,2,3,25.0,43.30127018922193,25.0
3,48,BPS_EGF,110.0,41.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,41.5,25.0,2,3,50.0,86.60254037844386,50.0
3,48,BPS_EGF,110.0,42.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,42.5,25.0,2,3,100.0,173.20508075688772,100.0
3,48,BPS_EGF,110.0,43.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,43.5,25.0,2,3,166.66666666666666,288.67513459481285,166.66666666666666
3,48,BPS_EGF,110.0,44.5,25.0,1,3,0.0,0.0,0.0
3,48,BPS_EGF,110.0,44.5,25.0,2,3,266.6666666666667,461.8802153517006,266.6666666666667
3,48,BPS_EGF,110.0,45.5,25.0,1,3,8.333333333333334,14.433756729740644,8.333333333333334
3,48,BPS_EGF,110.0,45.5,25.0,2,3,400.0,692.8203230275509,400.0
3,48,BPS_EGF,110.0,46.5,25.0,1,3,16.666666666666668,28.867513459481287,16.666666666666668
3,48,BPS_EGF,110.0,46.5,25.0,2,3,566.6666666666666,981.4954576223638,566.6666666666667
3,48,BPS_EGF,110.0,47.5,25.0,1,3,41.666666666666664,72.16878364870321,41.666666666666664
3,48,BPS_EGF,110.0,47.5,25.0,2,3,775.0,1342.33937586588,775.0
3,48,BPS_EGF,110.0,48.5,25.0,1,3,91.66666666666667,158.77132402714707,91.66666666666667
3,48,BPS_EGF,110.0,48.5,25.0,2,3,1041.6666666666667,1761.0957763089814,1016.7691205207034
3,48,BPS_EGF,110.0,49.5,25.0,1,3,191.66666666666666,331.9764047840348,191.66666666666666
3,48,BPS_EGF,110.0,49.5,25.0,2,3,1350.0,2230.8910775741606,1288.005564170176
3,48,BPS_EGF,110.0,50.5,25.0,1,3,375.0,649.519052838329,375.00000000000006
3,48,BPS_EGF,110.0,50.5,25.0,2,3,1725.0,2753.066472136116,1589.4836687847198
3,48,BPS_EGF,110.0,51.5,25.0,1,3,708.3333333333334,1226.8693220279547,708.3333333333334
3,48,BPS_EGF,110.0,51.5,25.0,2,3,2191.6666666666665,3331.1346915628214,1923.231510880696
3,48,BPS_EGF,110.0,52.5,25.0,1,3,1316.6666666666667,2280.533563299022,1316.6666666666667
3,48,BPS_EGF,110.0,52.5,25.0,2,3,2791.6666666666665,3960.9289735279694,2286.8434091073614
3,48,BPS_EGF,110.0,53.5,25.0,1,3,2358.3333333333335,4084.7531545166025,2358.3333333333335
3,48,BPS_EGF,110.0,53.5,25.0,2,3,3625.0,4673.796636568604,2698.417746260451
3,48,BPS_EGF,110.0,54.5,25.0,1,3,4100.0,7101.408311032397,4100.0
3,48,BPS_EGF,110.0,54.5,25.0,2,3,4783.333333333333,5521.114772700648,3187.617100245539
3,48,BPS_EGF,110.0,55.5,25.0,1,3,6941.666666666667,12023.319355873957,6941.666666666667
3,48,BPS_EGF,110.0,55.5,25.0,2,3,6441.666666666667,6646.161172687082,3837.162942128526
3,48,BPS_EGF,110.0,56.5,25.0,1,3,11433.333333333334,19803.114233204164,11433.333333333334
3,48,BPS_EGF,110.0,56.5,25.0,2,3,8816.666666666666,8269.270423279997,4774.265504882517
3,48,BPS_EGF,110.0,57.5,25.0,1,3,18333.333333333332,31754.26480542942,18333.333333333336
3,48,BPS_EGF,110.0,57.5,25.0,2,3,12266.666666666666,10838.626911806372,6257.684165177331
3,48,BPS_EGF,110.0,58.5,25.0,1,3,28633.333333333332,49594.38812338885,28633.333333333336
3,48,BPS_EGF,110.0,58.5,25.0,2,3,17241.666666666668,14890.314245620653,8596.926938027204
3,48,BPS_EGF,110.0,59.5,25.0,1,3,43625.0,75539.06687933073,43612.50059711474
3,48,BPS_EGF,110.0,59.5,25.0,2,3,24391.666666666668,21244.768963990486,12265.673080231314
3,48,BPS_EGF,110.0,60.5,25.0,1,3,64875.0,112301.85049677499,64837.503614806155
3,48,BPS_EGF,110.0,60.5,25.0,2,3,34608.333333333336,30790.961877364814,17777.17012850408
3,48,BPS_EGF,110.0,61.5,25.0,1,3,94216.66666666667,163058.16702432703,94141.67662506217
3,48,BPS_EGF,110.0,61.5,25.0,2,3,49158.333333333336,44834.22474330668,25885.051724456294
3,48,BPS_EGF,110.0,62.5,25.0,1,3,133783.33333333334,231459.77152268455,133633.3613951912
3,48,BPS_EGF,110.0,62.5,25.0,2,3,69791.66666666667,64983.87460234526,37518.45749464892
3,48,BPS_EGF,110.0,63.5,25.0,1,3,185891.66666666666,321432.6974007674,185579.2543706806
3,48,BPS_EGF,110.0,63.5,25.0,2,3,98950.0,93339.43097640996,53889.54560023679
3,48,BPS_EGF,110.0,64.5,25.0,1,3,252983.33333333334,437076.2693264567,252346.10175202717
3,48,BPS_EGF,110.0,64.5,25.0,2,3,140058.33333333334,132525.96286514326,76513.90033480481
3,48,BPS_EGF,110.0,65.5,25.0,1,3,337508.3333333333,582417.8591941814,336259.1077866062
3,48,BPS_EGF,110.0,65.5,25.0,2,3,197858.33333333334,185639.91073670913,107179.25243617712
3,48,BPS_EGF,110.0,66.5,25.0,1,3,441850.0,761153.5111263694,439452.1845434382
3,48,BPS_EGF,110.0,66.5,25.0,2,3,278991.6666666667,256108.65044612088,147864.39827685966
3,48,BPS_EGF,110.0,67.5,25.0,1,3,568241.6666666666,976482.7642914817,563772.5868227169
3,48,BPS_EGF,110.0,67.5,25.0,2,3,392541.6666666667,347383.47176907153,200561.94093790022
3,48,BPS_EGF,110.0,68.5,25.0,1,3,718716.6666666666,1230807.6884035675,710607.1502204608
3,48,BPS_EGF,110.0,68.5,25.0,2,3,550808.3333333334,462494.88938617834,267021.54888593627
3,48,BPS_EGF,110.0,69.5,25.0,1,3,895141.6666666666,1525643.4061432355,880830.6312241746
3,48,BPS_EGF,110.0,69.5,25.0,2,3,769875.0,603729.6518310162,348563.47700239625
3,48,BPS_EGF,110.0,70.5,25.0,1,3,1099283.3333333333,1861461.2661047592,1074715.1630716443
3,48,BPS_EGF,110.0,70.5,25.0,2,3,1069783.3333333333,772515.3175396158,446011.92653460643
3,48,BPS_EGF,110.0,71.5,25.0,1,3,1332941.6666666667,2237697.750246519,1291935.3984698479
3,48,BPS_EGF,110.0,71.5,25.0,2,3,1473975.0,969921.303830883,559984.3258595131
3,48,BPS_EGF,110.0,72.5,25.0,1,3,1598075.0,2652784.173279085,1531585.6565446588
3,48,BPS_EGF,110.0,72.5,25.0,2,3,2007416.6666666667,1197520.04741396,691388.5217344234
3,48,BPS_EGF,110.0,73.5,25.0,1,3,1896966.6666666667,3104174.7894300884,1792196.1502891115
3,48,BPS_EGF,110.0,73.5,25.0,2,3,2693575.0,1457889.2012512474,841712.7227910563
3,48,BPS_EGF,110.0,74.5,25.0,1,3,2232433.3333333335,3588392.3504590928,2071759.2894955513
3,48,BPS_EGF,110.0,74.5,25.0,2,3,3550408.3333333335,1753627.0919748968,1012457.0736099273
3,48,BPS_EGF,110.0,75.5,25.0,1,3,2607966.6666666665,4100922.083228153,2367668.468677455
3,48,BPS_EGF,110.0,75.5,25.0,2,3,4586408.333333333,2084683.4817205064,1203592.5693465008
3,48,BPS_EGF,110.0,76.5,25.0,1,3,3028325.0,4635501.759316352,2676308.18857028
3,48,BPS_EGF,110.0,76.5,25.0,2,3,5797858.333333333,2445243.658786039,1411762.084634345
3,48,BPS_EGF,110.0,77.5,25.0,1,3,3500841.6666666665,5182379.500910593,2992048.1998935295
3,48,BPS_EGF,110.0,77.5,25.0,2,3,7168158.333333333,2823238.6679943185,1629997.6049530804
3,48,BPS_EGF,110.0,78.5,25.0,1,3,4038083.3333333335,5724849.183402855,3305243.2171076476
3,48,BPS_EGF,110.0,78.5,25.0,2,3,8669850.0,3203946.477295618,1849799.3611357785
3,48,BPS_EGF,110.0,79.5,25.0,1,3,4662025.0,6233657.694524138,3599003.9479694935
3,48,BPS_EGF,110.0,79.5,25.0,2,3,10268408.333333334,3577197.9848351046,2065296.2194891346
3,48,BPS_EGF,110.0,80.5,25.0,1,3,5409e3,6661355.996388799,3845935.677683001
3,48,BPS_EGF,110.0,80.5,25.0,2,3,11926900.0,3945295.113090401,2277817.195575258
3,48,BPS_EGF,110.0,81.5,25.0,1,3,6332433.333333333,6942539.619365404,4008277.1181002585
3,48,BPS_EGF,110.0,81.5,25.0,2,3,13610191.666666666,4328664.3339295015,2499155.51842573
3,48,BPS_EGF,110.0,82.5,25.0,1,3,7499183.333333333,7011672.486349696,4048190.99746349
3,48,BPS_EGF,110.0,82.5,25.0,2,3,15287816.666666666,4765851.313140008,2751565.538559115
3,48,BPS_EGF,110.0,83.5,25.0,1,3,8975991.666666666,6853099.920397947,3956639.0838251575
3,48,BPS_EGF,110.0,83.5,25.0,2,3,16935250.0,5305628.72847083,3063206.1746028457
3,48,BPS_EGF,110.0,84.5,25.0,1,3,10806983.333333334,6593580.099533055,3806805.245388769
3,48,BPS_EGF,110.0,84.5,25.0,2,3,18533975.0,5992522.530620974,3459784.4961789167
3,48,BPS_EGF,110.0,85.5,25.0,1,3,12989525.0,6595768.628020165,3808068.792899931
3,48,BPS_EGF,110.0,85.5,25.0,2,3,20070725.0,6851547.345809923,3955742.704468825
3,48,BPS_EGF,110.0,86.5,25.0,1,3,15459950.0,7336811.72121106,4235910.222234807
3,48,BPS_EGF,110.0,86.5,25.0,2,3,21536400.0,7880044.649342096,4549545.89952393
3,48,BPS_EGF,110.0,87.5,25.0,1,3,18097775.0,8960155.246039268,5173148.043281609
3,48,BPS_EGF,110.0,87.5,25.0,2,3,22925100.0,9048473.885378407,5224138.8334785225
3,48,BPS_EGF,110.0,88.5,25.0,1,3,20748900.0,11155419.246155655,6440584.3046911
3,48,BPS_EGF,110.0,88.5,25.0,2,3,24233458.333333332,10307008.94580762,5950754.389401911
3,48,BPS_EGF,110.0,89.5,25.0,1,3,23259275.0,13496689.989285337,7792317.5984828165
3,48,BPS_EGF,110.0,89.5,25.0,2,3,25460183.333333332,11593680.32675381,6693614.457549781
3,48,BPS_EGF,110.0,90.5,25.0,1,3,25506183.333333332,15653322.813989315,9037450.140368842
3,48,BPS_EGF,110.0,90.5,25.0,2,3,26605933.333333332,12841745.291342152,7414185.100821001
3,48,BPS_EGF,110.0,91.5,25.0,1,3,27417033.333333332,17427142.078348886,10061565.170140585
3,48,BPS_EGF,110.0,91.5,25.0,2,3,27673433.333333332,13985786.913960485,8074697.839603832
3,48,BPS_EGF,110.0,92.5,25.0,1,3,28972791.666666668,18737691.709998816,10818211.352760036
3,48,BPS_EGF,110.0,92.5,25.0,2,3,28667500.0,14966676.880678123,8641014.925933663
3,48,BPS_EGF,110.0,93.5,25.0,1,3,30198600.0,19593483.037527427,11312302.706078827
3,48,BPS_EGF,110.0,93.5,25.0,2,3,29595283.333333332,15735076.548795635,9084650.681166528
3,48,BPS_EGF,110.0,94.5,25.0,1,3,31148266.666666668,20058973.59427529,11581053.804322433
3,48,BPS_EGF,110.0,94.5,25.0,2,3,30466066.666666668,16253787.200629069,9384128.415634086
3,48,BPS_EGF,110.0,95.5,25.0,1,3,31888141.666666668,20224711.116931517,11676742.407642828
3,48,BPS_EGF,110.0,95.5,25.0,2,3,31291183.333333332,16498998.829897478,9525701.41580063
3,48,BPS_EGF,110.0,96.5,25.0,1,3,32484108.333333332,20184345.643070977,11653437.39044348
3,48,BPS_EGF,110.0,96.5,25.0,2,3,32083458.333333332,16460429.27419675,9503433.27243429
3,48,BPS_EGF,110.0,97.5,25.0,1,3,32993108.333333332,20019973.04283483,11558536.82544974
3,48,BPS_EGF,110.0,97.5,25.0,2,3,32856550.0,16140837.469501853,9318916.857962893
3,48,BPS_EGF,110.0,98.5,25.0,1,3,33458791.666666668,19794658.392580517,11428451.351473046
3,48,BPS_EGF,110.0,98.5,25.0,2,3,33624150.0,15554872.97844714,8980610.101316892
3,48,BPS_EGF,110.0,99.5,25.0,1,3,33910116.666666664,19549964.498854168,11287177.266061082
3,48,BPS_EGF,110.0,99.5,25.0,2,3,34399083.333333336,14727614.972758941,8502992.469043538
3,48,BPS_EGF,110.0,100.5,25.0,1,3,34362108.333333336,19306821.957476802,11146798.85434541
3,48,BPS_EGF,110.0,100.5,25.0,2,3,35192458.333333336,13692837.727949541,7905563.548201531
3,48,BPS_EGF,110.0,101.5,25.0,1,3,34817608.333333336,19067850.265734162,11008828.483789096
3,48,BPS_EGF,110.0,101.5,25.0,2,3,36013e3,12491269.398163663,7211837.749549926
3,48,BPS_EGF,110.0,102.5,25.0,1,3,35269691.666666664,18820822.522563495,10866206.949772205
3,48,BPS_EGF,110.0,102.5,25.0,2,3,36866491.666666664,11168978.28709987,6448412.620630195
3,48,BPS_EGF,110.0,103.5,25.0,1,3,35704366.666666664,18542608.245240428,10705579.861867337
3,48,BPS_EGF,110.0,103.5,25.0,2,3,37755675.0,9776315.84560999,5644358.585145732
3,48,BPS_EGF,110.0,104.5,25.0,1,3,36103491.666666664,18203425.548803534,10509752.640775032
3,48,BPS_EGF,110.0,104.5,25.0,2,3,38680208.333333336,8367764.971952387,4831131.359072233
3,48,BPS_EGF,110.0,105.5,25.0,1,3,36447775.0,17771309.854632974,10260270.528424596
3,48,BPS_EGF,110.0,105.5,25.0,2,3,39637066.666666664,7003784.781384871,4043637.02887876
3,48,BPS_EGF,110.0,106.5,25.0,1,3,36719633.333333336,17216532.41192411,9939969.622536302
3,48,BPS_EGF,110.0,106.5,25.0,2,3,40621016.666666664,5755740.088725196,3323078.0896110125
3,48,BPS_EGF,110.0,107.5,25.0,1,3,36905741.666666664,16515562.267909873,9535264.321195792
3,48,BPS_EGF,110.0,107.5,25.0,2,3,41625208.333333336,4713909.020211711,2721576.6417546365
