Nano_day,Intra_Day_N,Intra_Day_mean,Intra_Day_sd,Intra_Day_se,Intra_Day_cv
1,2,43698557093.75,3240025305.2854223,2291043864.583336,0.07414490364829067
2,2,50999648531.25,583376838.866961,412509718.74999994,0.011438840377684117
