Sample_ID,Time,Treatment,Volume,particle_size,Dilution_factor,inj_N,inj_mean,inj_sd,inj_se
1,48,BPS,145.0,87.5,25.0,2,9847791.666666666,4189336.6209308393,2962308.333333333
1,48,BPS,145.0,88.5,25.0,2,11197912.5,4705907.587370162,3327579.1666666665
1,48,BPS,145.0,89.5,25.0,2,12583900.0,5172509.674605634,3657516.666666666
1,48,BPS,145.0,90.5,25.0,2,13984658.333333334,5570740.428656879,3939108.3333333335
1,48,BPS,145.0,91.5,25.0,2,15380670.833333334,5885279.202598185,4161520.8333333335
1,48,BPS,145.0,92.5,25.0,2,16755166.666666666,6104370.3461923255,4316441.666666666
1,48,BPS,145.0,93.5,25.0,2,18094870.833333332,6219941.057020756,4398162.499999999
1,48,BPS,145.0,94.5,25.0,2,19390345.833333336,6227554.240031534,4403545.833333334
1,48,BPS,145.0,95.5,25.0,2,20636037.5,6126414.400095817,4332029.166666666
1,48,BPS,145.0,96.5,25.0,2,21829995.833333336,5919397.104790436,4185645.8333333335
1,48,BPS,145.0,97.5,25.0,2,22973362.5,5613337.71966686,3969229.166666668
1,48,BPS,145.0,98.5,25.0,2,24069729.166666664,5219361.391415754,3690645.833333334
1,48,BPS,145.0,99.5,25.0,2,25124320.833333332,4753260.171483621,3361062.5
1,48,BPS,145.0,100.5,25.0,2,26143120.833333332,4235764.073672246,2995137.5
1,48,BPS,145.0,101.5,25.0,2,27132079.166666664,3692611.78481682,2611070.833333334
1,48,BPS,145.0,102.5,25.0,2,28096379.166666668,3154314.96252554,2230437.4999999995
1,48,BPS,145.0,103.5,25.0,2,29039887.5,2655592.549754668,1877787.4999999998
1,48,BPS,145.0,104.5,25.0,2,29964950.0,2234422.073210431,1579974.9999999998
1,48,BPS,145.0,105.5,25.0,2,30872512.5,1930760.9585863797,1365254.166666668
1,48,BPS,145.0,106.5,25.0,2,31762516.666666664,1784937.8626361813,1262141.666666666
1,48,BPS,145.0,107.5,25.0,2,32634608.333333332,1835767.0550904735,1298083.333333332
1,48,BPS,145.0,108.5,25.0,2,33488975.0,2118586.1973390537,1498066.666666666
1,48,BPS,145.0,109.5,25.0,2,34327116.666666664,2663317.6913391287,1883249.9999999981
1,48,BPS,145.0,110.5,25.0,2,35152400.0,3492553.598749616,2469608.333333334
1,48,BPS,145.0,111.5,25.0,2,35970220.833333336,4620076.609247137,3266887.5000000014
1,48,BPS,145.0,112.5,25.0,2,36787695.833333336,6049634.38877198,4277737.500000001
1,48,BPS,145.0,113.5,25.0,2,37612845.833333336,7774267.828085969,5497237.500000001
1,48,BPS,145.0,114.5,25.0,2,38453329.166666664,9775922.134042807,6912620.833333333
1,48,BPS,145.0,115.5,25.0,2,39314908.333333336,12025647.176509416,8503416.666666666
1,48,BPS,145.0,116.5,25.0,2,40199895.83333333,14484121.925895313,10241820.833333332
1,48,BPS,145.0,117.5,25.0,2,41105820.833333336,17102691.543098357,12093429.166666666
1,48,BPS,145.0,118.5,25.0,2,42024600.0,19824858.196301736,14018291.666666664
1,48,BPS,145.0,119.5,25.0,2,42942454.166666664,22588378.811091516,15972395.833333334
1,48,BPS,145.0,120.5,25.0,2,43840520.833333336,25327875.47299048,17909512.5
1,48,BPS,145.0,121.5,25.0,2,44696420.83333333,27977946.697295375,19783395.83333333
1,48,BPS,145.0,122.5,25.0,2,45486312.5,30476673.50020032,21550262.499999996
1,48,BPS,145.0,123.5,25.0,2,46187341.666666664,32768978.156007376,23171166.66666666
1,48,BPS,145.0,124.5,25.0,2,46780091.666666664,34809723.68185081,24614191.666666664
1,48,BPS,145.0,125.5,25.0,2,47250637.5,36566053.1826315,25856104.16666667
1,48,BPS,145.0,126.5,25.0,2,47591945.833333336,38018580.14743188,26883195.833333332
1,48,BPS,145.0,127.5,25.0,2,47804462.5,39161476.83786369,27691345.83333333
1,48,BPS,145.0,128.5,25.0,2,47895812.5,40001366.48744406,28285237.5
1,48,BPS,145.0,129.5,25.0,2,47879825.0,40555260.90681701,28676900.0
1,48,BPS,145.0,130.5,25.0,2,47774954.16666667,40847844.01520248,28883787.5
1,48,BPS,145.0,131.5,25.0,2,47602575.0,40908578.59514988,28926733.33333333
1,48,BPS,145.0,132.5,25.0,2,47385158.333333336,40768960.36120461,28828008.333333336
1,48,BPS,145.0,133.5,25.0,2,47144704.166666664,40460054.87128675,28609579.166666664
1,48,BPS,145.0,134.5,25.0,2,46901495.833333336,40010747.4374078,28291870.833333332
1,48,BPS,145.0,135.5,25.0,2,46673225.0,39446505.68880349,27892891.666666668
1,48,BPS,145.0,136.5,25.0,2,46474416.666666664,38788790.31628281,27427816.66666666
1,48,BPS,145.0,137.5,25.0,2,46316250.0,38054966.68388043,26908924.999999996
1,48,BPS,145.0,138.5,25.0,2,46206525.0,37258528.746003985,26345758.33333333
1,48,BPS,145.0,139.5,25.0,2,46149816.666666664,36409623.48496349,25745491.66666666
1,48,BPS,145.0,140.5,25.0,2,46147725.0,35515710.877300486,25113400.0
1,48,BPS,145.0,141.5,25.0,2,46199150.0,34582200.28989102,24453308.33333333
1,48,BPS,145.0,142.5,25.0,2,46300600.0,33613063.30582278,23768025.0
1,48,BPS,145.0,143.5,25.0,2,46446450.0,32611422.980045993,23059758.33333333
1,48,BPS,145.0,144.5,25.0,2,46629258.33333333,31579919.177877102,22330375.0
1,48,BPS,145.0,145.5,25.0,2,46840025.0,30521097.483728368,21581675.0
1,48,BPS,145.0,146.5,25.0,2,47068483.333333336,29437550.62246414,20815491.666666664
1,48,BPS,145.0,147.5,25.0,2,47303395.833333336,28332030.417974547,20033770.833333336
1,48,BPS,145.0,148.5,25.0,2,47532866.66666667,27207477.25595801,19238591.666666668
1,48,BPS,145.0,149.5,25.0,2,47744662.5,26067014.191364773,18432162.499999996
1,48,BPS,145.0,150.5,25.0,2,47926533.333333336,24913764.279145084,17616691.666666664
1,48,BPS,145.0,151.5,25.0,2,48066625.0,23750938.962596826,16794450.0
1,48,BPS,145.0,152.5,25.0,2,48153712.5,22581649.51155722,15967637.499999998
1,48,BPS,145.0,153.5,25.0,2,48177629.166666664,21408948.270298388,15138412.499999996
1,48,BPS,145.0,154.5,25.0,2,48129529.166666664,20235822.76497085,14308887.5
1,48,BPS,145.0,155.5,25.0,2,48002133.333333336,19065189.81104699,13481125.0
1,48,BPS,145.0,156.5,25.0,2,47789958.333333336,17900054.612346858,12657250.0
1,48,BPS,145.0,157.5,25.0,2,47489491.66666667,16743522.546151157,11839458.33333333
1,48,BPS,145.0,158.5,25.0,2,47099245.83333333,15598981.832453083,11030145.833333332
1,48,BPS,145.0,159.5,25.0,2,46619775.0,14470115.319071308,10231916.666666664
1,48,BPS,145.0,160.5,25.0,2,46053633.33333333,13361018.332780212,9447666.666666666
1,48,BPS,145.0,161.5,25.0,2,45405237.5,12276228.142092396,8680604.166666664
1,48,BPS,145.0,162.5,25.0,2,44680679.16666667,11220623.783798063,7934179.166666668
1,48,BPS,145.0,163.5,25.0,2,43887479.166666664,10199502.666199587,7212137.499999999
1,48,BPS,145.0,164.5,25.0,2,43034300.0,9218280.048729569,6518308.333333336
1,48,BPS,145.0,165.5,25.0,2,42130650.0,8282518.504733328,5856625.0
1,48,BPS,145.0,166.5,25.0,2,41186545.833333336,7397627.401086953,5230912.5
1,48,BPS,145.0,167.5,25.0,2,40212237.5,6568756.832180082,4644812.5
1,48,BPS,145.0,168.5,25.0,2,39217862.5,5800556.025099017,4101612.5
1,48,BPS,145.0,169.5,25.0,2,38213237.5,5097126.199174639,3604212.4999999995
1,48,BPS,145.0,170.5,25.0,2,37207625.0,4461761.293495974,3154941.6666666646
1,48,BPS,145.0,171.5,25.0,2,36209537.5,3897036.355257851,2755620.833333334
1,48,BPS,145.0,172.5,25.0,2,35226650.0,3404613.085396048,2407424.9999999995
1,48,BPS,145.0,173.5,25.0,2,34265700.0,2985345.9046045057,2110958.333333334
1,48,BPS,145.0,174.5,25.0,2,33332458.333333332,2639323.201230866,1866283.3333333319
1,48,BPS,145.0,175.5,25.0,2,32431741.666666664,2365837.868493948,1672899.9999999981
1,48,BPS,145.0,176.5,25.0,2,31567412.5,2163599.4365180866,1529895.833333332
1,48,BPS,145.0,177.5,25.0,2,30742458.333333336,2030751.7500026666,1435958.333333334
1,48,BPS,145.0,178.5,25.0,2,29959075.0,1965026.1746913742,1389483.3333333319
1,48,BPS,145.0,179.5,25.0,2,29218704.166666664,1963782.8452677887,1388604.1666666658
1,48,BPS,145.0,180.5,25.0,2,28522162.5,2024157.9792680994,1431295.833333332
1,48,BPS,145.0,181.5,25.0,2,27869691.666666664,2143122.802646227,1515416.666666666
1,48,BPS,145.0,182.5,25.0,2,27261066.666666664,2317530.690225889,1638741.666666666
1,48,BPS,145.0,183.5,25.0,2,26695662.5,2544152.5210396685,1798987.5
1,48,BPS,145.0,184.5,25.0,2,26172529.166666664,2819759.174120146,1993870.8333333337
1,48,BPS,145.0,185.5,25.0,2,25690437.5,3141080.2806043336,2221079.166666668
1,48,BPS,145.0,186.5,25.0,2,25247950.0,3504798.331177164,2478266.6666666674
1,48,BPS,145.0,187.5,25.0,2,24843458.333333336,3907625.2793061193,2763108.3333333335
1,48,BPS,145.0,188.5,25.0,2,24475216.666666668,4346161.119884996,3073200.0
1,48,BPS,145.0,189.5,25.0,2,24141358.333333336,4816964.599912019,3406108.3333333335
1,48,BPS,145.0,190.5,25.0,2,23839958.333333332,5316523.755707295,3759349.9999999995
1,48,BPS,145.0,191.5,25.0,2,23568991.666666664,5841185.202234693,4130341.666666666
1,48,BPS,145.0,192.5,25.0,2,23326391.666666664,6387177.703327885,4516416.666666665
1,48,BPS,145.0,193.5,25.0,2,23110029.166666664,6950570.923794778,4914795.833333333
1,48,BPS,145.0,194.5,25.0,2,22917716.666666668,7527293.107087036,5322600.0
1,48,BPS,145.0,195.5,25.0,2,22747233.333333336,8113119.290187069,5736841.666666665
1,48,BPS,145.0,196.5,25.0,2,22596295.833333332,8703653.625938505,6154412.499999999
1,48,BPS,145.0,197.5,25.0,2,22462600.0,9294388.308611277,6572125.0
1,48,BPS,145.0,198.5,25.0,2,22343787.5,9880691.788788613,6986704.166666666
1,48,BPS,145.0,199.5,25.0,2,22237487.5,10457855.913819112,7394820.833333332
1,48,BPS,145.0,200.5,25.0,2,22141300.0,11021143.068268826,7793124.999999999
1,48,BPS,145.0,201.5,25.0,2,22052854.166666668,11565821.529260313,8178270.833333332
1,48,BPS,145.0,202.5,25.0,2,21969762.5,12087206.714368213,8546945.833333332
1,48,BPS,145.0,203.5,25.0,2,21889729.166666668,12580755.462523406,8895937.5
1,48,BPS,145.0,204.5,25.0,2,21810504.166666668,13042107.28190857,9222162.5
1,48,BPS,145.0,205.5,25.0,2,21729962.5,13467149.168079803,9522712.5
1,48,BPS,145.0,206.5,25.0,2,21646104.166666668,13852039.174192658,9794870.833333332
1,48,BPS,145.0,207.5,25.0,2,21557108.333333332,14193353.724914897,10036216.666666666
1,48,BPS,145.0,208.5,25.0,2,21461362.5,14488093.50898298,10244629.166666668
1,48,BPS,145.0,209.5,25.0,2,21357483.333333336,14733677.586645577,10418283.333333332
1,48,BPS,145.0,210.5,25.0,2,21244333.333333332,14928108.381245838,10555766.666666666
1,48,BPS,145.0,211.5,25.0,2,21121045.833333332,15069877.398317229,10656012.499999998
1,48,BPS,145.0,212.5,25.0,2,20987058.333333336,15158083.076713745,10718383.333333334
1,48,BPS,145.0,213.5,25.0,2,20842070.833333332,15192371.863044782,10742629.166666668
1,48,BPS,145.0,214.5,25.0,2,20686070.833333332,15172973.567014229,10728912.499999998
1,48,BPS,145.0,215.5,25.0,2,20519308.333333332,15100642.435855355,10677766.666666666
1,48,BPS,145.0,216.5,25.0,2,20342279.166666664,14976704.294782883,10590129.166666666
1,48,BPS,145.0,217.5,25.0,2,20155695.833333336,14802956.373532329,10467270.833333332
1,48,BPS,145.0,218.5,25.0,2,19960420.833333332,14581643.73613396,10310779.166666666
1,48,BPS,145.0,219.5,25.0,2,19757475.0,14315388.570234673,10122508.333333332
1,48,BPS,145.0,220.5,25.0,2,19547954.166666668,14007213.757324047,9904595.833333332
1,48,BPS,145.0,221.5,25.0,2,19332991.666666668,13660348.418369498,9659325.0
1,48,BPS,145.0,222.5,25.0,2,19113708.333333332,13278333.979833463,9389199.999999998
1,48,BPS,145.0,223.5,25.0,2,18891187.5,12864812.04163906,9096795.833333332
1,48,BPS,145.0,224.5,25.0,2,18666412.5,12423624.550630735,8784829.166666666
1,48,BPS,145.0,225.5,25.0,2,18440254.166666664,11958631.13132246,8456029.166666666
1,48,BPS,145.0,226.5,25.0,2,18213404.166666668,11473744.441236807,8113162.5
1,48,BPS,145.0,227.5,25.0,2,17986408.333333332,10972883.030452844,7758999.999999999
1,48,BPS,145.0,228.5,25.0,2,17759608.333333336,10459924.201154085,7396283.333333334
1,48,BPS,145.0,229.5,25.0,2,17533162.5,9938686.32995893,7027712.5
1,48,BPS,145.0,230.5,25.0,2,17307058.333333336,9412875.834912105,6655908.333333334
1,48,BPS,145.0,231.5,25.0,2,17081075.0,8886116.638267184,6283433.333333332
1,48,BPS,145.0,232.5,25.0,2,16854862.5,8361885.348365008,5912745.833333333
1,48,BPS,145.0,233.5,25.0,2,16627925.0,7843499.47452064,5546191.666666667
1,48,BPS,145.0,234.5,25.0,2,16399658.333333332,7334111.53446687,5185999.999999999
1,48,BPS,145.0,235.5,25.0,2,16169387.5,6836679.591571664,4834262.5
1,48,BPS,145.0,236.5,25.0,2,15936387.5,6353937.792055609,4492912.5
1,48,BPS,145.0,237.5,25.0,2,15699920.833333334,5888390.472435406,4163720.833333334
1,48,BPS,145.0,238.5,25.0,2,15459283.333333334,5442294.481854343,3848283.3333333335
1,48,BPS,145.0,239.5,25.0,2,15213804.166666668,5017612.041630213,3547987.500000001
1,48,BPS,145.0,240.5,25.0,2,14962912.5,4616010.745255312,3264012.5
1,48,BPS,145.0,241.5,25.0,2,14706133.333333332,4238881.236065977,2997341.666666667
1,48,BPS,145.0,242.5,25.0,2,14443116.666666668,3887248.8188949274,2748700.0000000005
1,48,BPS,145.0,243.5,25.0,2,14173679.166666666,3561855.9558624066,2518612.4999999995
1,48,BPS,145.0,244.5,25.0,2,13897766.666666666,3263085.6631415607,2307349.9999999995
1,48,BPS,145.0,245.5,25.0,2,13615508.333333334,2991026.329080037,2114975.0
1,48,BPS,145.0,246.5,25.0,2,13327175.0,2745448.143973949,1941325.0
1,48,BPS,145.0,247.5,25.0,2,13033229.166666668,2525826.6702939174,1786029.1666666667
1,48,BPS,145.0,248.5,25.0,2,12734258.333333332,2331378.198024126,1648533.3333333328
1,48,BPS,145.0,249.5,25.0,2,12431012.5,2161065.6372188358,1528104.166666666
1,48,BPS,145.0,250.5,25.0,2,12124354.166666668,2013692.7989065398,1423895.833333333
1,48,BPS,145.0,251.5,25.0,2,11815275.0,1887845.4695248653,1334908.333333334
1,48,BPS,145.0,252.5,25.0,2,11504841.666666668,1782003.3694942584,1260066.666666667
1,48,BPS,145.0,253.5,25.0,2,11194175.0,1694569.6160005406,1198241.666666666
1,48,BPS,145.0,254.5,25.0,2,10884470.833333334,1623888.4006644362,1148262.5
1,48,BPS,145.0,255.5,25.0,2,10576937.5,1568286.2374371348,1108945.833333334
1,48,BPS,145.0,256.5,25.0,2,10272775.0,1526113.2104958661,1079125.0
1,48,BPS,145.0,257.5,25.0,2,9973175.0,1495790.114695984,1057683.333333334
1,48,BPS,145.0,258.5,25.0,2,9679287.5,1475796.6704579343,1043545.8333333338
1,48,BPS,145.0,259.5,25.0,2,9392208.333333334,1464724.556775854,1035716.6666666665
1,48,BPS,145.0,260.5,25.0,2,9112987.5,1461289.1963305895,1033287.5
1,48,BPS,145.0,261.5,25.0,2,8842554.166666666,1464341.5406027117,1035445.8333333335
1,48,BPS,145.0,262.5,25.0,2,8581779.166666666,1472850.3922029887,1041462.4999999994
1,48,BPS,145.0,263.5,25.0,2,8331437.5,1485967.222994,1050737.5
1,48,BPS,145.0,264.5,25.0,2,8092200.0,1502955.4634120069,1062750.0
1,48,BPS,145.0,265.5,25.0,2,7864637.5,1523243.535475551,1077095.8333333333
1,48,BPS,145.0,266.5,25.0,2,7649212.5,1546377.7123333705,1093454.1666666665
1,48,BPS,145.0,267.5,25.0,2,7446295.833333334,1572045.6884904422,1111604.1666666665
1,48,BPS,145.0,268.5,25.0,2,7256166.666666666,1600029.4393558996,1131391.6666666663
1,48,BPS,145.0,269.5,25.0,2,7079016.666666666,1630246.4691386053,1152758.3333333335
1,48,BPS,145.0,270.5,25.0,2,6914941.666666666,1662679.100169028,1175691.6666666665
1,48,BPS,145.0,271.5,25.0,2,6763954.166666666,1697403.9356817976,1200245.8333333333
1,48,BPS,145.0,272.5,25.0,2,6626029.166666666,1734574.18214617,1226529.1666666663
1,48,BPS,145.0,273.5,25.0,2,6501016.666666666,1774366.616257443,1254666.6666666665
1,48,BPS,145.0,274.5,25.0,2,6388775.0,1817028.7253890312,1284833.333333333
1,48,BPS,145.0,275.5,25.0,2,6289050.0,1862837.4596969,1317225.0
1,48,BPS,145.0,276.5,25.0,2,6201570.833333334,1912081.5544500335,1352045.8333333335
1,48,BPS,145.0,277.5,25.0,2,6126020.833333334,1965055.6374739252,1389504.1666666665
1,48,BPS,145.0,278.5,25.0,2,6062029.166666666,2022072.014263601,1429820.8333333335
1,48,BPS,145.0,279.5,25.0,2,6009208.333333333,2083384.0647489843,1473175.0
1,48,BPS,145.0,280.5,25.0,2,5967108.333333334,2149298.2018685904,1519783.3333333333
1,48,BPS,145.0,281.5,25.0,2,5935287.5,2220026.5576567743,1569795.833333333
1,48,BPS,145.0,282.5,25.0,2,5913216.666666666,2295775.371591384,1623358.3333333335
1,48,BPS,145.0,283.5,25.0,2,5900387.5,2376697.8501416747,1680579.166666667
1,48,BPS,145.0,284.5,25.0,2,5896245.833333334,2462882.381655295,1741520.8333333335
1,48,BPS,145.0,285.5,25.0,2,5900170.833333334,2554346.6438017744,1806195.8333333333
1,48,BPS,145.0,286.5,25.0,2,5911545.833333333,2651055.281242055,1874579.1666666667
1,48,BPS,145.0,287.5,25.0,2,5929704.166666667,2752890.4428459373,1946587.5
1,48,BPS,145.0,288.5,25.0,2,5953945.833333333,2859628.211466046,2022062.4999999995
1,48,BPS,145.0,289.5,25.0,2,5983529.166666667,2970962.1741638687,2100787.5
1,48,BPS,145.0,290.5,25.0,2,6017679.166666667,3086503.4222097504,2182487.5
1,48,BPS,145.0,291.5,25.0,2,6055575.0,3205739.3031873317,2266799.9999999995
1,48,BPS,145.0,292.5,25.0,2,6096379.166666667,3328074.668889115,2353304.166666667
1,48,BPS,145.0,293.5,25.0,2,6139204.166666667,3452796.5199774015,2441495.833333333
1,48,BPS,145.0,294.5,25.0,2,6183133.333333333,3579115.2538798684,2530816.6666666665
1,48,BPS,145.0,295.5,25.0,2,6227237.5,3706141.094563522,2620637.5
1,48,BPS,145.0,296.5,25.0,2,6270554.166666667,3832901.77020423,2710270.833333333
1,48,BPS,145.0,297.5,25.0,2,6312141.666666667,3958371.9759692736,2798991.6666666665
1,48,BPS,145.0,298.5,25.0,2,6351033.333333333,4081432.1261217715,2886008.3333333326
1,48,BPS,145.0,299.5,25.0,2,6386283.333333333,4200968.527481358,2970533.333333333
1,48,BPS,145.0,300.5,25.0,2,6416983.333333334,4315826.238972093,3051750.0
1,48,BPS,145.0,301.5,25.0,2,6442254.166666667,4424856.212074549,3128845.8333333335
1,48,BPS,145.0,302.5,25.0,2,6461266.666666667,4526921.183382317,3201016.666666667
1,48,BPS,145.0,303.5,25.0,2,6473279.166666667,4620936.922497578,3267495.833333333
1,48,BPS,145.0,304.5,25.0,2,6477612.5,4705919.372483182,3327587.5
1,48,BPS,145.0,305.5,25.0,2,6473687.5,4780919.831741035,3380620.8333333335
1,48,BPS,145.0,306.5,25.0,2,6461037.5,4845148.697698813,3426037.5
1,48,BPS,145.0,307.5,25.0,2,6439295.833333333,4897910.648688349,3463345.833333333
1,48,BPS,145.0,308.5,25.0,2,6408229.166666666,4938698.924849792,3492187.4999999995
1,48,BPS,145.0,309.5,25.0,2,6367725.0,4967083.369557924,3512258.3333333335
1,48,BPS,145.0,310.5,25.0,2,6317800.0,4982875.421004422,3523424.9999999995
1,48,BPS,145.0,311.5,25.0,2,6258579.166666666,4986004.368511173,3525637.5
1,48,BPS,145.0,312.5,25.0,2,6190333.333333333,4976558.600425823,3518958.333333333
1,48,BPS,145.0,313.5,25.0,2,6113420.833333334,4954820.959460846,3503587.4999999995
1,48,BPS,145.0,314.5,25.0,2,6028312.5,4921174.461789387,3479795.833333334
1,48,BPS,145.0,315.5,25.0,2,5935579.166666666,4876155.330053843,3447962.4999999995
