particle_size,mG15.5_yes_500_00,mG15.5_yes_500_01,mG15.5_yes_500_02,mG15.5_no_500_00,mG15.5_no_500_01,mG15.5_no_500_02,400_yes_50_00,400_yes_50_01,400_yes_50_02,400_no_50_00,400_no_50_01,400_no_50_02,200_yes_125_00,200_yes_125_01,200_yes_125_02,200_no_125_00,200_no_125_01,200_no_125_02,fluorx100_no_125_00,fluorx100_no_125_01,fluorx100_no_125_02,fluorx100_yes_125_00,fluorx100_yes_125_01,fluorx100_yes_125_02,fluor_no_125_00,fluor_no_125_01,fluor_no_125_02,fluor_yes_125_00,fluor_yes_125_01,fluor_yes_125_02,100_no_125_00,100_no_125_01,100_no_125_02,100_yes_125_00,100_yes_125_01,100_yes_125_02
125.5,0,0,0,2400279,1597192,675007,0,0,0,3475,2115,31988,0,0,0,48665,0,279,2395227,780804,3034219,2803109,2204013,2721491,856524,577403,441905,2367763,2230254,55268,931071,385075,863118,0,0,0
126.5,0,0,0,2422371,1361693,704084,0,0,0,4436,2126,24230,0,0,0,54976,0,384,2244075,813540,2977928,2811389,2198376,2831671,695899,544291,434561,2168131,2039808,32834,837285,348980,763917,0,0,0
127.5,0,0,0,2421234,1160989,739078,0,0,0,5691,2152,17714,0,0,0,61965,0,538,2116446,862371,2932689,2825899,2195613,2946806,560576,517530,429771,1985355,1850525,19540,755563,320954,678636,0,0,0
128.5,0,0,0,2395989,991578,779947,0,0,0,7332,2195,12512,0,0,0,69640,0,764,2010033,928165,2897974,2846562,2195901,3064607,447830,495679,426652,1816975,1661697,11705,684467,299615,605475,0,0,0
129.5,0,0,0,2347131,849602,826595,0,0,0,9475,2256,8553,0,0,0,77991,0,1098,1922654,1012015,2873111,2873198,2199377,3182499,354907,477489,424411,1660895,1473791,7092,622727,283907,542833,0,0,0
130.5,0,0,0,2276483,731215,878828,0,0,0,12268,2336,5672,0,0,0,86993,2,1593,1852284,1115066,2857296,2905535,2206133,3297718,279124,461847,422340,1515378,1288380,4370,569224,273035,489299,0,0,0
131.5,0,0,0,2186995,632821,936325,0,0,0,15897,2439,3659,0,0,0,96608,13,2329,1797064,1238291,2849596,2943207,2216215,3407438,217943,447748,419812,1379037,1107935,2751,522965,266414,443638,0,0,0
132.5,0,0,0,2082449,551193,998594,0,0,0,20591,2566,2305,0,0,0,106781,62,3422,1755286,1382219,2848947,2985752,2229620,3508913,169025,434278,416299,1250818,935510,1780,483067,263622,404778,0,0,0
133.5,0,0,0,1967099,483523,1064943,0,0,0,26627,2721,1423,0,0,0,117449,250,5036,1725382,1546626,2854159,3032620,2246292,3599619,130268,420611,411380,1129967,774339,1189,448750,264372,371792,0,0,0
134.5,0,0,0,1845308,427424,1134457,0,0,0,34327,2910,866,0,0,0,128539,875,7405,1705897,1730214,2863915,3083166,2266117,3677393,99822,406026,404756,1015994,627403,825,419319,268482,343885,0,0,0
135.5,0,0,0,1721225,380894,1205983,0,0,0,44060,3137,521,0,0,0,139979,2648,10845,1695464,1930316,2876778,3136656,2288927,3740539,76095,389925,396257,908635,497044,597,394153,275851,320375,0,0,0
136.5,0,0,0,1598538,342279,1278134,0,0,0,56219,3409,312,0,0,0,151699,6983,15776,1692779,2142699,2891209,3192271,2314493,3787907,57738,371869,385846,807794,384682,453,372700,286437,300677,0,0,0
137.5,0,0,0,1480316,310223,1349315,0,0,0,71205,3734,187,0,0,0,163640,16154,22732,1696580,2361515,2905584,3249109,2342526,3818930,43630,351603,373607,713496,290694,362,354464,300235,284293,0,0,0
138.5,0,0,0,1368940,283623,1417766,0,0,0,89383,4122,113,0,0,0,175755,33027,32360,1705635,2579469,2918225,3306192,2372679,3833617,32853,329083,359733,625838,214443,305,338996,317252,270798,0,0,0
139.5,0,0,0,1266110,261585,1481627,0,0,0,111026,4585,69,0,0,0,188019,60179,45405,1718725,2788211,2927447,3362481,2404543,3832507,24662,304480,344499,544931,154452,273,325889,337483,259825,0,0,0
140.5,0,0,0,1172909,243389,1539033,0,0,0,136250,5137,43,0,0,0,200430,98622,62664,1734652,2978949,2931601,3416884,2437656,3816588,18468,278173,328240,470868,108671,260,314767,360875,251060,0,0,0
141.5,0,0,0,1089895,228455,1588205,0,0,0,164935,5795,27,0,0,0,213010,146758,84914,1752235,3143209,2929138,3468275,2471503,3787205,13800,250714,311315,403680,74757,264,305282,387298,244225,0,0,0
142.5,0,0,0,1017215,216320,1627565,0,0,0,196644,6581,18,0,0,0,225811,200268,112805,1770328,3273641,2918666,3515511,2505525,3745944,10296,222776,294088,343318,50346,285,297107,416501,239076,0,0,0
143.5,0,0,0,954716,206613,1655833,0,0,0,230563,7518,12,0,0,0,238909,253128,146748,1787840,3364728,2899016,3557457,2539124,3694526,7673,195086,276898,289638,33247,327,289934,448076,235392,0,0,0
144.5,0,0,0,902038,199042,1672119,0,0,0,265472,8636,9,0,0,0,252409,299307,186787,1803753,3413310,2869295,3593006,2571676,3634700,5712,168356,260048,242396,21572,400,283471,481421,232967,0,0,0
145.5,0,0,0,858703,193373,1675981,0,0,0,299770,9969,6,0,0,0,266442,334345,232510,1817152,3418810,2828937,3621107,2602543,3568164,4251,143217,243790,201260,13784,520,277441,515705,231605,0,0,0
146.5,0,0,0,824177,189424,1667461,0,0,0,331560,11557,5,0,0,0,281163,356203,282999,1827247,3383155,2777729,3640791,2631084,3496487,3162,120165,228320,165818,8697,713,271587,549854,231113,0,0,0
147.5,0,0,0,797909,187055,1647078,0,0,0,358811,13448,4,0,0,0,296750,365223,336854,1833393,3310427,2715832,3651194,2656670,3421068,2352,99539,213778,135601,5434,1031,265671,582559,231299,0,0,0
148.5,0,0,0,779368,186155,1615786,0,0,0,379564,15695,4,0,0,0,313403,363481,392289,1835113,3206313,2643768,3651581,2678702,3343098,1749,81507,200253,110102,3373,1560,259482,612300,231967,0,0,0
149.5,0,0,0,768047,186641,1574906,0,0,0,392178,18357,3,0,0,0,331341,353918,447288,1832097,3077456,2562399,3641372,2696624,3263551,1301,66081,187787,88797,2088,2456,252838,637419,232913,0,0,0
150.5,0,0,0,763470,188450,1526032,0,0,0,395550,21503,3,0,0,0,350804,339587,499811,1824215,2930822,2472877,3620155,2709938,3183180,968,53148,176384,71166,1293,3993,245595,656221,233928,0,0,0
151.5,0,0,0,765181,191530,1470927,0,0,0,389287,25207,3,0,0,0,372049,323174,547989,1811500,2773144,2376585,3587701,2718215,3102530,721,42500,166014,56708,805,6655,237652,667101,234798,0,0,0
152.5,0,0,0,772723,195841,1411418,0,0,0,373778,29547,3,0,0,0,395350,306784,590310,1794140,2610505,2275067,3543974,2721114,3021957,536,33876,156623,44951,505,11274,228951,668703,235307,0,0,0
153.5,0,0,0,785615,201347,1349296,0,0,0,350151,34608,4,0,0,0,421000,291922,625732,1772454,2448074,2169952,3489132,2718382,2941651,399,26988,148141,35468,321,19249,219484,660071,235242,0,0,0
154.5,0,0,0,803321,208011,1286240,0,0,0,320126,40475,5,0,0,0,449306,279593,653743,1746867,2289982,2062882,3423526,2709866,2861664,297,21553,140482,27874,207,32829,209288,640790,234399,0,0,0
155.5,0,0,0,825221,215790,1223752,0,0,0,285790,47230,6,0,0,0,480586,270434,674346,1717884,2139322,1955444,3347689,2695513,2781939,221,17309,133553,21834,136,55432,198445,611077,232593,0,0,0
156.5,0,0,0,850573,224633,1163121,0,0,0,249330,54952,8,0,0,0,515173,264855,687994,1686060,1998221,1849112,3262323,2675371,2702340,164,14022,127255,17058,92,91853,187070,571820,229666,0,0,0
157.5,0,0,0,878493,234474,1105403,0,0,0,212793,63706,10,0,0,0,553404,263146,695489,1651970,1867978,1745205,3168282,2649587,2622683,122,11496,121486,13302,64,148075,175313,524534,225494,0,0,0
158.5,0,0,0,907930,245232,1051424,0,0,0,177892,73543,15,0,0,0,595620,265572,697864,1616190,1749206,1644857,3066542,2618396,2542758,91,9568,116146,10361,46,230305,163336,471245,219997,0,0,0
159.5,0,0,0,937668,256806,1001791,0,0,0,145897,84491,22,0,0,0,642154,272441,696273,1579273,1641991,1549002,2958184,2582117,2462361,67,8108,111133,8066,34,342837,151314,414312,213146,0,0,0
160.5,0,0,0,966336,269074,956917,0,0,0,117598,96551,34,0,0,0,693327,284150,691896,1541732,1546025,1458368,2844355,2541139,2381309,50,7015,106350,6282,26,484808,139417,356209,204961,0,0,0
161.5,0,0,0,992446,281892,917050,0,0,0,93346,109688,52,0,0,0,749432,301229,685868,1504028,1460727,1373491,2726248,2495907,2299467,37,6214,101706,4898,21,646713,127807,299302,195521,0,0,0
162.5,0,0,0,1014455,295102,882298,0,0,0,73131,123831,83,0,0,0,810726,324374,679227,1466565,1385336,1294724,2605066,2446913,2216757,27,5645,97117,3826,17,808578,116626,245646,184953,0,0,0
163.5,0,0,0,1030846,308525,852664,0,0,0,56687,138865,135,0,0,0,877410,354471,672893,1429683,1318987,1222262,2481997,2394678,2133171,20,5270,92507,2997,15,942048,105991,196841,173430,0,0,0
164.5,0,0,0,1040225,321977,828063,0,0,0,43588,154634,222,0,0,0,949611,392627,667657,1393658,1260762,1156165,2358190,2339741,2048778,15,5062,87813,2355,14,1017444,95994,153948,161162,0,0,0
165.5,0,0,0,1041428,335267,808350,0,0,0,33339,170938,366,0,0,0,1027366,440183,664192,1358705,1209730,1096383,2234727,2282645,1963728,11,5005,82987,1858,13,1014046,86700,117481,148383,0,0,0
166.5,0,0,0,1033620,348210,793329,0,0,0,25439,187537,607,0,0,0,1110602,498735,663060,1324980,1164974,1042782,2112610,2223925,1878246,8,5097,77998,1472,13,929004,78148,87461,135340,0,0,0
167.5,0,0,0,1016375,360631,782761,0,0,0,19422,204161,1006,0,0,0,1199110,570128,664736,1292590,1125604,995161,1992744,2164100,1792629,6,5342,72833,1173,13,779780,70352,63515,122280,0,0,0
168.5,0,0,0,989727,372374,776376,0,0,0,14881,220513,1662,0,0,0,1292534,656444,669622,1261593,1090771,953279,1875925,2103663,1707233,4,5757,67501,941,14,598105,63307,44992,109434,0,0,0
169.5,0,0,0,954175,383311,773864,0,0,0,11478,236284,2725,0,0,0,1390347,759958,678070,1232009,1059672,916866,1762836,2043074,1622462,3,6371,62027,759,16,418366,56990,31090,97016,0,0,0
170.5,0,0,0,910655,393344,774875,0,0,0,8938,251161,4424,0,0,0,1491847,883063,690395,1203828,1031560,885639,1654043,1982756,1538752,2,7224,56458,617,19,266498,51368,20959,85203,0,0,0
171.5,0,0,0,860463,402408,779011,0,0,0,7048,264843,7093,0,0,0,1596140,1028148,706886,1177010,1005742,859310,1549997,1923090,1456554,2,8375,50856,505,23,154463,46397,13788,74140,0,0,0
172.5,0,0,0,805154,410476,785816,0,0,0,5644,277054,11202,0,0,0,1702151,1197432,727817,1151501,981592,837597,1451036,1864415,1376317,1,9899,45294,417,29,81438,42030,8853,63932,0,0,0
173.5,0,0,0,746422,417554,794767,0,0,0,4601,287548,17388,0,0,0,1808625,1392737,753447,1127229,958547,820223,1357397,1807026,1298474,0,11889,39855,347,38,39067,38216,5550,54643,0,0,0
174.5,0,0,0,685973,423683,805265,0,0,0,3828,296129,26480,0,0,0,1914151,1615210,784023,1104118,936121,806925,1269217,1751176,1223427,0,14463,34619,292,50,17064,34904,3398,46305,0,0,0
175.5,0,0,0,625420,428929,816632,0,0,0,3257,302650,39501,0,0,0,2017186,1865003,819774,1082087,913905,797448,1186550,1697076,1151536,0,17756,29666,247,69,6795,32047,2033,38914,0,0,0
176.5,0,0,0,566191,433383,828107,0,0,0,2840,307021,57637,0,0,0,2116096,2140928,860898,1061055,891570,791551,1109373,1644898,1083106,0,21919,25062,212,97,2471,29598,1189,32444,0,0,0
177.5,0,0,0,509468,437148,838859,0,0,0,2541,309212,82171,0,0,0,2209201,2440123,907552,1040948,868876,788998,1037601,1594777,1018390,0,27107,20863,183,138,823,27516,681,26843,0,0,0
178.5,0,0,0,456160,440341,847997,0,0,0,2336,309247,114351,0,0,0,2294828,2757771,959833,1021697,845666,789560,971094,1546815,957576,0,33455,17104,160,201,251,25763,381,22049,0,0,0
179.5,0,0,0,406897,443079,854601,0,0,0,2209,307208,155219,0,0,0,2371372,3086922,1017750,1003245,821865,793006,909672,1501083,900795,0,41057,13805,141,296,71,24305,209,17986,0,0,0
180.5,0,0,0,362052,445476,857757,0,0,0,2149,303219,205393,0,0,0,2437352,3418483,1081201,985542,797480,799105,853120,1457626,848120,0,49923,10965,125,440,18,23115,112,14578,0,0,0
181.5,0,0,0,321772,447638,856600,0,0,0,2151,297448,264839,0,0,0,2491466,3741413,1149944,968555,772585,807615,801202,1416465,799570,0,59936,8569,113,658,4,22168,59,11743,0,0,0
182.5,0,0,0,286023,449655,850365,0,0,0,2214,290092,332681,0,0,0,2532649,4043160,1223563,952259,747317,818286,753665,1377600,755119,0,70815,6587,102,988,0,21445,31,9406,0,0,0
183.5,0,0,0,254637,451602,838444,0,0,0,2344,281368,407073,0,0,0,2560110,4310347,1301440,936645,721858,830848,710247,1341013,714702,0,82085,4980,94,1484,0,20929,16,7495,0,0,0
184.5,0,0,0,227349,453533,820433,0,0,0,2548,271506,485208,0,0,0,2573366,4529668,1382728,921714,696430,845014,670685,1306672,678222,0,93077,3703,87,2223,0,20609,8,5944,0,0,0
185.5,0,0,0,203839,455477,796172,0,0,0,2842,260740,563456,0,0,0,2572260,4688934,1466329,907479,671272,860474,634716,1274532,645555,0,102964,2708,81,3312,0,20478,4,4692,0,0,0
186.5,0,0,0,183761,457440,765773,0,0,0,3245,249301,637659,0,0,0,2556960,4778146,1550888,893962,646636,876897,602083,1244537,616563,0,110844,1948,77,4897,0,20529,2,3690,0,0,0
187.5,0,0,0,166767,459402,729625,0,0,0,3789,237407,703535,0,0,0,2527953,4790480,1634791,881195,622770,893930,572538,1216625,591096,0,115863,1378,73,7165,0,20764,0,2891,0,0,0
188.5,0,0,0,152524,461313,688385,0,0,0,4513,225261,757136,0,0,0,2486017,4723047,1716189,869214,599910,911199,545844,1190724,569000,0,117352,959,70,10354,0,21182,0,2258,0,0,0
189.5,0,0,0,140726,463102,642935,0,0,0,5472,213046,795290,0,0,0,2432185,4577310,1793036,858065,578275,928315,521775,1166758,550117,0,114961,657,68,14742,0,21791,0,1759,0,0,0
190.5,0,0,0,131099,464670,594332,0,0,0,6739,200926,815949,0,0,0,2367698,4359086,1863151,847793,558059,944879,500118,1144647,534296,0,108748,442,66,20639,0,22597,0,1367,0,0,0
191.5,0,0,0,123407,465896,543740,0,0,0,8410,189038,818384,0,0,0,2293953,4078119,1924295,838448,539430,960487,480675,1124308,521388,0,99192,293,65,28361,0,23613,0,1060,0,0,0
192.5,0,0,0,117452,466636,492354,0,0,0,10608,177499,803205,0,0,0,2212451,3747268,1974270,830079,522529,974744,463260,1105655,511253,0,87133,192,65,38187,0,24852,0,821,0,0,0
193.5,0,0,0,113072,466734,441332,0,0,0,13491,166399,772215,0,0,0,2124740,3381418,2011026,822732,507471,987268,447701,1088600,503755,0,73634,123,65,50299,0,26331,0,635,0,0,0
194.5,0,0,0,110140,466019,391725,0,0,0,17259,155813,728126,0,0,0,2032364,2996238,2032782,816454,494348,997704,433839,1073054,498767,0,59811,78,65,64718,0,28069,0,490,0,0,0
195.5,0,0,0,108564,464316,344432,0,0,0,22156,145790,674202,0,0,0,1936820,2606967,2038127,811285,483230,1005731,421526,1058926,496163,0,46662,49,66,81236,0,30088,0,378,0,0,0
196.5,0,0,0,108282,461451,300164,0,0,0,28476,136367,613891,0,0,0,1839516,2227336,2026128,807261,474171,1011079,410628,1046124,495820,0,34946,30,67,99360,0,32410,0,292,0,0,0
197.5,0,0,0,109258,457259,259430,0,0,0,36563,127563,550495,0,0,0,1741744,1868767,1996401,804412,467211,1013526,401019,1034557,497611,0,25112,18,68,118290,0,35060,0,225,0,0,0
198.5,0,0,0,111483,451593,222540,0,0,0,46801,119385,486922,0,0,0,1644654,1539885,1949153,802758,462377,1012915,392585,1024132,501402,0,17311,11,70,136944,0,38061,0,174,0,0,0
199.5,0,0,0,114969,444334,189618,0,0,0,59608,111831,425524,0,0,0,1549247,1246356,1885199,802313,459690,1009156,385222,1014756,507046,0,11445,7,72,154039,0,41436,0,134,0,0,0
200.5,0,0,0,119744,435394,160635,0,0,0,75404,104887,368039,0,0,0,1456362,991023,1805925,803080,459163,1002224,378832,1006334,514377,0,7257,4,75,168225,0,45207,0,104,0,0,0
201.5,0,0,0,125848,424728,135433,0,0,0,94587,98538,315601,0,0,0,1366681,774257,1713226,805051,460804,992164,373327,998772,523201,0,4414,2,78,178258,0,49390,0,80,0,0,0
202.5,0,0,0,133326,412337,113763,0,0,0,117484,92759,268813,0,0,0,1280734,594460,1609408,808206,464613,979085,368625,991974,533294,0,2575,1,82,183177,0,53996,0,62,0,0,0
203.5,0,0,0,142219,398272,95317,0,0,0,144302,87526,227840,0,0,0,1198910,448612,1497060,812512,470584,963156,364653,985846,544390,0,1442,0,86,182456,0,59028,0,48,0,0,0
204.5,0,0,0,152553,382634,79754,0,0,0,175076,82811,192526,0,0,0,1121469,332812,1378926,817920,478697,944596,361341,980291,556180,0,775,0,90,176100,0,64476,0,38,0,0,0
205.5,0,0,0,164322,365572,66726,0,0,0,209618,78586,162493,0,0,0,1048558,242755,1257762,824367,488920,923670,358627,975213,568303,0,400,0,95,164646,0,70320,0,29,0,0,0
206.5,0,0,0,177478,347280,55892,0,0,0,247477,74822,137235,0,0,0,980229,174113,1136207,831771,501198,900672,356453,970516,580346,0,199,0,100,149090,0,76523,0,23,0,0,0
207.5,0,0,0,191905,327988,46934,0,0,0,287921,71491,116189,0,0,0,916448,122806,1016676,840030,515452,875922,354767,966104,591845,0,95,0,106,130737,0,83028,0,18,0,0,0
208.5,0,0,0,207404,307955,39561,0,0,0,329948,68569,98786,0,0,0,857120,85184,901267,849026,531566,849749,353521,961882,602288,0,44,0,112,111015,0,89760,0,14,0,0,0
209.5,0,0,0,223667,287454,33518,0,0,0,372317,66029,84485,0,0,0,802094,58109,791710,858617,549381,822487,352671,957755,611125,0,19,0,118,91286,0,96621,0,11,0,0,0
210.5,0,0,0,240271,266766,28580,0,0,0,413622,63849,72796,0,0,0,751180,38981,689331,868640,568690,794459,352178,953629,617782,0,8,0,126,72695,0,103495,0,9,0,0,0
211.5,0,0,0,256662,246164,24557,0,0,0,452381,62008,63288,0,0,0,704161,25712,595056,878910,589225,765975,352006,949416,621680,0,3,0,133,56072,0,110241,0,7,0,0,0
212.5,0,0,0,272162,225907,21288,0,0,0,487143,60488,55591,0,0,0,660799,16673,509431,889220,610653,737326,352123,945024,622260,0,1,0,141,41901,0,116704,0,5,0,0,0
213.5,0,0,0,285988,206227,18640,0,0,0,516604,59272,49397,0,0,0,620847,10627,432659,899344,632570,708774,352500,940371,619011,0,0,0,150,30342,0,122713,0,4,0,0,0
214.5,0,0,0,297289,187326,16504,0,0,0,539699,58346,44448,0,0,0,584051,6656,364651,909036,654505,680554,353111,935373,611505,0,0,0,159,21299,0,128090,0,3,0,0,0
215.5,0,0,0,305210,169369,14791,0,0,0,555684,57697,40539,0,0,0,550159,4095,305089,918032,675915,652867,353935,929955,599422,0,0,0,168,14499,0,132655,0,3,0,0,0
216.5,0,0,0,308957,152483,13429,0,0,0,564179,57316,37505,0,0,0,518922,2474,253475,926056,696199,625887,354952,924045,582587,0,0,0,178,9575,0,136236,0,2,0,0,0
217.5,0,0,0,307892,136756,12362,0,0,0,565181,57193,35215,0,0,0,490098,1467,209192,932826,714711,599753,356145,917578,560992,0,0,0,189,6138,0,138678,0,2,0,0,0
218.5,0,0,0,301614,122240,11546,0,0,0,559036,57324,33573,0,0,0,463457,853,171551,938052,730777,574576,357499,910494,534812,0,0,0,200,3821,0,139850,0,1,0,0,0
219.5,0,0,0,290028,108954,10947,0,0,0,546392,57701,32504,0,0,0,438778,486,139835,941452,743725,550438,359004,902742,504411,0,0,0,211,2311,0,139659,0,1,0,0,0
220.5,0,0,0,273393,96887,10541,0,0,0,528125,58323,31961,0,0,0,415851,272,113327,942750,752911,527397,360650,894279,470337,0,0,0,222,1359,0,138050,0,0,0,0,0
221.5,0,0,0,252325,86005,10310,0,0,0,505259,59186,31914,0,0,0,394480,149,91340,941693,757751,505488,362427,885070,433299,0,0,0,234,778,0,135017,0,0,0,0,0
222.5,0,0,0,227756,76255,10246,0,0,0,478884,60289,32350,0,0,0,374483,80,73233,938049,757761,484724,364331,875087,394134,0,0,0,245,433,0,130605,0,0,0,0,0
223.5,0,0,0,200851,67569,10345,0,0,0,450083,61631,33275,0,0,0,355689,42,58419,931623,752581,465104,366357,864314,353765,0,0,0,257,235,0,124908,0,0,0,0,0
224.5,0,0,0,172896,59872,10611,0,0,0,419875,63213,34710,0,0,0,337941,21,46375,922259,742003,446611,368500,852741,313148,0,0,0,269,125,0,118066,0,0,0,0,0
225.5,0,0,0,145167,53083,11052,0,0,0,389167,65034,36692,0,0,0,321096,11,36640,909851,725995,429217,370759,840370,273217,0,0,0,280,64,0,110261,0,0,0,0,0
226.5,0,0,0,118807,47118,11686,0,0,0,358729,67094,39272,0,0,0,305025,5,28815,894346,704704,412882,373132,827210,234836,0,0,0,292,33,0,101705,0,0,0,0,0
227.5,0,0,0,94730,41894,12535,0,0,0,329185,69394,42520,0,0,0,289610,2,22557,875747,678454,397562,375616,813279,198750,0,0,0,303,16,0,92632,0,0,0,0,0
228.5,0,0,0,73560,37334,13633,0,0,0,301006,71932,46520,0,0,0,274750,1,17578,854120,647738,383206,378212,798604,165551,0,0,0,314,8,0,83282,0,0,0,0,0
229.5,0,0,0,55617,33363,15021,0,0,0,274530,74707,51373,0,0,0,260355,0,13635,829588,613190,369759,380917,783219,135659,0,0,0,324,4,0,73892,0,0,0,0,0
230.5,0,0,0,40940,29910,16750,0,0,0,249971,77715,57195,0,0,0,246350,0,10527,802335,575552,357164,383731,767165,109315,0,0,0,334,2,0,64682,0,0,0,0,0
231.5,0,0,0,29343,26913,18887,0,0,0,227439,80951,64119,0,0,0,232674,0,8089,772597,535639,345361,386652,750491,86589,0,0,0,342,0,0,55848,0,0,0,0,0
232.5,0,0,0,20481,24315,21510,0,0,0,206963,84409,72289,0,0,0,219279,0,6185,740661,494294,334291,389677,733249,67397,0,0,0,350,0,0,47552,0,0,0,0,0
233.5,0,0,0,13928,22065,24714,0,0,0,188510,88081,81858,0,0,0,206132,0,4705,706852,452352,323895,392801,715498,51531,0,0,0,358,0,0,39919,0,0,0,0,0
234.5,0,0,0,9232,20116,28612,0,0,0,172001,91955,92985,0,0,0,193213,0,3560,671528,410603,314116,396021,697298,38692,0,0,0,364,0,0,33032,0,0,0,0,0
235.5,0,0,0,5969,18429,33336,0,0,0,157326,96018,105822,0,0,0,180514,0,2679,635070,369756,304896,399330,678714,28521,0,0,0,369,0,0,26938,0,0,0,0,0
236.5,0,0,0,3768,16969,39036,0,0,0,144357,100254,120512,0,0,0,168039,0,2004,597866,330424,296180,402720,659811,20636,0,0,0,373,0,0,21646,0,0,0,0,0
237.5,0,0,0,2325,15705,45880,0,0,0,132959,104644,137172,0,0,0,155805,0,1489,560307,293107,287916,406181,640656,14651,0,0,0,375,0,0,17136,0,0,0,0,0
238.5,0,0,0,1403,14611,54049,0,0,0,122993,109167,155881,0,0,0,143837,0,1099,522773,258181,280053,409702,621316,10205,0,0,0,376,0,0,13363,0,0,0,0,0
239.5,0,0,0,830,13662,63737,0,0,0,114329,113799,176667,0,0,0,132167,0,806,485625,225907,272543,413267,601856,6972,0,0,0,376,0,0,10263,0,0,0,0,0
240.5,0,0,0,482,12840,75132,0,0,0,106839,118514,199491,0,0,0,120836,0,587,449194,196436,265342,416861,582340,4672,0,0,0,375,0,0,7761,0,0,0,0,0
241.5,0,0,0,275,12126,88414,0,0,0,100410,123285,224234,0,0,0,109886,0,423,413779,169817,258407,420465,562830,3070,0,0,0,372,0,0,5779,0,0,0,0,0
242.5,0,0,0,154,11505,103729,0,0,0,94936,128082,250688,0,0,0,99364,0,303,379638,146020,251698,424056,543383,1978,0,0,0,368,0,0,4237,0,0,0,0,0
243.5,0,0,0,86,10964,121172,0,0,0,90326,132876,278548,0,0,0,89313,0,215,346989,124943,245179,427611,524055,1250,0,0,0,363,0,0,3057,0,0,0,0,0
244.5,0,0,0,47,10489,140759,0,0,0,86498,137635,307411,0,0,0,79778,0,151,316002,106439,238816,431101,504896,774,0,0,0,357,0,0,2172,0,0,0,0,0
245.5,0,0,0,25,10072,162403,0,0,0,83383,142329,336786,0,0,0,70795,0,105,286807,90322,232578,434496,485955,470,0,0,0,349,0,0,1518,0,0,0,0,0
246.5,0,0,0,14,9702,185885,0,0,0,80922,146928,366104,0,0,0,62397,0,72,259490,76385,226436,437764,467272,280,0,0,0,340,0,0,1045,0,0,0,0,0
247.5,0,0,0,7,9371,210834,0,0,0,79066,151403,394741,0,0,0,54609,0,49,234096,64414,220366,440868,448885,163,0,0,0,330,0,0,707,0,0,0,0,0
248.5,0,0,0,4,9070,236708,0,0,0,77775,155728,422049,0,0,0,47446,0,33,210638,54192,214345,443769,430829,93,0,0,0,319,0,0,471,0,0,0,0,0
249.5,0,0,0,2,8793,262797,0,0,0,77017,159877,447381,0,0,0,40914,0,22,189095,45510,208352,446427,413131,52,0,0,0,307,0,0,309,0,0,0,0,0
250.5,0,0,0,1,8532,288233,0,0,0,76769,163830,470129,0,0,0,35011,0,15,169418,38171,202370,448797,395817,29,0,0,0,295,0,0,199,0,0,0,0,0
251.5,0,0,0,0,8283,312025,0,0,0,77016,167567,489756,0,0,0,29726,0,9,151540,31993,196383,450834,378906,16,0,0,0,282,0,0,127,0,0,0,0,0
252.5,0,0,0,0,8038,333112,0,0,0,77746,171074,505823,0,0,0,25036,0,6,135375,26811,190381,452492,362414,8,0,0,0,268,0,0,79,0,0,0,0,0
253.5,0,0,0,0,7793,350433,0,0,0,78958,174340,518009,0,0,0,20915,0,4,120823,22477,184351,453720,346354,4,0,0,0,254,0,0,49,0,0,0,0,0
254.5,0,0,0,0,7543,363010,0,0,0,80652,177357,526131,0,0,0,17328,0,2,107778,18861,178286,454471,330735,2,0,0,0,240,0,0,29,0,0,0,0,0
255.5,0,0,0,0,7284,370032,0,0,0,82837,180122,530142,0,0,0,14236,0,1,96129,15852,172180,454694,315562,1,0,0,0,226,0,0,17,0,0,0,0,0
256.5,0,0,0,0,7014,370941,0,0,0,85524,182636,530128,0,0,0,11598,0,0,85761,13350,166029,454342,300839,0,0,0,0,212,0,0,10,0,0,0,0,0
257.5,0,0,0,0,6728,365490,0,0,0,88730,184903,526299,0,0,0,9368,0,0,76565,11273,159832,453367,286567,0,0,0,0,198,0,0,6,0,0,0,0,0
258.5,0,0,0,0,6426,353784,0,0,0,92476,186930,518968,0,0,0,7503,0,0,68429,9550,153589,451723,272742,0,0,0,0,184,0,0,3,0,0,0,0,0
259.5,0,0,0,0,6107,336281,0,0,0,96785,188728,508527,0,0,0,5957,0,0,61251,8121,147302,449369,259363,0,0,0,0,170,0,0,2,0,0,0,0,0
260.5,0,0,0,0,5771,313763,0,0,0,101685,190311,495424,0,0,0,4690,0,0,54933,6936,140975,446264,246424,0,0,0,0,157,0,0,1,0,0,0,0,0
261.5,0,0,0,0,5418,287273,0,0,0,107206,191695,480135,0,0,0,3661,0,0,49384,5954,134615,442376,233919,0,0,0,0,144,0,0,0,0,0,0,0,0
262.5,0,0,0,0,5053,258024,0,0,0,113378,192897,463147,0,0,0,2833,0,0,44518,5139,128230,437676,221840,0,0,0,0,132,0,0,0,0,0,0,0,0
263.5,0,0,0,0,4676,227301,0,0,0,120235,193937,444931,0,0,0,2174,0,0,40261,4463,121831,432142,210181,0,0,0,0,120,0,0,0,0,0,0,0,0
264.5,0,0,0,0,4292,196353,0,0,0,127811,194836,425930,0,0,0,1654,0,0,36541,3902,115429,425758,198933,0,0,0,0,109,0,0,0,0,0,0,0,0
