particle_size,mG15.5_yes_500_00,mG15.5_yes_500_01,mG15.5_yes_500_02,mG15.5_no_500_00,mG15.5_no_500_01,mG15.5_no_500_02,400_yes_50_00,400_yes_50_01,400_yes_50_02,400_no_50_00,400_no_50_01,400_no_50_02,200_yes_125_00,200_yes_125_01,200_yes_125_02,200_no_125_00,200_no_125_01,200_no_125_02,fluorx100_no_125_00,fluorx100_no_125_01,fluorx100_no_125_02,fluorx100_yes_125_00,fluorx100_yes_125_01,fluorx100_yes_125_02,fluor_no_125_00,fluor_no_125_01,fluor_no_125_02,fluor_yes_125_00,fluor_yes_125_01,fluor_yes_125_02,100_no_125_00,100_no_125_01,100_no_125_02,100_yes_125_00,100_yes_125_01,100_yes_125_02
265.5,0,0,0,0,3906,166308,0,0,0,136137,195614,406545,0,0,0,1248,0,0,33296,3437,109038,418518,188088,0,0,0,0,98,0,0,0,0,0,0,0,0
266.5,0,0,0,0,3521,138100,0,0,0,145246,196295,387130,0,0,0,934,0,0,30472,3050,102675,410422,177636,0,0,0,0,88,0,0,0,0,0,0,0,0
267.5,0,0,0,0,3144,112424,0,0,0,155167,196900,367986,0,0,0,694,0,0,28018,2730,96358,401483,167570,0,0,0,0,79,0,0,0,0,0,0,0,0
268.5,0,0,0,0,2778,89724,0,0,0,165925,197450,349360,0,0,0,511,0,0,25891,2466,90104,391718,157880,0,0,0,0,71,0,0,0,0,0,0,0,0
269.5,0,0,0,0,2429,70204,0,0,0,177540,197968,331450,0,0,0,373,0,0,24052,2248,83935,381157,148560,0,0,0,0,63,0,0,0,0,0,0,0,0
270.5,0,0,0,0,2100,53858,0,0,0,190027,198472,314405,0,0,0,271,0,0,22469,2071,77872,369840,139602,0,0,0,0,55,0,0,0,0,0,0,0,0
271.5,0,0,0,0,1794,40517,0,0,0,203392,198984,298333,0,0,0,195,0,0,21113,1927,71937,357815,130997,0,0,0,0,49,0,0,0,0,0,0,0,0
272.5,0,0,0,0,1515,29893,0,0,0,217632,199522,283304,0,0,0,139,0,0,19958,1813,66154,345138,122740,0,0,0,0,43,0,0,0,0,0,0,0,0
273.5,0,0,0,0,1264,21635,0,0,0,232735,200103,269358,0,0,0,99,0,0,18984,1725,60546,331875,114823,0,0,0,0,37,0,0,0,0,0,0,0,0
274.5,0,0,0,0,1041,15363,0,0,0,248676,200743,256511,0,0,0,70,0,0,18171,1661,55133,318099,107241,0,0,0,0,33,0,0,0,0,0,0,0,0
275.5,0,0,0,0,846,10706,0,0,0,265418,201458,244757,0,0,0,49,0,0,17505,1619,49939,303891,99988,0,0,0,0,28,0,0,0,0,0,0,0,0
276.5,0,0,0,0,679,7325,0,0,0,282911,202260,234076,0,0,0,34,0,0,16972,1598,44983,289334,93059,0,0,0,0,24,0,0,0,0,0,0,0,0
277.5,0,0,0,0,537,4921,0,0,0,301091,203162,224436,0,0,0,24,0,0,16563,1597,40282,274519,86448,0,0,0,0,21,0,0,0,0,0,0,0,0
278.5,0,0,0,0,419,3248,0,0,0,319877,204175,215800,0,0,0,16,0,0,16268,1617,35853,259537,80150,0,0,0,0,18,0,0,0,0,0,0,0,0
279.5,0,0,0,0,323,2107,0,0,0,339178,205308,208122,0,0,0,11,0,0,16080,1658,31708,244482,74160,0,0,0,0,15,0,0,0,0,0,0,0,0
280.5,0,0,0,0,245,1343,0,0,0,358886,206569,201357,0,0,0,8,0,0,15994,1722,27856,229447,68473,0,0,0,0,13,0,0,0,0,0,0,0,0
281.5,0,0,0,0,183,842,0,0,0,378880,207964,195458,0,0,0,5,0,0,16006,1813,24303,214523,63084,0,0,0,0,11,0,0,0,0,0,0,0,0
282.5,0,0,0,0,135,520,0,0,0,399030,209499,190377,0,0,0,3,0,0,16112,1933,21052,199800,57988,0,0,0,0,9,0,0,0,0,0,0,0,0
283.5,0,0,0,0,98,316,0,0,0,419193,211177,186070,0,0,0,2,0,0,16310,2087,18101,185360,53180,0,0,0,0,8,0,0,0,0,0,0,0,0
284.5,0,0,0,0,70,189,0,0,0,439220,213001,182493,0,0,0,2,0,0,16600,2282,15444,171281,48652,0,0,0,0,7,0,0,0,0,0,0,0,0
285.5,0,0,0,0,50,112,0,0,0,458954,214972,179605,0,0,0,1,0,0,16981,2525,13073,157636,44400,0,0,0,0,5,0,0,0,0,0,0,0,0
286.5,0,0,0,0,35,65,0,0,0,478238,217089,177369,0,0,0,0,0,0,17453,2828,10976,144487,40416,0,0,0,0,4,0,0,0,0,0,0,0,0
287.5,0,0,0,0,24,37,0,0,0,496913,219351,175747,0,0,0,0,0,0,18016,3201,9138,131889,36693,0,0,0,0,4,0,0,0,0,0,0,0,0
288.5,0,0,0,1,16,21,0,0,0,514823,221756,174708,0,0,0,0,0,0,18670,3663,7543,119889,33224,0,0,0,0,3,0,0,0,0,0,0,0,0
289.5,0,0,0,2,11,12,0,0,0,531819,224298,174220,0,0,0,0,0,0,19415,4232,6172,108522,30001,0,0,0,0,2,0,0,0,0,0,0,0,0
290.5,0,0,0,4,7,7,0,0,0,547759,226973,174254,0,0,0,0,0,0,20251,4934,5005,97818,27014,0,0,0,0,2,0,0,0,0,0,0,0,0
291.5,0,0,0,6,5,4,0,0,0,562513,229774,174784,0,0,0,0,0,0,21178,5800,4021,87793,24255,0,0,0,0,2,0,0,0,0,0,0,0,0
292.5,0,0,0,12,3,2,0,0,0,575967,232692,175782,0,0,0,0,0,0,22192,6866,3201,78458,21715,0,0,0,0,1,0,0,0,0,0,0,0,0
293.5,0,0,0,21,2,1,0,0,0,588022,235719,177225,0,0,0,0,0,0,23291,8177,2524,69813,19383,0,0,0,0,1,0,0,0,0,0,0,0,0
294.5,0,0,0,37,1,0,0,0,0,598594,238844,179088,0,0,0,0,0,0,24469,9786,1972,61851,17250,0,0,0,0,0,0,0,0,0,0,0,0,0
295.5,0,0,0,66,0,0,0,0,0,607623,242056,181347,0,0,0,0,0,0,25719,11755,1525,54560,15305,0,0,0,0,0,0,0,0,0,0,0,0,0
296.5,0,0,0,117,0,0,0,0,0,615066,245342,183979,0,0,0,0,0,0,27031,14155,1169,47918,13538,0,0,0,0,0,0,0,0,0,0,0,0,0
297.5,0,0,0,203,0,0,0,0,0,620901,248688,186959,0,0,0,0,0,0,28394,17061,886,41901,11937,0,0,0,0,0,0,0,0,0,0,0,0,0
298.5,0,0,0,350,0,0,0,0,0,625125,252080,190264,0,0,0,0,0,0,29790,20555,666,36480,10493,0,0,0,0,0,0,0,0,0,0,0,0,0
299.5,0,0,0,595,0,0,0,0,0,627756,255502,193866,0,0,0,0,0,0,31203,24718,495,31622,9194,0,0,0,0,0,0,0,0,0,0,0,0,0
300.5,0,0,0,995,0,0,0,0,0,628830,258939,197742,0,0,0,0,0,0,32609,29621,365,27292,8031,0,0,0,0,0,0,0,0,0,0,0,0,0
301.5,0,0,0,1636,0,0,0,0,0,628399,262373,201863,0,0,0,0,0,0,33985,35318,266,23452,6992,0,0,0,0,0,0,0,0,0,0,0,0,0
302.5,0,0,0,2641,0,0,0,0,0,626531,265787,206203,0,0,0,0,0,0,35301,41831,192,20065,6068,0,0,0,0,0,0,0,0,0,0,0,0,0
303.5,0,0,0,4183,0,0,0,0,0,623307,269165,210733,0,0,0,0,0,0,36529,49134,138,17093,5249,0,0,0,0,0,0,0,0,0,0,0,0,0
304.5,0,0,0,6489,0,0,0,0,0,618819,272487,215423,0,0,0,0,0,0,37636,57135,97,14499,4526,0,0,0,0,0,0,0,0,0,0,0,0,0
305.5,0,0,0,9854,0,0,0,0,0,613168,275738,220245,0,0,0,0,0,0,38589,65664,68,12246,3890,0,0,0,0,0,0,0,0,0,0,0,0,0
306.5,0,0,0,14634,0,0,0,0,0,606462,278898,225169,0,0,0,0,0,0,39357,74458,48,10299,3333,0,0,0,0,0,0,0,0,0,0,0,0,0
307.5,0,0,0,21235,0,0,0,0,0,598813,281951,230165,0,0,0,0,0,0,39907,83155,33,8626,2846,0,0,0,0,0,0,0,0,0,0,0,0,0
308.5,0,0,0,30087,0,0,0,0,0,590336,284881,235204,0,0,0,0,0,0,40214,91309,22,7194,2423,0,0,0,0,0,0,0,0,0,0,0,0,0
309.5,0,0,0,41595,0,0,0,0,0,581146,287671,240258,0,0,0,0,0,0,40252,98408,15,5975,2056,0,0,0,0,0,0,0,0,0,0,0,0,0
310.5,0,0,0,56076,0,0,0,0,0,571357,290307,245300,0,0,0,0,0,0,40005,103918,10,4942,1739,0,0,0,0,0,0,0,0,0,0,0,0,0
311.5,0,0,0,73681,0,0,0,0,0,561080,292774,250307,0,0,0,0,0,0,39461,107338,7,4071,1466,0,0,0,0,0,0,0,0,0,0,0,0,0
312.5,0,0,0,94314,0,0,0,0,0,550424,295061,255254,0,0,0,0,0,0,38617,108263,4,3340,1232,0,0,0,0,0,0,0,0,0,0,0,0,0
313.5,0,0,0,117558,0,0,0,0,0,539489,297156,260122,0,0,0,0,0,0,37480,106451,3,2730,1033,0,0,0,0,0,0,0,0,0,0,0,0,0
314.5,0,0,0,142636,0,0,0,0,0,528374,299050,264894,0,0,0,0,0,0,36062,101870,2,2222,863,0,0,0,0,0,0,0,0,0,0,0,0,0
315.5,0,0,0,168410,0,0,0,0,0,517166,300733,269555,0,0,0,0,0,0,34387,94727,1,1802,718,0,0,0,0,0,0,0,0,0,0,0,0,0
316.5,0,0,0,193444,0,0,0,0,0,505949,302200,274095,0,0,0,0,0,0,32486,85456,0,1456,597,0,0,0,0,0,0,0,0,0,0,0,0,0
317.5,0,0,0,216121,0,0,0,0,0,494797,303446,278509,0,0,0,0,0,0,30396,74678,0,1172,494,0,0,0,0,0,0,0,0,0,0,0,0,0
318.5,0,0,0,234808,0,0,0,0,0,483780,304468,282792,0,0,0,0,0,0,28161,63120,0,940,408,0,0,0,0,0,0,0,0,0,0,0,0,0
319.5,0,0,0,248052,0,0,0,0,0,472957,305265,286947,0,0,0,0,0,0,25825,51527,0,751,336,0,0,0,0,0,0,0,0,0,0,0,0,0
320.5,0,0,0,254765,0,0,0,0,0,462381,305838,290979,0,0,0,0,0,0,23438,40568,0,598,275,0,0,0,0,0,0,0,0,0,0,0,0,0
321.5,0,0,0,254375,0,0,0,0,0,452099,306189,294896,0,0,0,0,0,0,21045,30763,0,474,225,0,0,0,0,0,0,0,0,0,0,0,0,0
322.5,0,0,0,246904,0,0,0,0,0,442150,306322,298712,0,0,0,0,0,0,18692,22438,0,375,184,0,0,0,0,0,0,0,0,0,0,0,0,0
323.5,0,0,0,232968,0,0,0,0,0,432569,306242,302442,0,0,0,0,0,0,16419,15723,0,296,150,0,0,0,0,0,0,0,0,0,0,0,0,0
324.5,0,0,0,213692,0,0,0,0,0,423382,305958,306108,0,0,0,0,0,0,14261,10571,0,232,122,0,0,0,0,0,0,0,0,0,0,0,0,0
325.5,0,0,0,190554,0,0,0,0,0,414613,305477,309731,0,0,0,0,0,0,12245,6811,0,182,99,0,0,0,0,0,0,0,0,0,0,0,0,0
326.5,0,0,0,165203,0,0,0,0,0,406279,304810,313337,0,0,0,0,0,0,10393,4201,0,142,80,0,0,0,0,0,0,0,0,0,0,0,0,0
327.5,0,0,0,139259,0,0,0,0,0,398393,303968,316954,0,0,0,0,0,0,8717,2478,0,111,64,0,0,0,0,0,0,0,0,0,0,0,0,0
328.5,0,0,0,114151,0,0,0,0,0,390965,302962,320613,0,0,0,0,0,0,7226,1397,0,86,52,0,0,0,0,0,0,0,0,0,0,0,0,0
329.5,0,0,0,91001,0,0,0,0,0,384002,301805,324345,0,0,0,0,0,0,5918,751,0,66,41,0,0,0,0,0,0,0,0,0,0,0,0,0
330.5,0,0,0,70563,0,0,0,0,0,377505,300512,328185,0,0,0,0,0,0,4788,385,0,51,33,0,0,0,0,0,0,0,0,0,0,0,0,0
331.5,0,0,0,53230,0,0,0,0,0,371475,299096,332166,0,0,0,0,0,0,3828,188,0,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0
332.5,0,0,0,39070,0,0,0,0,0,365911,297571,336324,0,0,0,0,0,0,3022,88,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0
333.5,0,0,0,27908,0,0,0,0,0,360808,295953,340696,0,0,0,0,0,0,2357,39,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0
334.5,0,0,0,19405,0,0,0,0,0,356160,294256,345318,0,0,0,0,0,0,1816,16,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0
335.5,0,0,0,13136,0,0,0,0,0,351960,292495,350226,0,0,0,0,0,0,1381,7,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0
336.5,0,0,0,8660,0,0,0,0,0,348199,290685,355458,0,0,0,0,0,0,1038,2,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
337.5,0,0,0,5560,0,0,0,0,0,344868,288840,361048,0,0,0,0,0,0,770,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
338.5,0,0,0,3479,0,0,0,0,0,341956,286974,367031,0,0,0,0,0,0,564,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
339.5,0,0,0,2121,0,0,0,0,0,339451,285100,373441,0,0,0,0,0,0,408,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
340.5,0,0,0,1261,0,0,0,0,0,337341,283233,380310,0,0,0,0,0,0,292,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
341.5,0,0,0,730,0,0,0,0,0,335613,281383,387668,0,0,0,0,1,0,206,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
342.5,0,0,0,413,0,0,0,0,0,334251,279564,395542,0,0,0,0,2,0,144,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
343.5,0,0,0,228,0,0,0,0,0,333243,277786,403956,0,0,0,0,5,0,99,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
344.5,0,0,0,123,0,0,0,0,0,332572,276059,412931,0,0,0,0,9,0,67,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345.5,0,0,0,64,0,0,0,0,0,332223,274394,422483,0,0,0,0,19,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346.5,0,0,0,33,0,0,0,0,0,332178,272799,432622,0,0,0,0,37,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347.5,0,0,0,17,0,0,0,0,0,332420,271283,443351,0,0,0,0,70,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348.5,0,0,0,8,0,0,0,0,0,332930,269852,454666,0,0,0,0,130,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349.5,0,0,0,4,0,0,0,0,0,333689,268514,466553,0,0,0,0,238,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350.5,0,0,0,2,0,0,0,0,0,334676,267275,478989,0,0,0,0,424,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351.5,0,0,0,0,0,0,0,0,0,335870,266139,491937,0,0,0,0,737,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352.5,0,0,0,0,0,0,0,0,0,337249,265110,505347,0,0,0,0,1250,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353.5,0,0,0,0,0,0,0,0,0,338789,264193,519153,0,0,0,0,2066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354.5,0,0,0,0,0,0,0,0,0,340466,263390,533272,0,0,0,0,3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355.5,0,0,0,0,0,0,0,0,0,342254,262703,547602,0,0,0,0,5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356.5,0,0,0,0,0,0,0,0,0,344126,262134,562018,0,0,0,0,7983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357.5,0,0,0,0,0,0,0,0,0,346055,261683,576376,0,0,0,0,11870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.5,0,0,0,0,0,0,0,0,0,348011,261350,590507,0,0,0,0,17170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359.5,0,0,0,0,0,0,0,0,0,349966,261135,604219,0,0,0,0,24149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360.5,0,0,0,0,0,0,0,0,0,351889,261036,617296,0,0,0,0,33011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361.5,0,0,0,0,0,0,0,0,0,353748,261052,629502,0,0,0,0,43839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362.5,0,0,0,0,0,0,0,0,0,355513,261179,640577,0,0,0,0,56541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363.5,0,0,0,0,0,0,0,0,0,357151,261414,650248,0,0,0,0,70792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364.5,0,0,0,0,0,0,0,0,0,358630,261754,658227,0,0,0,0,86015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.5,0,0,0,0,0,0,0,0,0,359919,262192,664219,0,0,0,0,101385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366.5,0,0,0,0,0,0,0,0,0,360984,262724,667931,0,0,0,0,115888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.5,0,0,0,0,0,0,0,0,0,361797,263344,669081,0,0,0,0,128418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368.5,0,0,0,0,0,0,0,0,0,362326,264045,667402,0,0,0,0,137913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.5,0,0,0,0,0,0,0,0,0,362543,264819,662662,0,0,0,0,143496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.5,0,0,0,0,0,0,0,0,0,362421,265657,654666,0,0,0,0,144615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.5,0,0,0,0,0,0,0,0,0,361933,266552,643275,0,0,0,0,141125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.5,0,0,0,0,0,0,0,0,0,361058,267493,628414,0,0,0,0,133322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373.5,0,0,0,0,0,0,0,0,0,359774,268471,610080,0,0,0,0,121900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374.5,0,0,0,0,0,0,0,0,0,358062,269473,588351,0,0,0,0,107847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375.5,0,0,0,0,0,0,0,0,0,355909,270488,563394,0,0,0,0,92306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376.5,0,0,0,0,0,0,0,0,0,353301,271505,535461,0,0,0,0,76415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.5,0,0,0,0,0,0,0,0,0,350232,272509,504890,0,0,0,0,61175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.5,0,0,0,0,0,0,0,0,0,346695,273487,472097,0,0,0,0,47353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.5,0,0,0,0,0,0,0,0,0,342689,274426,437567,0,0,0,0,35435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380.5,0,0,0,0,0,0,0,0,0,338218,275310,401834,0,0,0,0,25631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381.5,0,0,0,0,0,0,0,0,0,333287,276124,365470,0,0,0,0,17919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382.5,0,0,0,0,0,0,0,0,0,327907,276853,329059,0,0,0,0,12106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.5,0,0,0,0,0,0,0,0,0,322090,277481,293173,0,0,0,0,7903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384.5,0,0,0,0,0,0,0,0,0,315855,277992,258356,0,0,0,0,4986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.5,0,0,0,0,0,0,0,0,0,309221,278370,225101,0,0,0,0,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386.5,0,0,0,0,0,0,0,0,0,302213,278598,193827,0,0,0,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.5,0,0,0,0,0,0,0,0,0,294856,278662,164875,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388.5,0,0,0,0,0,0,0,0,0,287179,278543,138490,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.5,0,0,0,0,0,0,0,0,0,279214,278228,114825,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390.5,0,0,0,0,0,0,0,0,0,270992,277702,93936,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391.5,0,0,0,0,0,0,0,0,0,262549,276949,75795,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392.5,0,0,0,0,0,0,0,0,0,253919,275956,60297,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.5,0,0,0,0,0,0,0,0,0,245139,274711,47276,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
394.5,0,0,0,0,0,0,0,0,0,236244,273201,36519,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
395.5,0,0,0,0,0,0,0,0,0,227270,271418,27782,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
396.5,0,0,0,0,0,0,0,0,0,218253,269351,20809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
397.5,0,0,0,0,0,0,0,0,0,209227,266993,15339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
398.5,0,0,0,0,0,0,0,0,0,200226,264338,11125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
399.5,0,0,0,0,0,0,0,0,0,191281,261383,7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0
400.5,0,0,0,0,0,0,0,0,0,182424,258124,5567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0
401.5,0,0,0,0,0,0,0,0,0,173683,254562,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0
402.5,0,0,0,0,0,0,0,0,0,165084,250699,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0
403.5,0,0,0,0,0,0,0,0,0,156651,246537,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330,0,0,0,0,0,0
404.5,0,0,0,0,0,0,0,0,0,148407,242083,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0,0
405.5,0,0,0,0,0,0,0,0,0,140370,237345,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9049,0,0,0,0,0,0
406.5,0,0,0,0,0,0,0,0,0,132558,232333,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14052,0,0,0,0,0,0
407.5,0,0,0,0,0,0,0,0,0,124986,227058,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20972,0,0,0,0,0,0
408.5,0,0,0,0,0,0,0,0,0,117665,221535,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30089,0,0,0,0,0,0
409.5,0,0,0,0,0,0,0,0,0,110607,215780,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41502,0,0,0,0,0,0
410.5,0,0,0,0,0,0,0,0,0,103818,209809,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55047,0,0,0,0,0,0
411.5,0,0,0,0,0,0,0,0,0,97305,203642,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70218,0,0,0,0,0,0
412.5,0,0,0,0,0,0,0,0,0,91071,197300,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86156,0,0,0,0,0,0
413.5,0,0,0,0,0,0,0,0,0,85118,190805,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101701,0,0,0,0,0,0
414.5,0,0,0,0,0,0,0,0,0,79446,184178,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115514,0,0,0,0,0,0
415.5,0,0,0,0,0,0,0,0,0,74053,177445,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126266,0,0,0,0,0,0
416.5,0,0,0,0,0,0,0,0,0,68937,170628,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132846,0,0,0,0,0,0
417.5,0,0,0,0,0,0,0,0,0,64093,163753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134554,0,0,0,0,0,0
418.5,0,0,0,0,0,0,0,0,0,59515,156845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131221,0,0,0,0,0,0
419.5,0,0,0,0,0,0,0,0,0,55197,149927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123236,0,0,0,0,0,0
420.5,0,0,0,0,0,0,0,0,0,51132,143026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111475,0,0,0,0,0,0
421.5,0,0,0,0,0,0,0,0,0,47312,136163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97139,0,0,0,0,0,0
422.5,0,0,0,0,0,0,0,0,0,43729,129363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81556,0,0,0,0,0,0
423.5,0,0,0,0,0,0,0,0,0,40373,122648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65984,0,0,0,0,0,0
424.5,0,0,0,0,0,0,0,0,0,37234,116039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51453,0,0,0,0,0,0
425.5,0,0,0,0,0,0,0,0,0,34305,109555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38677,0,0,0,0,0,0
426.5,0,0,0,0,0,0,0,0,0,31574,103214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28031,0,0,0,0,0,0
427.5,0,0,0,0,0,0,0,0,0,29031,97034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19589,0,0,0,0,0,0
428.5,0,0,0,0,0,0,0,0,0,26669,91030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13204,0,0,0,0,0,0
429.5,0,0,0,0,0,0,0,0,0,24475,85214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8585,0,0,0,0,0,0
430.5,0,0,0,0,0,0,0,0,0,22442,79599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5385,0,0,0,0,0,0
431.5,0,0,0,0,0,0,0,0,0,20560,74194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3259,0,0,0,0,0,0
