particle_size,16_3_20_1_00,16_3_20_1_01,16_3_20_1_02,16_2_20_1_00,16_2_20_1_01,16_2_20_1_02,16_1_4_1_00,16_1_4_1_01,16_1_4_1_02,14_3_20_1_00,14_3_20_1_01,14_3_20_1_02,14_2_16_1_00,14_2_16_1_01,14_2_16_1_02,14_1_4_1_00,14_1_4_1_01,14_1_4_1_02
717.5,0,0,17037,0,23,0,612,137,0,853,0,0,0,62612,18478,26761,23,0
718.5,0,0,18182,0,19,0,486,125,0,806,0,0,0,61427,17604,27577,24,0
719.5,0,0,19378,0,16,0,384,114,0,761,0,0,0,60158,16763,28418,24,0
720.5,0,0,20621,0,14,0,301,105,0,719,0,0,0,58810,15955,29284,25,0
721.5,0,0,21911,0,11,0,235,96,0,680,0,0,0,57389,15180,30176,26,0
722.5,0,0,23243,0,10,0,182,87,0,642,0,0,0,55900,14436,31095,26,0
723.5,0,0,24614,0,8,0,140,80,0,607,0,0,0,54349,13724,32042,27,0
724.5,0,0,26020,0,7,0,107,73,0,574,0,0,0,52743,13043,33018,28,0
725.5,0,0,27456,0,6,0,82,66,0,543,0,0,0,51087,12391,34024,30,0
726.5,0,0,28915,0,5,0,62,60,0,514,0,0,0,49389,11769,35062,31,0
727.5,0,0,30391,0,4,0,46,55,0,486,0,0,0,47656,11174,36131,33,0
728.5,0,0,31877,0,3,0,35,50,0,460,0,0,0,45894,10607,37234,35,0
729.5,0,0,33365,0,3,0,26,45,0,436,0,0,0,44111,10067,38371,37,0
730.5,0,0,34845,0,2,0,19,41,0,413,0,0,0,42314,9553,39544,39,0
731.5,0,0,36308,0,2,0,14,37,0,391,0,0,0,40508,9063,40752,42,0
732.5,0,0,37746,0,1,0,10,34,0,370,0,0,0,38702,8597,41998,45,0
733.5,0,0,39146,0,1,0,7,31,0,351,0,0,0,36902,8154,43282,48,0
734.5,0,0,40498,0,0,0,5,28,0,332,0,0,0,35114,7734,44605,52,0
735.5,0,0,41793,0,0,0,4,25,0,315,0,0,0,33344,7335,45968,57,0
736.5,0,0,43017,0,0,0,3,23,0,299,0,0,0,31598,6956,47372,61,0
737.5,0,0,44161,0,0,0,2,20,0,283,0,0,0,29881,6597,48818,67,0
738.5,0,0,45213,0,0,0,1,18,0,269,0,0,0,28198,6257,50306,73,0
739.5,0,0,46164,0,0,0,0,17,0,255,0,0,0,26554,5935,51836,80,0
740.5,0,0,47002,0,0,0,0,15,0,242,0,0,0,24954,5631,53410,88,0
741.5,0,0,47719,0,0,0,0,14,0,229,0,0,0,23400,5342,55028,97,0
742.5,0,0,48306,0,0,0,0,12,0,217,0,0,0,21896,5069,56689,107,0
743.5,0,0,48756,0,0,0,0,11,0,206,0,0,0,20445,4812,58393,118,0
744.5,0,0,49062,0,0,0,0,10,0,196,0,0,0,19049,4568,60142,131,0
745.5,0,0,49219,0,0,0,0,9,0,186,0,0,0,17710,4338,61933,146,0
746.5,0,0,49223,0,0,0,0,8,0,176,0,0,0,16429,4121,63767,162,0
747.5,0,0,49071,0,0,0,0,7,0,167,0,0,0,15208,3916,65643,181,0
748.5,0,0,48764,0,0,0,0,6,0,159,0,0,0,14047,3723,67559,203,0
749.5,0,0,48302,0,0,0,0,6,0,151,0,0,0,12946,3540,69514,227,0
750.5,0,0,47686,0,0,0,0,5,0,143,0,0,0,11905,3368,71506,255,0
751.5,0,0,46922,0,0,0,0,5,0,136,0,0,0,10924,3206,73533,287,0
752.5,0,0,46015,0,0,0,0,4,0,129,0,0,0,10001,3054,75594,323,0
753.5,0,0,44971,0,0,0,0,4,0,122,0,1,0,9137,2910,77684,364,0
754.5,0,0,43799,0,0,0,0,3,0,116,0,2,0,8328,2774,79800,411,0
755.5,0,0,42509,0,0,0,0,3,0,110,0,2,0,7574,2647,81939,464,0
756.5,0,0,41112,0,0,0,0,3,0,105,0,3,0,6874,2527,84097,525,0
757.5,0,0,39619,0,0,0,0,2,0,99,0,4,0,6224,2414,86268,595,0
758.5,0,0,38043,0,0,0,0,2,0,94,0,5,0,5623,2307,88448,674,0
759.5,0,0,36397,0,0,0,0,2,0,89,0,7,0,5068,2207,90631,765,0
760.5,0,0,34695,0,0,0,0,2,0,85,0,9,0,4558,2113,92810,869,0
761.5,0,0,32951,0,0,0,0,1,0,80,0,12,0,4091,2025,94979,987,0
762.5,0,0,31177,0,0,0,0,1,0,76,0,16,0,3663,1942,97130,1121,0
763.5,0,0,29389,0,0,0,0,1,0,72,0,21,0,3272,1864,99255,1274,0
764.5,0,0,27598,0,0,0,0,1,0,68,0,28,0,2917,1791,101346,1449,0
765.5,0,0,25817,0,0,0,0,0,0,65,0,36,0,2594,1722,103395,1647,0
766.5,0,0,24059,0,0,0,0,0,0,61,0,47,0,2302,1657,105390,1873,0
767.5,0,0,22333,0,0,0,0,0,0,58,0,61,0,2038,1596,107323,2130,0
768.5,0,0,20651,0,0,0,0,0,0,55,0,79,0,1801,1540,109183,2421,0
769.5,0,0,19021,0,0,0,0,0,0,52,0,102,0,1587,1486,110959,2751,0
770.5,0,0,17450,0,0,0,0,0,0,49,0,132,0,1396,1436,112639,3125,0
771.5,0,0,15946,0,0,0,0,0,0,46,0,170,0,1225,1390,114214,3548,0
772.5,0,0,14513,0,0,0,0,0,0,44,0,217,0,1072,1346,115670,4026,0
773.5,0,0,13156,0,0,0,0,0,0,41,0,277,0,937,1305,116997,4566,0
774.5,0,0,11878,0,0,0,0,0,0,39,0,353,0,817,1267,118182,5173,0
775.5,0,0,10681,0,0,0,0,0,0,37,0,447,0,710,1232,119214,5855,0
776.5,0,0,9565,0,0,0,0,0,0,35,0,565,0,616,1198,120081,6622,1
777.5,0,0,8531,0,0,0,0,0,0,33,0,712,0,534,1168,120773,7480,2
778.5,0,0,7577,0,0,0,0,0,0,31,1,893,0,461,1139,121278,8440,2
779.5,0,0,6703,0,0,0,0,0,0,29,1,1116,0,397,1113,121588,9511,2
780.5,0,0,5904,0,0,0,0,0,0,27,1,1390,0,342,1088,121692,10704,3
781.5,0,0,5180,0,0,0,0,0,0,26,2,1723,0,293,1066,121582,12029,4
782.5,0,0,4525,0,0,0,0,0,0,24,2,2128,0,251,1045,121251,13498,5
783.5,0,0,3936,0,0,0,0,0,0,23,2,2617,0,215,1026,120693,15122,6
784.5,0,0,3410,0,0,0,0,0,0,21,3,3205,0,183,1009,119902,16913,7
785.5,0,0,2942,0,0,0,0,0,0,20,3,3909,0,156,994,118877,18883,9
786.5,0,0,2527,0,0,0,0,0,0,19,3,4747,0,132,980,117614,21044,11
787.5,0,0,2161,0,0,0,0,0,0,17,4,5739,0,112,967,116113,23407,13
788.5,0,0,1841,0,0,0,0,0,0,16,5,6907,0,95,956,114377,25985,17
789.5,0,0,1561,0,0,0,0,0,0,15,5,8276,0,80,947,112407,28788,21
790.5,0,0,1319,0,0,0,0,0,0,14,6,9870,0,67,939,110211,31826,26
791.5,0,0,1109,0,0,0,0,0,0,13,7,11717,0,56,932,107795,35107,32
792.5,0,0,928,0,0,0,0,0,0,12,9,13844,0,47,927,105167,38640,39
793.5,0,0,774,0,0,0,0,0,0,12,10,16279,0,40,923,102339,42430,48
794.5,0,0,642,0,0,0,0,0,0,11,12,19051,0,33,921,99323,46482,59
795.5,0,0,531,0,0,0,0,0,0,10,14,22185,0,27,920,96134,50798,72
796.5,0,0,437,0,0,0,0,0,0,9,16,25707,0,23,920,92788,55376,88
797.5,0,0,358,0,0,0,0,0,0,9,19,29640,0,19,921,89302,60215,108
798.5,0,0,292,0,0,0,0,0,0,8,22,34002,0,16,924,85694,65306,132
799.5,0,0,237,0,0,0,0,0,0,7,25,38808,0,13,928,81985,70642,161
800.5,0,0,192,0,0,0,0,0,0,7,30,44065,0,11,934,78195,76208,195
801.5,0,0,155,0,0,0,0,0,0,6,35,49776,0,9,941,74344,81988,237
802.5,0,0,124,0,0,0,0,0,0,6,41,55932,0,7,949,70456,87963,286
803.5,0,0,99,0,0,0,0,0,0,5,47,62518,0,6,959,66550,94107,345
804.5,0,0,79,0,0,0,0,0,0,5,55,69509,0,5,970,62649,100393,415
805.5,0,0,62,0,0,0,0,0,0,5,64,76867,0,4,983,58773,106789,498
806.5,0,0,49,0,0,0,0,0,0,4,75,84545,0,3,997,54944,113261,595
807.5,0,0,38,0,0,0,0,0,0,4,87,92486,0,3,1013,51179,119769,710
808.5,0,0,30,0,0,0,0,0,0,4,101,100619,0,2,1030,47498,126273,844
809.5,0,0,23,0,0,0,0,0,0,3,118,108864,0,2,1049,43917,132728,1001
810.5,0,0,18,0,0,0,0,0,0,3,137,117133,0,1,1071,40452,139089,1183
811.5,0,0,14,0,0,0,0,0,0,3,159,125329,0,1,1093,37116,145307,1395
812.5,0,0,11,0,0,0,0,0,0,2,184,133346,0,0,1118,33920,151335,1638
813.5,0,0,8,0,0,0,0,0,0,2,213,141078,0,0,1145,30875,157121,1917
814.5,0,0,6,0,0,0,0,0,0,2,246,148414,0,0,1174,27988,162619,2237
815.5,0,0,5,0,0,0,0,0,0,2,285,155244,0,0,1206,25266,167779,2601
816.5,0,0,4,0,0,0,0,0,0,2,328,161460,0,0,1239,22712,172557,3014
817.5,0,0,3,0,0,0,0,0,0,2,378,166963,0,0,1275,20328,176907,3480
818.5,0,1,2,0,0,0,0,0,0,1,435,171658,0,0,1314,18115,180790,4003
819.5,0,2,1,0,0,0,0,0,0,1,499,175466,0,0,1356,16071,184169,4588
820.5,0,2,1,0,0,0,0,0,0,1,573,178318,0,0,1400,14194,187012,5239
821.5,0,3,0,0,0,0,0,0,0,1,656,180162,0,0,1448,12479,189291,5959
822.5,0,4,0,0,0,0,0,0,0,0,750,180963,0,0,1498,10920,190984,6753
823.5,0,5,0,0,0,0,0,0,0,0,855,180702,0,0,1552,9510,192075,7622
824.5,0,6,0,0,0,0,0,0,0,0,975,179383,0,0,1610,8243,192554,8568
825.5,0,8,0,0,0,0,0,0,0,0,1109,177026,0,0,1672,7111,192417,9594
826.5,0,11,0,0,0,0,0,0,0,0,1259,173668,0,0,1737,6104,191667,10698
827.5,0,14,0,0,0,0,0,0,0,0,1426,169368,0,0,1807,5213,190312,11881
828.5,0,18,0,0,0,0,0,0,0,0,1614,164196,0,0,1881,4430,188367,13139
829.5,0,23,0,0,0,0,0,0,0,0,1822,158237,0,0,1961,3745,185852,14469
830.5,0,29,0,0,0,0,0,0,0,0,2053,151588,0,0,2045,3150,182793,15866
831.5,0,38,0,0,0,0,0,0,0,0,2309,144354,0,0,2134,2636,179221,17323
832.5,0,48,0,0,0,0,0,0,0,0,2591,136647,0,0,2230,2194,175171,18831
833.5,0,61,0,0,0,0,0,0,0,0,2902,128580,0,0,2331,1816,170682,20381
834.5,0,77,0,0,0,0,0,0,0,0,3243,120267,0,0,2438,1495,165796,21961
835.5,0,97,0,0,0,0,0,0,0,0,3617,111819,0,0,2553,1225,160557,23557
836.5,0,122,0,0,0,0,0,0,0,0,4026,103343,0,0,2674,997,155013,25155
837.5,0,153,0,0,0,0,0,0,0,0,4471,94939,0,0,2803,808,149209,26740
838.5,0,190,0,0,0,0,0,0,0,0,4953,86697,0,0,2939,650,143195,28294
839.5,0,236,0,0,0,0,0,0,0,0,5476,78697,0,0,3084,521,137018,29800
840.5,0,292,0,0,0,0,0,0,0,0,6040,71007,0,0,3238,414,130725,31241
841.5,0,359,0,0,0,0,0,0,0,0,6647,63686,0,0,3401,328,124360,32597
842.5,0,440,0,0,0,0,0,0,0,0,7298,56779,0,0,3574,258,117967,33852
843.5,0,537,0,0,0,0,0,0,0,0,7994,50318,0,0,3757,202,111588,34989
844.5,0,653,0,0,0,0,0,0,0,0,8736,44326,0,0,3951,157,105259,35990
845.5,0,791,0,0,0,0,0,0,0,0,9524,38815,0,0,4156,121,99018,36843
846.5,0,954,0,0,0,0,0,0,0,0,10357,33786,0,0,4373,93,92894,37533
847.5,0,1145,0,0,0,0,0,0,0,0,11236,29234,0,0,4603,71,86918,38050
848.5,0,1369,0,0,0,0,0,0,0,0,12160,25145,0,0,4846,54,81112,38386
849.5,0,1629,0,0,0,0,0,0,0,0,13127,21499,0,0,5102,41,75500,38534
850.5,0,1930,0,0,0,0,0,0,0,0,14135,18273,0,0,5373,31,70098,38491
851.5,0,2278,0,0,0,0,0,0,0,0,15183,15439,0,0,5658,23,64922,38258
852.5,0,2676,0,0,0,0,0,0,0,0,16268,12968,0,0,5959,17,59981,37837
853.5,0,3130,0,0,0,0,0,0,0,0,17385,10827,0,0,6276,12,55284,37233
854.5,0,3645,0,0,0,0,0,0,0,0,18531,8987,0,0,6610,9,50837,36454
855.5,0,4225,0,0,0,0,0,0,0,0,19703,7416,0,0,6961,7,46640,35512
856.5,0,4876,0,0,0,0,0,0,0,0,20894,6084,0,0,7331,5,42695,34418
857.5,0,5602,0,0,0,0,0,0,0,0,22099,4961,0,0,7719,3,38999,33188
858.5,0,6408,0,0,0,0,0,0,0,0,23312,4023,0,0,8126,2,35548,31839
859.5,0,7295,0,0,0,0,0,0,0,0,24528,3242,0,0,8553,2,32335,30388
860.5,0,8269,0,0,0,0,0,0,0,0,25738,2598,0,0,9000,1,29354,28854
861.5,0,9329,0,0,0,0,0,0,0,0,26937,2070,0,0,9468,0,26597,27256
862.5,0,10477,0,0,0,0,0,0,0,0,28116,1640,0,0,9957,0,24053,25614
863.5,0,11713,0,0,0,0,0,0,0,0,29268,1292,0,0,10468,0,21713,23946
864.5,0,13034,0,0,0,0,0,0,0,0,30386,1011,0,0,11001,0,19566,22269
865.5,0,14437,0,0,0,0,0,0,0,0,31461,787,0,0,11556,0,17602,20603
866.5,0,15917,0,0,0,0,0,0,0,0,32486,610,0,0,12134,0,15810,18961
867.5,0,17468,0,0,0,0,0,0,0,0,33453,469,0,0,12735,0,14178,17358
868.5,0,19080,0,0,0,0,0,0,0,0,34356,359,0,0,13358,0,12695,15808
869.5,0,20743,0,0,0,0,0,0,0,0,35186,273,0,0,14005,0,11352,14320
870.5,0,22446,0,0,0,0,0,0,0,0,35938,207,0,0,14673,0,10137,12904
871.5,0,24175,0,0,0,0,0,0,0,0,36605,156,0,0,15365,0,9040,11567
872.5,0,25915,0,0,0,0,0,0,0,0,37182,116,0,0,16078,0,8053,10313
873.5,0,27649,0,0,0,0,0,0,0,0,37664,87,0,0,16813,0,7165,9146
874.5,0,29360,0,0,0,0,0,0,0,0,38047,64,0,0,17569,0,6368,8068
875.5,0,31030,0,0,0,0,0,0,0,0,38328,47,0,0,18345,0,5654,7080
876.5,0,32639,0,0,0,0,0,0,0,0,38503,35,0,0,19141,0,5016,6179
877.5,0,34169,0,0,0,0,0,0,0,0,38572,25,0,0,19954,0,4446,5364
878.5,0,35601,0,0,0,0,0,0,0,0,38534,18,0,0,20785,0,3937,4632
879.5,0,36917,0,0,0,0,0,0,0,0,38388,13,0,0,21632,0,3485,3979
880.5,0,38099,0,0,0,0,0,0,0,0,38137,9,0,0,22493,0,3082,3399
881.5,0,39131,0,0,0,0,0,0,0,0,37781,7,0,0,23366,0,2725,2888
882.5,0,39999,0,0,0,0,0,0,0,0,37324,5,0,0,24249,0,2408,2441
883.5,0,40692,0,0,0,0,0,0,0,0,36769,3,0,0,25142,0,2127,2052
884.5,0,41198,0,0,0,0,0,0,0,0,36121,2,0,0,26040,0,1878,1715
885.5,0,41511,0,0,0,0,0,0,0,0,35385,2,0,0,26943,0,1658,1427
886.5,0,41626,0,0,0,0,0,0,0,0,34567,1,0,0,27847,0,1463,1180
887.5,0,41542,0,0,0,0,0,0,0,0,33674,0,0,0,28749,0,1292,971
888.5,0,41259,0,0,0,0,0,0,0,0,32711,0,0,0,29648,0,1140,794
889.5,0,40781,0,0,0,0,0,0,0,0,31686,0,0,0,30539,0,1006,646
890.5,0,40116,0,0,0,0,0,0,0,0,30608,0,0,0,31420,0,888,523
891.5,0,39272,0,0,0,0,0,0,0,0,29483,0,0,0,32287,0,784,421
892.5,0,38261,0,0,0,0,0,0,0,0,28319,0,0,0,33138,0,693,337
893.5,0,37096,0,0,0,0,0,0,0,0,27125,0,0,0,33969,0,612,269
894.5,0,35795,0,0,0,0,0,0,0,0,25909,0,0,0,34776,0,541,213
895.5,0,34373,0,0,0,0,0,0,0,0,24677,0,0,0,35556,0,479,168
896.5,0,32849,0,0,0,0,0,0,0,0,23438,0,0,0,36305,0,424,131
897.5,0,31242,0,0,0,0,0,0,0,0,22199,0,0,0,37020,0,375,102
898.5,0,29570,0,0,0,0,0,0,0,0,20966,0,0,0,37698,0,333,79
899.5,0,27854,0,0,0,0,0,0,0,0,19746,0,0,0,38335,0,295,61
900.5,0,26111,0,0,0,0,0,0,0,0,18545,0,0,0,38927,0,262,47
901.5,0,24360,0,0,0,0,0,0,0,0,17368,0,0,0,39472,0,233,36
902.5,0,22617,0,0,0,0,0,0,0,0,16220,0,0,0,39967,0,207,27
903.5,0,20898,0,0,0,0,0,0,0,0,15105,0,0,0,40409,0,185,20
904.5,0,19216,0,0,0,0,0,0,0,0,14028,0,0,0,40794,0,165,15
905.5,0,17586,0,0,0,0,0,0,0,0,12991,0,0,0,41121,0,147,11
906.5,0,16016,0,0,0,0,0,0,0,0,11997,0,0,0,41387,0,132,9
907.5,0,14517,0,0,0,0,0,0,0,0,11048,0,0,0,41591,0,118,6
908.5,0,13095,0,0,0,0,0,0,0,0,10146,0,0,0,41730,0,106,5
909.5,0,11756,0,0,0,0,0,0,0,0,9291,0,0,0,41803,0,95,3
910.5,0,10503,0,0,0,0,0,0,0,0,8485,0,0,0,41810,0,86,2
911.5,0,9339,0,0,0,0,0,0,0,0,7727,0,0,0,41748,0,77,2
912.5,0,8264,0,0,0,0,0,0,0,0,7017,0,0,0,41619,0,70,1
913.5,0,7278,0,0,0,0,0,0,0,0,6355,0,0,0,41422,0,63,0
914.5,0,6380,0,0,0,0,0,0,0,0,5739,0,0,0,41157,0,57,0
915.5,0,5565,0,0,0,0,0,0,0,0,5168,0,0,0,40825,0,52,0
916.5,0,4831,0,0,0,0,0,0,0,0,4642,0,0,0,40427,0,47,0
917.5,0,4174,0,0,0,0,0,0,0,0,4157,0,0,0,39965,0,43,0
918.5,0,3590,0,0,0,0,0,0,0,0,3713,0,0,0,39440,0,40,0
919.5,0,3072,0,0,0,0,0,0,0,0,3307,0,0,0,38854,0,36,0
920.5,0,2617,0,0,0,0,0,0,0,0,2937,0,0,0,38209,0,33,0
921.5,0,2218,0,0,0,0,0,0,0,0,2601,0,0,0,37510,0,31,0
922.5,0,1872,0,0,0,0,0,0,0,0,2298,0,0,0,36757,0,28,0
923.5,0,1572,0,0,0,0,0,0,0,0,2024,0,0,0,35955,0,26,0
924.5,0,1314,0,0,0,0,0,0,0,0,1778,0,0,0,35108,0,24,0
925.5,0,1093,0,0,0,0,0,0,0,0,1558,0,0,0,34218,0,23,0
926.5,0,905,0,0,0,0,0,0,0,0,1361,0,0,0,33290,0,21,0
927.5,0,745,0,0,0,0,0,0,0,0,1186,0,0,0,32327,0,20,0
928.5,0,611,0,0,0,0,0,0,0,0,1030,0,0,0,31335,0,19,0
929.5,0,499,0,0,0,0,0,0,0,0,893,0,0,0,30316,0,17,0
930.5,0,405,0,0,0,0,0,0,0,0,771,0,0,0,29276,0,16,0
931.5,0,328,0,0,0,0,0,0,0,0,665,0,0,0,28218,0,16,0
932.5,0,264,0,0,0,0,0,0,0,0,571,0,0,0,27148,0,15,0
933.5,0,211,0,0,0,0,0,0,0,0,490,0,0,0,26068,0,14,0
934.5,0,169,0,0,0,0,0,0,0,0,419,0,0,0,24984,0,13,0
935.5,0,134,0,0,0,0,0,0,0,0,357,0,0,0,23899,0,13,0
936.5,0,106,0,0,0,0,0,0,0,0,303,0,0,0,22817,0,12,0
937.5,0,83,0,0,0,0,0,0,0,0,257,0,0,0,21742,0,12,0
938.5,0,65,0,0,0,0,0,0,0,0,218,0,0,0,20677,0,11,0
939.5,0,51,0,0,0,0,0,0,0,0,183,0,0,0,19626,0,11,0
940.5,0,39,0,0,0,0,0,0,0,0,154,0,0,0,18593,0,11,0
941.5,0,30,0,0,0,0,0,0,0,0,129,0,0,0,17579,0,11,0
942.5,0,23,0,0,0,0,0,0,0,0,108,0,0,0,16587,0,10,0
943.5,0,18,0,0,0,0,0,0,0,0,90,0,0,0,15621,0,10,0
944.5,0,14,0,0,0,0,0,0,0,0,75,0,0,0,14682,0,10,0
945.5,0,10,0,0,0,0,0,0,0,0,62,0,0,0,13772,0,10,0
946.5,0,8,0,0,0,0,0,0,0,0,52,0,0,0,12892,0,10,0
947.5,0,6,0,0,0,0,0,0,0,0,43,0,0,0,12045,0,10,0
948.5,0,4,0,0,0,0,0,0,0,0,35,0,0,0,11231,0,10,0
949.5,0,3,0,0,0,0,0,0,0,0,29,0,0,0,10450,0,10,0
950.5,0,2,0,0,0,0,0,0,0,0,24,0,0,0,9705,0,10,0
951.5,0,2,0,0,0,0,0,0,0,0,19,0,0,0,8994,0,10,0
952.5,0,1,0,0,0,0,0,0,0,0,16,0,0,0,8318,0,10,0
953.5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,7678,0,10,0
954.5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7072,0,10,0
955.5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6501,0,11,0
956.5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5964,0,11,0
957.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5460,0,11,0
958.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4988,0,12,0
959.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4548,0,12,0
960.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4138,0,13,0
961.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3757,0,13,0
962.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3405,0,14,0
963.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3079,0,14,0
964.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2778,0,15,0
965.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,0,16,0
966.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248,0,17,0
967.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,18,0
968.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,0,20,0
969.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,21,0
970.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,0,23,0
971.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,24,0
972.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,26,0
973.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,29,0
974.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,0,31,0
975.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,34,0
976.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,37,0
977.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,41,0
978.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,45,0
979.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,50,0
980.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,56,0
981.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,62,0
982.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,69,0
983.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,77,0
984.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,87,0
985.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,98,0
986.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,110,0
987.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,125,0
988.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,141,0
989.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,161,0
990.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,183,0
991.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,209,0
992.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,240,0
993.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,275,0
994.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,317,0
995.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,365,0
996.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,422,0
997.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,489,0
998.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,568,0
999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,660,0
