"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ttc21a",5.85051501833289e-77,0.763209874428527,0.555,0.002,1.63802719483284e-72,"Ciliated cells","Ttc21a"
"Ttc30b",1.3184366555441e-76,0.70258266672712,0.57,0.013,3.69135894819236e-72,"Ciliated cells","Ttc30b"
"Kcnq1ot11",1.97680560033283e-76,1.05846560884013,0.89,0.259,5.53466031981187e-72,"Ciliated cells","Kcnq1ot1"
"Ccdc191",2.2706068105748e-76,0.76496212015992,0.637,0.031,6.35724494824734e-72,"Ciliated cells","Ccdc191"
"Cspp1",2.28091743898899e-76,1.07268019444173,0.872,0.154,6.38611264568136e-72,"Ciliated cells","Cspp1"
"Foxa2",5.05079864594507e-76,0.820380294144332,0.732,0.086,1.4141226048917e-71,"Ciliated cells","Foxa2"
"Appl2",6.06619057673594e-76,0.907581833860627,0.701,0.065,1.69841203767453e-71,"Ciliated cells","Appl2"
"Ezr1",8.19224241625413e-76,1.11790665365751,0.97,0.45,2.29366403170283e-71,"Ciliated cells","Ezr"
"Tmprss2",1.40334033220305e-75,0.692316284884544,0.591,0.02,3.92907226210211e-71,"Ciliated cells","Tmprss2"
"Adgb",1.45253891809039e-75,0.664464141548733,0.549,0.005,4.06681846286947e-71,"Ciliated cells","Adgb"
"Casz1",1.59117836985683e-75,0.748254262899439,0.701,0.078,4.45498119992514e-71,"Ciliated cells","Casz1"
"Sema3e",1.99926329035692e-75,0.757254820186946,0.567,0.015,5.5975373603413e-71,"Ciliated cells","Sema3e"
"Wdr19",2.2846713176655e-75,0.688814474253515,0.576,0.008,6.39662275519988e-71,"Ciliated cells","Wdr19"
"Kifap3",2.86779003578787e-75,0.823249669311557,0.713,0.058,8.02923854219888e-71,"Ciliated cells","Kifap3"
"4430402I18Rik",5.0957871471473e-75,0.657781976995406,0.546,0.005,1.4267184854583e-70,"Ciliated cells","4430402I18Rik"
"Usp2",5.11543130745984e-75,0.750306760391817,0.585,0.016,1.43221845746261e-70,"Ciliated cells","Usp2"
"Msi2",5.32897376001852e-75,0.938842830983166,0.817,0.124,1.49200607332998e-70,"Ciliated cells","Msi2"
"Dnah7a",5.85188227289077e-75,0.756843139909081,0.558,0.001,1.63840999876396e-70,"Ciliated cells","Dnah7a"
"Slc39a4",5.89145764989662e-75,0.886910008647268,0.677,0.053,1.64949031281806e-70,"Ciliated cells","Slc39a4"
"Endog",5.97056470049992e-75,0.85562905530455,0.698,0.071,1.67163870484597e-70,"Ciliated cells","Endog"
"Sod11",7.5594532069586e-75,0.974143805723574,0.933,0.408,2.11649570888427e-70,"Ciliated cells","Sod1"
"Fhl1",1.58403911116491e-74,0.717532197353475,0.628,0.03,4.43499270343951e-70,"Ciliated cells","Fhl1"
"1700029J07Rik",1.59205763159719e-74,0.653823312249433,0.546,0.006,4.4574429569458e-70,"Ciliated cells","1700029J07Rik"
"Pebp1",2.28849466350305e-74,1.09899081584588,0.942,0.4,6.40732735887585e-70,"Ciliated cells","Pebp1"
"Zdhhc1",4.08202501000633e-74,0.65837842139788,0.616,0.028,1.14288536230157e-69,"Ciliated cells","Zdhhc1"
"Mapre3",4.76846762818109e-74,0.794290768890666,0.668,0.04,1.33507556653814e-69,"Ciliated cells","Mapre3"
"Gpx8",6.6412609227465e-74,0.899415179770921,0.741,0.09,1.85942023315056e-69,"Ciliated cells","Gpx8"
"Cystm11",7.43917974494318e-74,0.998593768536174,0.902,0.214,2.08282154498919e-69,"Ciliated cells","Cystm1"
"Ptges3",9.27217125736239e-74,1.08208305923246,0.951,0.36,2.59602250863632e-69,"Ciliated cells","Ptges3"
"Kif9",9.46046219377935e-74,0.688605531414544,0.607,0.027,2.64874020501434e-69,"Ciliated cells","Kif9"
"Lrrc71",1.07314802722154e-73,0.72355718005637,0.543,0.004,3.00459984661488e-69,"Ciliated cells","Lrrc71"
"Dync2li1",1.23419705454963e-73,0.822844568210535,0.683,0.052,3.45550491332804e-69,"Ciliated cells","Dync2li1"
"1700007G11Rik",1.39030458123713e-73,0.722799592905408,0.53,0.001,3.89257476654772e-69,"Ciliated cells","1700007G11Rik"
"Lrrc45",1.72108475764235e-73,0.732374588244369,0.634,0.04,4.81869310444706e-69,"Ciliated cells","Lrrc45"
"Krt18",2.62586443000749e-73,0.98869370212862,0.784,0.112,7.35189523113498e-69,"Ciliated cells","Krt18"
"Cmtm81",3.15727730082457e-73,0.932123613303666,0.841,0.187,8.83974498684863e-69,"Ciliated cells","Cmtm8"
"Morn2",3.96212232058035e-73,0.735934681432699,0.61,0.048,1.10931500731609e-68,"Ciliated cells","Morn2"
"Ankrd65",5.2865322038242e-73,0.691770663763808,0.53,0.001,1.4801232864267e-68,"Ciliated cells","Ankrd65"
"Gsto12",5.87843730030316e-73,1.04517757293227,0.887,0.245,1.64584487533888e-68,"Ciliated cells","Gsto1"
"Ccdc180",8.12417586946282e-73,0.817632871893607,0.625,0.039,2.2746067599322e-68,"Ciliated cells","Ccdc180"
"Ift57",1.22723686223729e-72,0.80340332126571,0.665,0.056,3.43601776689196e-68,"Ciliated cells","Ift57"
"Nupr11",1.56207246538279e-72,1.30591069914285,0.945,0.36,4.37349048857875e-68,"Ciliated cells","Nupr1"
"6820408C15Rik",3.9887658437183e-72,0.698469717621149,0.53,0.002,1.11677466092425e-67,"Ciliated cells","6820408C15Rik"
"D630024D03Rik",5.01933792400576e-72,0.668573821413566,0.534,0.008,1.40531423196313e-67,"Ciliated cells","D630024D03Rik"
"Il18r1",5.73304781635538e-72,0.728832326751892,0.756,0.128,1.60513872762318e-67,"Ciliated cells","Il18r1"
"Smkr-ps",9.46912900572752e-72,0.661880726491182,0.543,0.012,2.65116673902359e-67,"Ciliated cells","Smkr-ps"
"Ift22",1.01527534234473e-71,0.762459202877215,0.659,0.059,2.84256790349678e-67,"Ciliated cells","Ift22"
"Lpgat1",1.20814874922479e-71,0.688837286371351,0.686,0.086,3.38257486807957e-67,"Ciliated cells","Lpgat1"
"Atpif19",1.4148573854862e-71,1.06501790305387,0.985,0.584,3.96131770788426e-67,"Ciliated cells","Atpif1"
"Arl3",1.44877920358814e-71,0.886104295413303,0.787,0.144,4.05629201420607e-67,"Ciliated cells","Arl3"
"Dnal1",2.36412567266837e-71,0.655152169866171,0.534,0.011,6.61907905833691e-67,"Ciliated cells","Dnal1"
"Rabgap1l",2.56540378876817e-71,0.85278415542792,0.829,0.173,7.18261752779313e-67,"Ciliated cells","Rabgap1l"
"Mettl7a11",4.48721492259155e-71,0.971365432807223,0.905,0.261,1.25633043402718e-66,"Ciliated cells","Mettl7a1"
"Kndc1",6.38785296738327e-71,0.650340305927893,0.524,0.002,1.78847107380797e-66,"Ciliated cells","Kndc1"
"Spata24",7.88457452128334e-71,0.716789156183135,0.57,0.016,2.20752317446891e-66,"Ciliated cells","Spata24"
"Cry2",8.55650832617887e-71,0.652947863062959,0.588,0.032,2.39565120116356e-66,"Ciliated cells","Cry2"
"Cfap52",9.6757034716526e-71,0.663899950499956,0.521,0.002,2.70900345799329e-66,"Ciliated cells","Cfap52"
"Cfap70",1.00393277157502e-70,0.670867094501785,0.524,0.002,2.81081097385573e-66,"Ciliated cells","Cfap70"
"Ift46",1.20395450836134e-70,0.664761039327146,0.625,0.058,3.37083183251007e-66,"Ciliated cells","Ift46"
"Ttc16",1.38034175681571e-70,0.723877042556663,0.53,0.003,3.86468085073261e-66,"Ciliated cells","Ttc16"
"Cp",2.14157832977009e-70,1.23654741585023,0.631,0.039,5.9959910076903e-66,"Ciliated cells","Cp"
"Nphp1",3.85868052440464e-70,0.683169847456022,0.552,0.016,1.08035337322281e-65,"Ciliated cells","Nphp1"
"Gm973",4.43454387997736e-70,0.662763375826204,0.509,0.001,1.24158359551606e-65,"Ciliated cells","Gm973"
"Hmgn3",4.90844656789798e-70,0.697394509112378,0.625,0.045,1.37426687008008e-65,"Ciliated cells","Hmgn3"
"Itpka",5.15706910542061e-70,0.692144427264837,0.524,0.003,1.44387620813566e-65,"Ciliated cells","Itpka"
"Plet12",5.42548150051252e-70,0.640866907445827,0.857,0.147,1.51902631051349e-65,"Ciliated cells","Plet1"
"Lasp11",5.6807479359534e-70,1.00228930561951,0.884,0.232,1.59049580710823e-65,"Ciliated cells","Lasp1"
"Ldhb1",6.53349061416562e-70,1.0726254761322,0.811,0.183,1.82924670215409e-65,"Ciliated cells","Ldhb"
"Wdyhv1",9.16653883380469e-70,0.771084048113783,0.659,0.052,2.56644754268864e-65,"Ciliated cells","Wdyhv1"
"Lrrc6",1.15667958461547e-69,0.727688651635936,0.512,0.002,3.23847150100639e-65,"Ciliated cells","Lrrc6"
"Slc1a4",1.44558512022117e-69,0.646569086283169,0.53,0.005,4.04734921959524e-65,"Ciliated cells","Slc1a4"
"Dzip1l",2.79850041212445e-69,0.647261561300691,0.534,0.006,7.83524145386602e-65,"Ciliated cells","Dzip1l"
"Epb41l4b",3.01987629748738e-69,0.600396232562328,0.534,0.01,8.45504965770516e-65,"Ciliated cells","Epb41l4b"
"Agbl2",3.93092751825879e-69,0.665067445352042,0.512,0.003,1.1005810865621e-64,"Ciliated cells","Agbl2"
"Ubxn11",4.09248566338441e-69,0.691285273644039,0.561,0.017,1.14581413603437e-64,"Ciliated cells","Ubxn11"
"Lhb",4.33719492328337e-69,0.64753341344116,0.503,0.002,1.21432783462088e-64,"Ciliated cells","Lhb"
"Fam166b",4.60123826980016e-69,0.690440755150375,0.518,0.001,1.28825469077865e-64,"Ciliated cells","Fam166b"
"Cdkn1c",6.54528689971316e-69,1.12207226099546,0.591,0.024,1.83254942618169e-64,"Ciliated cells","Cdkn1c"
"Hsp90ab15",7.13990274312819e-69,0.866296310298173,0.994,0.907,1.99902997002103e-64,"Ciliated cells","Hsp90ab1"
"Nebl",8.12151531668139e-69,0.662112095348417,0.607,0.057,2.27386185836446e-64,"Ciliated cells","Nebl"
"Dnajb13",9.209008500357e-69,0.675760293210355,0.546,0.013,2.57833819992995e-64,"Ciliated cells","Dnajb13"
"Arhgef28",1.22244598692441e-68,0.656096157401646,0.561,0.023,3.42260427419095e-64,"Ciliated cells","Arhgef28"
"Fam149a",1.40153541453852e-68,0.667517299502511,0.564,0.02,3.92401885362496e-64,"Ciliated cells","Fam149a"
"Gm14964",1.89205585276674e-68,0.695241959294396,0.515,0.005,5.29737797657631e-64,"Ciliated cells","Gm14964"
"Krt191",2.3256234063521e-68,0.824387837475372,0.765,0.135,6.5112804131046e-64,"Ciliated cells","Krt19"
"Tekt2",2.39705780622436e-68,0.664209965030734,0.506,0.003,6.71128244586696e-64,"Ciliated cells","Tekt2"
"Cep164",3.61517732803575e-68,0.717265618923665,0.677,0.071,1.01217734830345e-63,"Ciliated cells","Cep164"
"Ttc12",4.04205237617915e-68,0.667988272646157,0.515,0.005,1.13169382428264e-63,"Ciliated cells","Ttc12"
"Tspan3",4.1028416433745e-68,0.666568127981022,0.692,0.083,1.14871360331199e-63,"Ciliated cells","Tspan3"
"Casc1",5.55115470880627e-68,0.642986889714263,0.512,0.002,1.55421229537158e-63,"Ciliated cells","Casc1"
"Crim1",6.37188303105616e-68,0.647063112493475,0.659,0.052,1.7839998110351e-63,"Ciliated cells","Crim1"
"Catip",6.85501628154068e-68,0.671946647865325,0.506,0.005,1.91926745850576e-63,"Ciliated cells","Catip"
"Ift27",7.60608009122681e-68,0.781313637951643,0.668,0.073,2.12955030394168e-63,"Ciliated cells","Ift27"
"Syne1",1.30659383041761e-67,0.715286956638343,0.668,0.085,3.65820140640324e-63,"Ciliated cells","Syne1"
"Acox2",1.31763418906946e-67,0.610846541458261,0.506,0.002,3.68911220255666e-63,"Ciliated cells","Acox2"
"Gsta4",1.32997275618481e-67,0.881740157908576,0.71,0.09,3.72365772276624e-63,"Ciliated cells","Gsta4"
"BC048546",1.44795827943399e-67,1.14173297094585,0.537,0.018,4.05399359075929e-63,"Ciliated cells","BC048546"
"Tsc22d11",2.22593792885975e-67,1.023366888015,0.899,0.23,6.23218101322153e-63,"Ciliated cells","Tsc22d1"
"Porcn",5.38099379731001e-67,0.667794894420866,0.54,0.013,1.50657064337086e-62,"Ciliated cells","Porcn"
"Chuk",5.52546819020922e-67,0.653758783198282,0.683,0.118,1.54702058389478e-62,"Ciliated cells","Chuk"
"Drc7",1.12482382489007e-66,0.627040234603082,0.503,0.001,3.1492817449272e-62,"Ciliated cells","Drc7"
"1810037I17Rik5",1.37213582047824e-66,1.04747028981967,0.982,0.535,3.84170587017497e-62,"Ciliated cells","1810037I17Rik"
"Rfx3",1.57852943147284e-66,0.629077044035731,0.537,0.023,4.41956670223766e-62,"Ciliated cells","Rfx3"
"Stip1",1.82975805383267e-66,0.791796508023148,0.75,0.134,5.12295659912071e-62,"Ciliated cells","Stip1"
"Hipk1",2.08116006247959e-66,0.926372064301697,0.851,0.247,5.82683194293035e-62,"Ciliated cells","Hipk1"
"Barx2",3.54141436023896e-66,0.615737249222674,0.503,0.006,9.91525192579705e-62,"Ciliated cells","Barx2"
"Wdr34",4.26411074862106e-66,0.643714438576351,0.54,0.014,1.19386572739892e-61,"Ciliated cells","Wdr34"
"Plxnb2",5.93620612477224e-66,0.83646322614016,0.817,0.183,1.66201899081373e-61,"Ciliated cells","Plxnb2"
"Cds1",6.09154304799852e-66,0.716953199300083,0.643,0.055,1.70551022257862e-61,"Ciliated cells","Cds1"
"Rnf128",7.61310529771513e-66,0.598361660630408,0.518,0.028,2.13151722125428e-61,"Ciliated cells","Rnf128"
"Rassf9",8.71850985832882e-66,0.569868523635782,0.53,0.017,2.4410083901349e-61,"Ciliated cells","Rassf9"
"Tomm72",1.03056118118721e-65,0.900187442676061,0.988,0.754,2.88536519508795e-61,"Ciliated cells","Tomm7"
"Dcxr1",1.3874979575437e-65,0.969850580941343,0.835,0.231,3.88471678153085e-61,"Ciliated cells","Dcxr"
"Ppp1r16a",1.50393763509547e-65,0.650952216146146,0.646,0.079,4.2107245907403e-61,"Ciliated cells","Ppp1r16a"
"Med31",2.36716077617528e-65,0.779649105664515,0.677,0.088,6.62757674113554e-61,"Ciliated cells","Med31"
"Odf2",2.53878063498953e-65,0.62059372249884,0.628,0.064,7.10807802184369e-61,"Ciliated cells","Odf2"
"Wnt4",3.72256212934335e-65,0.652043254696548,0.521,0.023,1.04224294497355e-60,"Ciliated cells","Wnt4"
"Tbcel",2.06067571026462e-64,0.762536174239688,0.68,0.085,5.76947985359888e-60,"Ciliated cells","Tbcel"
"Slc26a2",5.82971750527958e-64,0.644926478740805,0.625,0.089,1.63220430712818e-59,"Ciliated cells","Slc26a2"
"Slc16a11",6.60924991661996e-64,0.6450555231912,0.53,0.028,1.85045779165526e-59,"Ciliated cells","Slc16a11"
"Mecom1",7.53925946708074e-64,0.76292261584346,0.774,0.163,2.11084186559327e-59,"Ciliated cells","Mecom"
"mt-Nd48",1.25442466272813e-63,0.780171450788174,1,0.962,3.51213817070622e-59,"Ciliated cells","mt-Nd4"
"Prkcz",1.62874690580133e-63,0.688854943680001,0.646,0.063,4.56016558686257e-59,"Ciliated cells","Prkcz"
"Gas8",1.70702647147313e-63,0.654551335298284,0.521,0.018,4.77933271483046e-59,"Ciliated cells","Gas8"
"BC022687",1.9096796542321e-63,0.641458584246209,0.506,0.01,5.34672109591902e-59,"Ciliated cells","BC022687"
"Epcam1",3.54545180222181e-63,0.850835315507085,0.814,0.184,9.92655595586061e-59,"Ciliated cells","Epcam"
"Arhgap18",5.03717513774484e-63,0.768269018392262,0.677,0.079,1.4103082950658e-58,"Ciliated cells","Arhgap18"
"Ifi35",5.19148066708731e-63,0.847186944382523,0.729,0.157,1.45351075717111e-58,"Ciliated cells","Ifi35"
"Cald1",5.72142254974343e-63,0.571689256361949,0.674,0.094,1.60188388547717e-58,"Ciliated cells","Cald1"
"Gkap1",6.9756073806479e-63,0.575887359907331,0.546,0.043,1.9530305544338e-58,"Ciliated cells","Gkap1"
"Eps8l2",1.77304850438295e-62,0.534191916184997,0.509,0.029,4.96418120257137e-58,"Ciliated cells","Eps8l2"
"Swi51",1.98959130869357e-62,1.04627302177588,0.948,0.498,5.57045774608025e-58,"Ciliated cells","Swi5"
"Por",3.81044948836371e-62,0.880267736552652,0.802,0.195,1.06684964775207e-57,"Ciliated cells","Por"
"Tmem216",4.34798618960592e-62,0.619766792337517,0.543,0.039,1.21734917336587e-57,"Ciliated cells","Tmem216"
"Sms",6.97829389476343e-62,0.738404912361861,0.838,0.22,1.95378272465586e-57,"Ciliated cells","Sms"
"Arl6",9.5498410738145e-62,0.607872460650526,0.509,0.024,2.67376450384658e-57,"Ciliated cells","Arl6"
"Celsr1",1.20115134908823e-61,0.533661025680295,0.552,0.046,3.36298354717722e-57,"Ciliated cells","Celsr1"
"Qsox1",1.78643447795533e-61,0.779610414198686,0.683,0.097,5.00165925137934e-57,"Ciliated cells","Qsox1"
"Tmc4",3.53997083960014e-61,0.587035912365326,0.588,0.064,9.91121035671246e-57,"Ciliated cells","Tmc4"
"Fam177a",4.41320804152592e-61,0.714005444340323,0.79,0.194,1.23560998746643e-56,"Ciliated cells","Fam177a"
"Prr15l1",4.948095465312e-61,0.715534417737646,0.811,0.168,1.38536776837805e-56,"Ciliated cells","Prr15l"
"4930402H24Rik",1.40457129461009e-60,0.661024434688928,0.598,0.064,3.93251871064932e-56,"Ciliated cells","4930402H24Rik"
"Mt2",1.59777052713901e-60,1.04456057360859,0.646,0.086,4.47343792188379e-56,"Ciliated cells","Mt2"
"Aig1",2.38244870308255e-60,0.749164702026651,0.771,0.161,6.67037987889053e-56,"Ciliated cells","Aig1"
"Map1lc3a1",2.39009223527702e-60,0.950222370978069,0.915,0.331,6.6917802403286e-56,"Ciliated cells","Map1lc3a"
"B230118H07Rik",3.14463292135842e-60,0.59425613492185,0.57,0.048,8.80434325321931e-56,"Ciliated cells","B230118H07Rik"
"Pltp1",3.14950026123473e-60,0.650240915225887,0.787,0.159,8.81797083140501e-56,"Ciliated cells","Pltp"
"Lztfl1",4.7979096959958e-60,0.640675872440112,0.637,0.094,1.3433187566849e-55,"Ciliated cells","Lztfl1"
"Adck4",7.444195495417e-60,0.654583293151378,0.671,0.085,2.08422585480685e-55,"Ciliated cells","Adck4"
"Gga1",1.00628816115451e-59,0.73606254097831,0.729,0.131,2.81740559360039e-55,"Ciliated cells","Gga1"
"Gclm",1.32335594628704e-59,0.720274126302306,0.759,0.121,3.70513197841445e-55,"Ciliated cells","Gclm"
"Ktn1",3.3693629806348e-59,0.675700092693601,0.777,0.183,9.43354247318131e-55,"Ciliated cells","Ktn1"
"Serf1",3.63217958259414e-59,0.723493698743399,0.659,0.089,1.01693763953471e-54,"Ciliated cells","Serf1"
"Mprip",7.80350333971747e-59,0.688320401173864,0.723,0.134,2.1848248650541e-54,"Ciliated cells","Mprip"
"Apoa1bp1",8.51683606711183e-59,0.886372233407963,0.848,0.239,2.38454376206997e-54,"Ciliated cells","Apoa1bp"
"Kcnk2",1.64399829908633e-58,0.69076093171007,0.521,0.031,4.60286643778191e-54,"Ciliated cells","Kcnk2"
"Chpt1",2.47221812789094e-58,0.659833589531924,0.698,0.123,6.92171631446904e-54,"Ciliated cells","Chpt1"
"Slc35e3",7.02610551393256e-58,0.626440172203272,0.503,0.025,1.96716902179084e-53,"Ciliated cells","Slc35e3"
"Pcm1",7.06142279012399e-58,0.735504974568462,0.744,0.15,1.97705715277892e-53,"Ciliated cells","Pcm1"
"Cyb5a9",1.3460968531322e-57,0.891112201915819,0.942,0.531,3.76880196939954e-53,"Ciliated cells","Cyb5a"
"Mdm2",1.40491842917254e-57,0.702139277006509,0.716,0.13,3.93349061799728e-53,"Ciliated cells","Mdm2"
"Lmo7",2.81434725478353e-57,0.745703407319618,0.729,0.134,7.87960944394291e-53,"Ciliated cells","Lmo7"
"Bcl9",3.55064256042962e-57,0.548000008436257,0.524,0.044,9.94108904069086e-53,"Ciliated cells","Bcl9"
"Tacc2",4.12939794144166e-57,0.540171171170723,0.527,0.057,1.15614883564484e-52,"Ciliated cells","Tacc2"
"Pir",9.66262849954318e-57,0.551015165356995,0.509,0.026,2.7053427273021e-52,"Ciliated cells","Pir"
"Bspry",9.73614004179788e-57,0.627507513744567,0.546,0.045,2.72592448890257e-52,"Ciliated cells","Bspry"
"Syne2",1.03760772207704e-56,0.524023401861439,0.622,0.101,2.90509410027129e-52,"Ciliated cells","Syne2"
"Irx5",2.17250759373879e-56,0.604275702463457,0.619,0.089,6.08258676094986e-52,"Ciliated cells","Irx5"
"Fam174b",2.24244040919325e-56,0.557442594962156,0.521,0.033,6.27838465765927e-52,"Ciliated cells","Fam174b"
"Lsm14b",3.0030234550463e-56,0.604522190886238,0.552,0.044,8.40786506943863e-52,"Ciliated cells","Lsm14b"
"Plxnb1",3.66633439453067e-56,0.515085680868196,0.546,0.051,1.0265003037807e-51,"Ciliated cells","Plxnb1"
"Kif3a",4.48560171255552e-56,0.616296693456331,0.524,0.03,1.25587876748129e-51,"Ciliated cells","Kif3a"
"Wwc1",7.75650862615856e-56,0.680707668084347,0.695,0.119,2.17166728515187e-51,"Ciliated cells","Wwc1"
"Sco2",9.28144573497708e-56,0.681964745444537,0.573,0.051,2.59861917687888e-51,"Ciliated cells","Sco2"
"Cgn",9.79479139174781e-56,0.519649430693892,0.512,0.046,2.74234569386155e-51,"Ciliated cells","Cgn"
"Sec14l1",1.21276826542813e-55,0.625391932792217,0.753,0.18,3.39550858954568e-51,"Ciliated cells","Sec14l1"
"Srcin1",2.28929363970817e-55,0.579339516835128,0.509,0.034,6.40956433245494e-51,"Ciliated cells","Srcin1"
"Alcam1",3.74538062044541e-55,0.709699026686323,0.924,0.336,1.04863166611231e-50,"Ciliated cells","Alcam"
"Atp13a31",6.09315997824618e-55,0.666026522722195,0.805,0.223,1.70596293070937e-50,"Ciliated cells","Atp13a3"
"Ruvbl2",9.30724896186698e-55,0.612054497595691,0.582,0.067,2.60584356434352e-50,"Ciliated cells","Ruvbl2"
"Epb41l5",1.12717835374959e-54,0.577402892836203,0.549,0.053,3.15587395482809e-50,"Ciliated cells","Epb41l5"
"Nudt14",1.21401083613866e-54,0.722020959247069,0.659,0.101,3.39898753902102e-50,"Ciliated cells","Nudt14"
"Actn12",2.65382447074868e-54,0.706537246358669,0.796,0.21,7.43017775320215e-50,"Ciliated cells","Actn1"
"Scgb1a111",3.06640880717294e-54,2.41423901500688,1,1,8.58533137832278e-50,"Ciliated cells","Scgb1a1"
"D430042O09Rik",4.0278067789217e-54,0.570366160162171,0.561,0.063,1.1277053419625e-49,"Ciliated cells","D430042O09Rik"
"Cbr1",6.24740158721473e-54,0.748107936436486,0.683,0.114,1.74914749638838e-49,"Ciliated cells","Cbr1"
"Gstz1",9.259549013523e-54,0.604395574038038,0.564,0.069,2.59248853280617e-49,"Ciliated cells","Gstz1"
"Ptma4",1.35012855570815e-53,0.694026725713103,1,0.942,3.78008993027167e-49,"Ciliated cells","Ptma"
"Lgals3bp",2.7411881216014e-53,0.747530125906647,0.665,0.123,7.6747785028596e-49,"Ciliated cells","Lgals3bp"
"Ahsa1",4.40052530383797e-53,0.76869099141908,0.835,0.255,1.23205907456855e-48,"Ciliated cells","Ahsa1"
"Pcbd1",4.44615110432265e-53,0.597720483100654,0.524,0.054,1.24483338618826e-48,"Ciliated cells","Pcbd1"
"Slain2",5.79765841019116e-53,0.701785712575935,0.704,0.142,1.62322840168532e-48,"Ciliated cells","Slain2"
"Jade1",6.07601381031735e-53,0.519188642818846,0.53,0.057,1.70116234661265e-48,"Ciliated cells","Jade1"
"Slc44a3",6.45885934439888e-53,0.546367478848057,0.515,0.042,1.8083514392448e-48,"Ciliated cells","Slc44a3"
"Ndufaf3",9.53013005638427e-53,0.637698443916962,0.64,0.115,2.66824581318647e-48,"Ciliated cells","Ndufaf3"
"Ckb",1.45955190608852e-52,0.627896300017174,0.683,0.119,4.08645342666664e-48,"Ciliated cells","Ckb"
"Zfp704",3.94871214518391e-52,0.50254773850976,0.567,0.073,1.10556042640859e-47,"Ciliated cells","Zfp704"
"Foxa1",6.66508570806377e-52,0.555106037047343,0.549,0.06,1.86609069654369e-47,"Ciliated cells","Foxa1"
"mt-Nd28",1.50943766712964e-51,0.755394162627486,1,0.947,4.22612358042957e-47,"Ciliated cells","mt-Nd2"
"Dynlt1f",2.6490710091004e-51,0.5822694165182,0.561,0.072,7.4168690112793e-47,"Ciliated cells","Dynlt1f"
"Dnal4",3.20242318276881e-51,0.56500477882414,0.509,0.065,8.96614442711612e-47,"Ciliated cells","Dnal4"
"Acot11",3.47474598684642e-51,0.86729856470195,0.744,0.159,9.72859381397261e-47,"Ciliated cells","Acot1"
"Cep170b",3.79232399122447e-51,0.533325183746694,0.524,0.051,1.06177487106303e-46,"Ciliated cells","Cep170b"
"Txnip8",4.17738170902893e-51,0.824167370788964,0.963,0.562,1.16958333089392e-46,"Ciliated cells","Txnip"
"Ccp110",4.82962122608456e-51,0.594341773318359,0.524,0.045,1.35219735087916e-46,"Ciliated cells","Ccp110"
"Hspb11",4.90330623307689e-51,0.70299388895697,0.689,0.144,1.37282767913687e-46,"Ciliated cells","Hspb11"
"Stard10",5.8510247318731e-51,0.591985643935863,0.643,0.1,1.63816990442983e-46,"Ciliated cells","Stard10"
"Smim61",7.76881996127681e-51,0.617608962845929,0.729,0.158,2.17511421275828e-46,"Ciliated cells","Smim6"
"Atp1a12",8.88730273827052e-51,0.790089766587361,0.942,0.451,2.48826702066098e-46,"Ciliated cells","Atp1a1"
"Ids",9.78551999630432e-51,0.637642742998521,0.68,0.141,2.73974988856528e-46,"Ciliated cells","Ids"
"Arhgap5",1.02480141429548e-50,0.592715540208238,0.61,0.107,2.86923899974449e-46,"Ciliated cells","Arhgap5"
"Chchd24",1.0969193191661e-50,0.681972597143887,0.994,0.861,3.07115470980124e-46,"Ciliated cells","Chchd2"
"Tusc3",1.30255415512237e-50,0.693825193377502,0.735,0.171,3.64689112351162e-46,"Ciliated cells","Tusc3"
