particle_size,std_after_125_1_1_00,std_after_125_1_1_01,std_after_125_1_1_02,std_after_125_1_2_00,std_after_125_1_2_01,std_after_125_1_2_02,std_before_125_1_1_00,std_before_125_1_1_01,std_before_125_1_1_02,std_before_125_1_2_00,std_before_125_1_2_01,std_before_125_1_2_02
402.5,48,0,0,0,1,0,0,0,0,0,0,0
403.5,51,0,0,0,0,0,0,0,0,0,0,0
404.5,55,0,0,0,0,0,0,0,0,0,0,0
405.5,58,0,0,0,0,0,0,0,0,0,0,0
406.5,62,0,0,0,0,0,0,0,0,0,0,0
407.5,66,0,0,0,0,0,0,0,0,0,0,0
408.5,70,0,0,0,0,0,0,0,0,0,0,0
409.5,75,0,0,0,0,0,0,0,0,0,0,0
410.5,79,0,0,0,0,0,0,0,0,0,0,0
411.5,84,0,0,0,0,0,0,0,0,0,0,0
412.5,90,0,0,0,0,0,0,0,0,0,0,0
413.5,95,0,0,0,0,0,0,0,0,0,0,0
414.5,101,0,0,0,0,0,0,0,0,0,0,0
415.5,107,0,0,0,0,0,0,0,0,0,0,0
416.5,113,0,0,0,0,0,0,0,0,0,0,0
417.5,120,0,0,0,0,0,0,0,0,0,0,0
418.5,127,0,0,0,0,0,0,0,0,0,0,0
419.5,135,0,0,0,0,0,0,0,0,0,0,0
420.5,143,0,0,0,0,0,0,0,0,0,0,0
421.5,151,0,0,0,0,0,0,0,0,0,0,0
422.5,160,0,0,0,0,0,0,0,0,0,0,0
423.5,169,0,0,0,0,0,0,0,0,0,0,0
424.5,179,0,0,0,0,0,0,0,0,0,0,0
425.5,189,0,0,0,0,0,0,0,0,0,0,0
426.5,199,0,0,0,0,0,0,0,0,0,0,0
427.5,210,0,0,0,0,0,0,0,0,0,0,0
428.5,222,0,0,0,0,0,0,0,0,0,0,0
429.5,234,0,0,0,0,0,0,0,0,0,0,0
430.5,247,0,0,0,0,0,0,0,0,0,0,0
431.5,260,0,0,0,0,0,0,0,0,0,0,0
432.5,274,0,0,0,0,0,0,0,0,0,0,0
433.5,289,0,0,0,0,0,0,0,0,0,0,0
434.5,304,0,0,0,0,0,0,0,0,0,0,0
435.5,320,0,0,0,0,0,0,0,0,0,0,0
436.5,337,0,0,0,0,0,0,0,0,0,0,0
437.5,354,0,0,0,0,0,0,0,0,0,0,0
438.5,373,0,0,0,0,0,0,0,0,0,0,0
439.5,392,0,0,0,0,0,0,0,0,0,0,0
440.5,412,0,0,0,0,0,0,0,0,0,0,0
441.5,432,0,0,0,0,0,0,0,0,0,0,0
442.5,454,0,0,0,0,0,0,0,0,0,0,0
443.5,476,0,0,0,0,0,0,0,0,0,0,0
444.5,500,0,0,0,0,0,0,0,0,0,0,0
445.5,524,0,0,0,0,0,0,0,0,0,0,0
446.5,549,0,0,0,0,0,0,0,0,0,0,0
447.5,576,0,0,0,0,0,0,0,0,0,0,0
448.5,603,0,0,0,0,0,0,0,0,0,0,0
449.5,632,0,0,0,0,0,0,0,0,0,0,0
450.5,661,0,0,0,0,0,0,0,0,0,0,0
451.5,692,0,0,0,0,0,0,0,0,0,0,0
452.5,724,0,0,0,0,0,0,0,0,0,0,0
453.5,757,0,0,0,0,0,0,0,0,0,0,0
454.5,791,0,0,0,0,0,0,0,0,0,0,0
455.5,826,0,0,0,0,0,0,0,0,0,0,0
456.5,863,0,0,0,0,0,0,0,0,0,0,0
457.5,901,0,0,0,0,0,0,0,0,0,0,0
458.5,941,0,0,0,0,0,0,0,0,0,0,0
459.5,981,0,0,0,0,0,0,0,0,0,0,0
460.5,1023,0,0,0,0,0,0,0,0,0,0,0
461.5,1067,0,0,0,0,0,0,0,0,0,0,0
462.5,1112,0,0,0,0,0,0,0,0,0,0,0
