particle_size,1_125_1_00,1_125_1_01,1_125_1_02,1_125_2_00,1_125_2_01,1_125_2_02,2_125_1_00,2_125_1_01,2_125_1_02,2_125_2_00,2_125_2_01,2_125_2_02,3_125_1_00,3_125_1_01,3_125_1_02,3_125_2_00,3_125_2_01,3_125_2_02,4_125_1_00,4_125_1_01,4_125_1_02,4_125_2_00,4_125_2_01,4_125_2_02,5_125_1_00,5_125_1_01,5_125_1_02,5_125_2_00,5_125_2_01,5_125_2_02,6_125_1_00,6_125_1_01,6_125_1_02,6_125_2_00,6_125_2_01,6_125_2_02
146.5,3774492,3250943,2585569,2338749,4254635,5472025,3045559,1370925,3121208,1699945,3212609,2003108,1648822,4612846,3111927,3518640,2983688,1665752,8289805,2879787,3893385,3726712,3730832,6982932,7465104,4247859,4061167,5537927,5892512,5045623,2910158,2687272,4082325,4148233,5048441,4066889
147.5,3658855,3065249,2467144,2239004,4094645,5439509,3005280,1379975,3056018,1568810,3146299,1997658,1794876,4390672,3095741,3431002,2896101,1633588,7953522,2838363,3736058,3628352,3727090,6950072,7219251,3924981,4026480,5474158,5933418,4873548,2895267,2589213,4137865,4094760,4818373,4142205
148.5,3556561,2885090,2358935,2161806,3919555,5370007,2961558,1401503,2982520,1449015,3070658,1993927,1954616,4134904,3064718,3349406,2819251,1613050,7540844,2809748,3573014,3535064,3724235,6841242,6953868,3627225,3996062,5415923,5965857,4702642,2890567,2507115,4183572,4047723,4599917,4229177
149.5,3466415,2711822,2261042,2105650,3731943,5265161,2914040,1435170,2902641,1340615,2986603,1991897,2127198,3853862,3018957,3274010,2752825,1603756,7069675,2792735,3405749,3447246,3721763,6655077,6672578,3356067,3969558,5363042,5988381,4534549,2894478,2439726,4218196,4006341,4394720,4326923
150.5,3387187,2546652,2173466,2069162,3534839,5127713,2862580,1480691,2818278,1243420,2895228,1991479,2311193,3556275,2959039,3204966,2696465,1605414,6558415,2786122,3235752,3365219,3719130,6394037,6379093,3112074,3946568,5315240,5999676,4370684,2905320,2385788,4240678,3969876,4203903,4434264
151.5,3317638,2390607,2096122,2051106,3331555,4961330,2807227,1537787,2731230,1157054,2797757,1992516,2504498,3250743,2885984,3142412,2649792,1617806,6024797,2788695,3064486,3289226,3715764,6064404,6077117,2895082,3926638,5272156,5998581,4212236,2921332,2344046,4250170,3937631,4028127,4549676
152.5,3256536,2244505,2028859,2050372,3125502,4770375,2748215,1606134,2643144,1081006,2695500,1994787,2704259,2945273,2801186,3086474,2612409,1640771,5484968,2799221,2893366,3219430,3711075,5675923,5770245,2704369,3909260,5233351,5984109,4060167,2940689,2313250,4246053,3908947,3867669,4671258
153.5,3202670,2108951,1971475,2065943,2920020,4559655,2685941,1685305,2555476,1014681,2589805,1998011,2906833,2646900,2706326,3037251,2583915,1674183,4952848,2816438,2723733,3155918,3704468,5241112,5461889,2538830,3893868,5198315,5955468,3915236,2961529,2292149,4227943,3883202,3722481,4796705
154.5,3154866,1984336,1923728,2096844,2718224,4334174,2620936,1774717,2469471,957445,2482016,2001860,3107787,2361443,2603282,2994817,2563908,1717916,4439782,2839047,2556842,3098704,3695350,4774322,5155209,2397119,3879841,5166478,5912083,3778017,2981999,2279492,4195701,3859807,3592261,4923297
155.5,3111996,1870862,1885356,2142078,2522878,4098891,2553834,1873578,2386156,908652,2373431,2005958,3301950,2093378,2494031,2959213,2551983,1771818,3954427,2865709,2393837,3047734,3683148,4290656,4853060,2277770,3866508,5137212,5853613,3648917,3000295,2274009,4149424,3838206,3476499,5047907
