particle_size,1_25_1_00,1_25_1_01,1_25_1_02,1_25_2_00,1_25_2_01,1_25_2_02,2_25_1_00,2_25_1_01,2_25_1_02,2_25_2_00,2_25_2_01,2_25_2_02,3_25_1_00,3_25_1_01,3_25_1_02,3_25_2_00,3_25_2_01,3_25_2_02,4_25_1_00,4_25_1_01,4_25_1_02,4_25_2_00,4_25_2_01,4_25_2_02,5_25_1_00,5_25_1_01,5_25_1_02,5_25_2_00,5_25_2_01,5_25_2_02,6_25_1_00,6_25_1_01,6_25_1_02,6_25_2_00,6_25_2_01,6_25_2_02,7_25_1_00,7_25_1_01,7_25_1_02,7_25_2_00,7_25_2_01,7_25_2_02,8_25_1_00,8_25_1_01,8_25_1_02,8_25_2_00,8_25_2_01,8_25_2_02,14_20_1_00,14_20_1_01,14_20_1_02,16_20_2_00,16_20_2_01,16_20_2_02,16_20_1_00,16_20_1_01,16_20_1_02,15_20_2_00,15_20_2_01,15_20_2_02,15_20_1_00,15_20_1_01,15_20_1_02,14_20_2_00,14_20_2_01,14_20_2_02,13_20_2_00,13_20_2_01,13_20_2_02,13_20_1_00,13_20_1_01,13_20_1_02,12_20_2_00,12_20_2_01,12_20_2_02,12_20_1_00,12_20_1_01,12_20_1_02,11_20_2_00,11_20_2_01,11_20_2_02,11_20_1_00,11_20_1_01,11_20_1_02,10_20_2_00,10_20_2_01,10_20_2_02,10_20_1_00,10_20_1_01,10_20_1_02,9_20_2_00,9_20_2_01,9_20_2_02,9_20_1_00,9_20_1_01,9_20_1_02,24_20_2_00,24_20_2_01,24_20_2_02,24_20_1_00,24_20_1_01,24_20_1_02,23_20_2_00,23_20_2_01,23_20_2_02,23_20_1_00,23_20_1_01,23_20_1_02,22_20_2_00,22_20_2_01,22_20_2_02,22_20_1_00,22_20_1_01,22_20_1_02,21_20_2_00,21_20_2_01,21_20_2_02,21_20_1_00,21_20_1_01,21_20_1_02,20_20_2_00,20_20_2_01,20_20_2_02,20_20_1_00,20_20_1_01,20_20_1_02,19_20_2_00,19_20_2_01,19_20_2_02,19_20_1_00,19_20_1_01,19_20_1_02,18_20_2_00,18_20_2_01,18_20_2_02,18_20_1_00,18_20_1_01,18_20_1_02,17_20_2_00,17_20_2_01,17_20_2_02,17_20_1_00,17_20_1_01,17_20_1_02
316.5,0,72111,219165,241556,499207,368566,9970,266812,242531,2228,86390,281661,271940,208506,97640,164524,226616,55280,457921,242097,230746,241137,768914,408203,66421,313850,107379,257293,55128,13350,54991,250944,106970,64,8575,33666,103337,119066,52357,71481,61620,181783,38913,186671,85135,325881,24755,37198,124974,6880,38362,144664,326843,435462,178077,289539,124677,219344,158509,374013,92328,223377,279988,1007625,6967,374901,69327,217612,251152,330582,618311,47308,255508,729265,291462,540622,257178,203188,210652,432999,22627,281471,367271,164848,583756,339870,57422,99353,549890,199664,664299,286057,230515,21773,314824,208482,159454,30806,1,63836,84611,93591,228406,215374,15085,52535,103217,46460,50507,16,20955,128329,64,53060,68753,122242,190400,25696,250795,229965,59084,29951,380367,5547,14245,53274,243345,100,144650,271554,74,166635,3216,83653,117352,14143,163927,27293,175447,27582,92234,38683,125413,54812
317.5,0,71209,212918,243688,490669,356675,9896,255850,251311,2224,82081,263387,262535,203404,95277,161517,225597,53491,456931,248020,216628,220248,769071,394972,65588,310309,116020,258489,55004,13570,48294,238190,102332,73,7142,30772,102136,114880,50470,71483,62784,181799,37280,173975,79843,303591,24760,37895,122956,6577,32609,139238,330044,431028,180328,282390,136800,214450,148141,361899,90381,214542,272922,984930,7183,363132,70219,212386,238952,321279,602655,54153,261275,716825,280423,525414,253703,196796,187155,439573,21511,281115,356695,162813,575836,341080,60874,96025,540011,195618,708353,286714,229321,22536,310951,208871,172323,30114,1,62650,86813,91187,233727,209793,15198,47928,103248,42787,48767,13,18403,131038,94,54162,64945,119398,192608,27194,250125,233825,55452,30766,414551,5180,14320,52154,233416,115,130212,279816,57,163513,3184,79185,105330,15222,158354,25242,158985,23879,85587,37412,124296,54898
318.5,0,70334,206756,245828,481316,344150,9900,244948,259964,2236,78113,245637,253073,198419,92902,158593,224282,51886,455393,254202,203235,200844,766540,382016,64914,306445,125501,259424,54888,13823,42350,224103,97953,85,5914,28072,100835,111062,48696,71569,63853,181377,35839,162330,74980,281505,24862,38715,121055,6325,27714,134236,333210,426416,182773,275271,149909,209528,138323,349692,88585,205995,266112,957207,7453,351506,71306,207184,227366,312306,585773,61822,267492,704181,269799,510104,250817,191029,166107,445959,20548,281078,346564,161166,567790,342299,64876,93126,529926,191864,751551,287540,228135,23493,306768,209434,185705,29550,0,61512,89044,88691,238098,203869,15321,43470,103169,39323,47144,10,16165,133104,138,55396,61347,116774,194554,28834,248948,235977,52090,31648,448072,4865,14441,51100,223723,132,116840,287445,44,160476,3171,75013,94358,16416,152709,23282,143773,20698,79273,36021,123096,54984
319.5,0,69479,200699,247956,471208,331120,9981,234147,268426,2264,74464,228512,243595,193551,90530,155741,222681,50458,453271,260622,190561,182883,761290,369363,64396,302245,135842,260078,54778,14107,37090,208939,93833,99,4868,25562,99430,107588,47029,71738,64810,180529,34573,151674,70515,259908,25058,39661,119268,6119,23562,129635,336339,421605,185411,268206,164007,204592,129042,337445,86934,197748,259572,924951,7780,340057,72593,202009,216388,303665,567834,70366,274152,691331,259579,494756,248508,185854,147305,452114,19723,281344,336890,159889,559612,343517,69486,90633,519649,188394,793115,288524,226938,24663,302272,210155,199468,29107,0,60421,91296,86109,241448,197636,15455,39205,102975,36070,45634,8,14207,134522,204,56762,57941,114362,196185,30621,247274,236444,48978,32597,480021,4597,14610,50112,214292,153,104526,294337,34,157520,3177,71128,84394,17734,147007,21415,129767,17975,73308,34512,121819,55069
320.5,0,68641,194768,250051,460409,317715,10138,223486,276633,2307,71111,212094,234139,188799,88179,152948,220806,49202,450532,267253,178596,166318,753328,357040,64031,297699,147043,260433,54671,14424,32449,192983,89969,116,3984,23236,97917,104435,45465,71988,65642,179270,33469,141946,66422,239035,25351,40737,117594,5957,20048,125412,339428,416577,188238,261218,179078,199658,120283,325211,85422,189812,253316,888727,8170,328813,74084,196865,206008,295357,549006,79830,281246,678274,249750,479429,246764,181240,130552,457992,19021,281901,327678,158967,551301,344726,74765,88526,509197,185204,832220,289654,225710,26068,297464,211021,213454,28778,0,59377,93565,83448,243727,191129,15599,35172,102663,33026,44232,7,12497,135301,302,58257,54712,112152,197453,32564,245118,235293,46096,33613,509428,4372,14826,49188,205148,178,93250,300392,27,154641,3200,67521,75385,19188,141266,19641,116916,15650,67698,32893,120469,55153
321.5,0,67815,188984,252092,448991,304060,10374,213001,284519,2367,68032,196447,224741,184164,85865,150206,218673,48111,447151,274069,167326,151089,742692,345069,63816,292801,159089,260473,54565,14774,28366,176537,86356,138,3241,21089,96297,101583,43997,72316,66334,177619,32514,133083,62673,219074,25740,41945,116030,5835,17080,121547,342473,411314,191252,254327,195089,194738,112028,313040,84042,182194,247354,849150,8626,317798,75786,191755,196214,287381,529459,90249,288764,665013,240302,464178,245574,177157,115660,463548,18430,282733,318935,158384,542856,345914,80783,86789,498582,182286,868013,290916,224433,27737,292346,212015,227468,28557,0,58377,95844,80716,244900,184387,15753,31399,102230,30189,42936,5,11006,135463,446,59880,51644,110136,198309,34668,242497,232628,43425,34694,535301,4183,15093,48326,196308,208,82980,305519,21,151833,3241,64183,67271,20792,135501,17961,105162,13668,62448,31173,119054,55233
322.5,0,66998,183362,254058,437024,290277,10691,202725,292018,2444,65209,181618,215438,179644,83602,147503,216296,47180,443104,281039,156732,137133,729462,333467,63750,287549,171942,260185,54458,15157,24782,159907,82989,166,2622,19112,94568,99011,42623,72720,66875,175598,31697,125024,59243,200167,26229,43291,114572,5750,14576,118020,345473,405804,194448,247552,211983,189847,104259,300977,82789,174901,241696,806869,9156,307035,77705,186682,186990,279736,509361,101647,296696,651549,231223,449056,244932,173577,102449,468736,17940,283827,310660,158126,534281,347073,87619,85407,487820,179636,899647,292297,223088,29700,286922,213123,241291,28440,0,57422,98126,77921,244955,177447,15918,27902,101673,27555,41740,4,9708,135041,659,61630,48727,108305,198707,36941,239433,228585,40948,35842,556684,4029,15412,47525,187788,245,73671,309638,16,149091,3301,61102,59990,22556,129729,16377,94441,11983,57554,29366,117577,55310
323.5,0,66185,177917,255930,424586,276480,11094,192687,299064,2540,62624,167638,206259,175239,81404,144830,213693,46406,438375,288130,146794,124382,713748,322252,63830,281947,185539,259557,54348,15574,21643,143393,79862,200,2109,17297,92734,96701,41337,73198,67256,173231,31008,117710,56109,182412,26818,44777,113218,5701,12467,114813,348426,400032,197824,240910,229682,184997,96956,289066,81658,167934,236350,762542,9767,296542,79848,181651,178321,272417,488873,114034,305029,637886,222504,434111,244829,170476,90753,473511,17542,285168,302854,158179,525580,348194,95357,84367,476923,177247,926307,293780,221659,31997,281198,214325,254674,28421,0,56509,100404,75074,243898,170346,16093,24692,100991,25116,40641,4,8578,134076,970,63502,45950,106652,198605,39388,235948,223324,38649,37055,572714,3905,15786,46785,179596,290,65274,312681,13,146410,3378,58268,53475,24496,123967,14887,84688,10551,53011,27488,116044,55382
324.5,0,65374,172663,257688,411752,262773,11587,182913,305592,2655,60261,154524,197236,170946,79282,142179,210882,45784,432955,295306,137490,112764,695694,311434,64055,276001,199784,258582,54233,16026,18900,127273,76968,242,1686,15636,90797,94636,40135,73749,67470,170545,30439,111084,53248,165869,27512,46409,111962,5687,10692,111910,351330,393989,201372,234416,248081,180201,90099,277347,80645,161297,231322,716824,10466,286334,82222,176665,170186,265422,468149,127405,313751,624031,214133,419385,245258,167828,80416,477828,17231,286743,295514,158530,516763,349268,104089,83662,465905,175114,947247,295348,220127,34673,275185,215605,267349,28497,0,55640,102670,72183,241754,163123,16279,21771,100183,22867,39635,3,7595,132618,1423,65494,43306,105169,197966,42014,232067,217017,36510,38333,582672,3811,16218,46103,171742,344,57732,314594,11,143785,3475,55668,47662,26624,118232,13490,75837,9336,48808,25556,114460,55448
325.5,0,64563,167609,259314,398599,249252,12179,173426,311539,2793,58104,142278,188394,166766,77248,139541,207881,45311,426839,302528,128796,102207,675474,301023,64424,269722,214552,257253,54112,16512,16506,111796,74302,296,1341,14119,88763,92800,39014,74371,67512,167567,29981,105094,50640,150564,28313,48190,110801,5707,9198,109293,354184,387667,205088,228084,267053,175469,83667,265854,79746,154987,226616,670348,11262,276424,84835,171729,162568,258745,447334,141735,322848,609993,206103,404916,246216,165611,71292,481646,16998,288536,288636,159164,507838,350286,113914,83284,454780,173231,961822,296983,218479,37780,268892,216944,279032,28666,0,54811,104915,69262,238569,155814,16477,19134,99250,20799,38716,3,6741,130721,2075,67600,40786,103848,196758,44822,227817,209848,34519,39674,586042,3743,16710,45478,164228,409,50986,315340,8,141210,3592,53291,42486,28955,112540,12186,67823,8306,44933,23592,112830,55508
326.5,0,63748,162765,260789,385204,236003,12876,164245,316849,2954,56139,130893,179757,162695,75311,136908,204708,44987,420030,309757,120685,92636,653289,291026,64938,263127,229681,255569,53985,17034,14421,97170,71856,362,1061,12737,86637,91178,37970,75060,67382,164328,29630,99688,48265,136496,29227,50125,109730,5761,7941,106950,356987,381061,208963,221926,286445,170812,77638,254620,78956,149003,222236,623707,12166,266821,87696,166848,155447,252379,426563,156981,332303,595782,198402,390738,247698,163805,63250,484923,16841,290534,282213,160069,498818,351240,124937,83231,443560,171595,969515,298666,216699,41378,262333,218321,289436,28923,0,54022,107130,66319,234403,148456,16687,16770,98192,18904,37883,2,5998,128445,3005,69816,38385,102682,194956,47816,223226,201998,32660,41076,582549,3700,17267,44910,157055,489,44975,314899,7,138679,3730,51125,37887,31502,106906,10973,60582,7433,41372,21618,111159,55560
327.5,0,62928,158139,262097,371639,223098,13688,155386,321464,3142,54355,120351,171345,158734,73478,134274,201384,44808,412539,316947,113132,83980,629360,281447,65596,256233,244975,253528,53850,17592,12606,83564,69623,446,835,11482,84427,89757,36999,75814,67079,160857,29378,94819,46105,123638,30257,52218,108745,5849,6884,104865,359737,374168,212989,215951,306080,166240,71993,243674,78274,143343,218184,577449,13189,257530,90814,162026,148801,246318,405958,173081,342101,581411,191024,376881,249701,162390,56170,487621,16754,292719,276238,161231,489716,352121,137267,83500,432259,170200,969971,300374,214774,45535,255524,219715,298278,29269,0,53271,109304,63368,229333,141085,16908,14667,97012,17172,37130,2,5354,125848,4319,72132,36097,101665,192542,50997,218324,193645,30922,42539,572183,3682,17892,44397,150223,585,39637,313268,6,136188,3890,49158,33806,34279,101348,9848,54051,6696,38108,19654,109452,55605
328.5,0,62102,153735,263223,357977,210599,14627,146862,325338,3360,52739,110626,163177,154879,71759,131634,197926,44775,404381,324055,106110,76168,603929,272288,66398,249065,260204,251136,53706,18187,11029,71096,67595,551,653,10344,82143,88523,36098,76632,66607,157185,29222,90445,44144,111948,31410,54472,107840,5972,5994,103028,362430,366989,217157,210167,325761,161762,66710,233039,77695,138000,214462,532062,14342,248557,94197,157267,142610,240555,385629,189951,352222,566895,183958,363370,252222,161347,49943,489702,16734,295078,270704,162636,480547,352921,151015,84092,420890,169042,963011,302087,212693,50332,248483,221106,305289,29699,0,52558,111428,60419,223445,133735,17143,12806,95713,15593,36454,2,4793,122990,6150,74542,33920,100790,189508,54365,213142,184955,29293,44061,555209,3688,18590,43938,143727,701,34912,310464,5,133731,4073,47378,30189,37300,95878,8810,48172,6072,35125,17725,107712,55640
329.5,0,61268,149559,264151,344286,198559,15705,138681,328426,3611,51281,101686,155268,151130,70157,128980,194355,44888,395582,331034,99591,69131,577249,263548,67346,241647,275105,248396,53553,18820,9659,59839,65767,682,509,9314,79793,87464,35265,77510,65973,153341,29157,86525,42368,101369,32692,56889,107009,6132,5245,101426,365066,359527,221454,204581,345272,157385,61769,222736,77217,132969,211071,487969,15639,239901,97853,152576,136853,235082,365674,207488,362647,552250,177196,350224,255259,160660,44469,491136,16780,297595,265599,164268,471329,353634,166295,85012,409468,168117,948649,303780,210447,55858,241230,222470,310232,30214,0,51880,113490,57485,216837,126438,17392,11170,94299,14157,35852,1,4307,119930,8669,77035,31849,100050,185854,57917,207710,176081,27762,45637,532152,3717,19365,43533,137562,843,30743,306520,4,131303,4282,45775,26986,40577,90513,7854,42887,5547,32404,15851,105945,55667
330.5,0,60425,145613,264870,330630,187018,16937,130850,330692,3899,49971,93494,147628,147484,68679,126310,190688,45148,386170,337834,93548,62803,549580,255224,68439,234009,289391,245319,53391,19491,8470,49824,64130,847,394,8385,77389,86568,34497,78445,65183,149356,29180,83022,40761,91835,34107,59474,106248,6329,4613,100048,367640,351787,225867,199199,364385,153116,57152,212783,76839,128245,208010,445529,17094,231563,101792,147957,131511,229890,346177,225570,373355,537496,170731,337460,258812,160312,39660,491891,16890,300252,260914,166113,462078,354250,183218,86266,398007,167420,927095,305430,208027,62212,233786,223784,312909,30810,0,51237,115476,54576,209613,119225,17655,9738,92774,12856,35320,1,3883,116723,12082,79600,29882,99441,181589,61650,202059,167157,26319,47266,503770,3770,20222,43180,131723,1014,27073,301487,3,128900,4519,44338,24152,44120,85266,6978,38145,5106,29929,14051,104154,55684
331.5,0,59573,141898,265368,317070,176005,18337,123373,332107,4229,48801,86011,140269,143939,67329,123619,186943,45556,376183,344407,87955,57123,521187,247314,69680,226181,302758,241916,53220,20200,7438,41039,62680,1052,304,7546,74942,85825,33791,79434,64249,145259,29287,79903,39312,83276,35663,62227,105550,6568,4081,98887,370148,343777,230382,194025,382861,148962,52839,203192,76557,123819,205279,405028,18722,223538,106022,143415,126564,224970,327210,244055,384324,522655,164553,325092,262878,160289,35438,491944,17062,303033,256638,168155,452814,354764,201891,87862,386521,166949,898748,307010,205427,69508,226177,225025,313170,31487,0,50626,117374,51704,201879,112126,17933,8490,91144,11678,34856,1,3516,113420,16632,82223,28015,98956,176732,65556,196220,158303,24955,48944,471005,3847,21167,42879,126199,1220,23850,295429,3,126517,4785,43056,21644,47938,80148,6179,33895,4738,27682,12344,102343,55690
332.5,0,58710,138416,265636,303661,165542,19924,116250,332651,4606,47763,79194,133197,140493,66110,120905,183139,46116,365663,350704,82785,52032,492331,239811,71069,218197,314890,238200,53039,20949,6543,33441,61409,1307,233,6791,72463,85225,33144,80475,63183,141077,29477,77137,38009,75617,37368,65149,104909,6850,3632,97932,372586,335509,234982,189061,400458,144928,48813,193974,76371,119684,202878,366689,20538,215823,110549,138954,121992,220314,308832,262789,395529,507749,158654,313129,267456,160575,31731,491272,17296,305921,252759,170375,443554,355168,222412,89812,375026,166699,864185,308495,202643,77870,218425,226168,310929,32243,0,50048,119170,48879,193742,105167,18227,7408,89416,10615,34456,0,3196,110069,22591,84890,26246,98589,171313,69629,190223,149616,23662,50667,434924,3949,22205,42630,120983,1470,21027,288426,3,124148,5084,41919,19424,52037,75172,5452,30092,4432,25645,10744,100516,55686
333.5,0,57838,135165,265667,290452,155642,21715,109480,332312,5037,46850,73000,126416,137144,65026,118166,179291,46829,354659,356674,78012,47476,463266,232709,72608,210092,325475,234187,52849,21738,5767,26959,60312,1625,178,6113,69964,84755,32555,81564,61997,136837,29748,74697,36841,68783,39226,68239,104319,7179,3254,97177,374946,326997,239649,184309,416939,141018,45056,185136,76279,115832,200805,330669,22558,208411,115381,134577,117776,215912,291091,281603,406947,492802,153028,301577,272545,161157,28478,489860,17593,308898,249265,172754,434320,355456,244865,92129,363538,166668,824136,309856,199673,87433,210560,227188,306164,33077,0,49499,120849,46111,185309,98373,18537,6471,87596,9658,34118,0,2918,106712,30251,87584,24573,98336,165369,73856,184099,141178,22432,52431,396656,4078,23342,42431,116064,1770,18557,280568,2,121792,5418,40919,17460,56422,70349,4793,26692,4181,23804,9262,98677,55670
334.5,0,56957,132145,265453,277489,146309,23731,103061,331084,5529,46056,67386,119929,133891,64079,115401,175416,47701,343222,362268,73613,43403,434237,226000,74298,201899,334218,229895,52649,22567,5093,21505,59385,2019,136,5504,67459,84408,32022,82696,60707,132563,30097,72557,35799,62703,41247,71495,103773,7559,2934,96614,377223,318256,244361,179769,432074,137235,41553,176683,76280,112255,199059,297066,24800,201293,120524,130289,113899,211755,274024,300323,418551,477841,147666,290438,278141,162022,25624,487696,17953,311947,246144,175274,425129,355621,269320,94829,352071,166852,779456,311067,196516,98344,202607,228062,298925,33986,0,48978,122396,43408,176681,91766,18866,5664,85693,8796,33838,0,2676,103387,39896,90286,22993,98191,158946,78224,177877,133053,21258,54231,357326,4234,24584,42282,111432,2131,16400,271954,2,119443,5790,40045,15720,61092,65687,4199,23658,3978,22141,7906,96828,55644
335.5,0,56066,129354,264992,264812,137543,25993,96985,328975,6089,45376,62310,113736,130730,63271,112609,171528,48736,331409,367439,69564,39767,405472,219675,76141,193655,340851,225345,52441,23437,4508,16975,58621,2504,103,4958,64958,84172,31542,83868,59328,128279,30523,70695,34874,57306,43436,74914,103264,7995,2665,96238,379407,309306,249095,175442,445650,133584,38287,168616,76372,108944,197637,265926,27278,194461,125982,126093,110344,207834,257656,318765,430316,462892,142561,279714,284242,163155,23118,484775,18377,315048,243382,177911,416002,355658,295822,97931,340644,167249,731088,312099,193174,110758,194596,228764,289332,34968,0,48485,123795,40780,167954,85366,19214,4971,83713,8023,33615,0,2466,100125,51778,92978,21505,98150,152100,82718,171584,125289,20135,56061,317993,4420,25938,42183,107077,2563,14519,262690,2,117098,6203,39290,14178,66041,61194,3666,20952,3818,20643,6681,94973,55605
336.5,0,55166,126789,264282,252454,129335,28523,91247,325996,6726,44805,57729,107836,127659,62603,109792,167641,49939,319281,372141,65841,36526,377180,213726,78139,185396,345148,220557,52224,24348,4001,13261,58018,3100,78,4469,62473,84039,31114,85076,57875,124006,31025,69091,34059,52527,45801,78491,102785,8494,2438,96042,381489,300165,253826,171327,457474,130065,35245,160934,76556,105892,196540,237249,30010,187906,131757,121991,107094,204137,242006,336748,442213,447983,137704,269403,290841,164544,20919,481095,18868,318183,240966,180644,406956,355561,324388,101455,329273,167856,680028,312923,189651,124838,186555,229271,277571,36021,0,48016,125029,38233,159216,79190,19582,4375,81667,7330,33445,0,2283,96954,66073,95638,20107,98207,144889,87320,165249,117919,19057,57915,279608,4638,27410,42132,102986,3080,12880,252886,2,114754,6662,38644,12810,71262,56878,3189,18542,3698,19295,5588,93115,55555
337.5,0,54258,124447,263322,240444,121675,31344,85838,322171,7451,44338,53606,102226,124676,62079,106950,163769,51316,306899,376329,62424,33639,349553,208141,80291,177156,346937,215553,51999,25299,3560,10255,57571,3829,58,4031,60015,83999,30737,86316,56364,119763,31603,67726,33346,48304,48348,82219,102330,9060,2248,96023,383457,290858,258527,167421,467381,126681,32412,153636,76831,103089,195764,210994,33011,181615,137850,117987,104136,200657,227082,354092,454216,433143,133090,259501,297933,166175,18989,476661,19426,321333,238882,183448,398012,355324,355004,105426,317976,168669,627281,313512,185953,140749,178513,229558,263891,37141,0,47570,126082,35774,150547,73253,19971,3865,79562,6711,33328,0,2125,93898,82838,98243,18794,98359,137381,92008,158896,110966,18019,59788,242968,4890,29006,42130,99149,3696,11454,242653,1,112410,7171,38099,11595,76738,52745,2763,16397,3613,18084,4625,91257,55493
338.5,0,53343,122326,262114,228806,114546,34478,80748,317528,8275,43972,49902,96902,121778,61698,104087,159922,52873,294326,379963,59292,31072,322757,202912,82599,168969,346111,210357,51767,26292,3176,7852,57277,4715,44,3640,57595,84041,30408,87581,54811,115568,32254,66583,32729,44580,51082,86089,101891,9701,2089,96176,385301,281408,263168,163721,475237,123431,29776,146716,77195,100528,195308,187089,36295,175578,144261,114083,101453,197383,212886,370623,466296,418399,128709,250002,305508,168035,17294,471483,20056,324478,237116,186296,389186,354944,387617,109869,306769,169687,573833,313839,182088,158656,170500,229604,248590,38324,0,47147,126937,33409,142018,67568,20383,3430,77408,6157,33260,0,1988,90974,101964,100769,17566,98600,129646,96762,152550,104439,17018,61671,208701,5180,30731,42176,95554,4427,10213,232102,1,110062,7733,37648,10514,82448,48798,2386,14491,3562,17000,3787,89401,55418
339.5,0,52422,120421,260662,217560,107931,37949,75966,312106,9210,43704,46581,91857,118964,61462,101204,156112,54617,281628,383005,56427,28793,296936,198026,85063,160867,342631,204992,51528,27325,2843,5954,57133,5785,33,3290,55222,84157,30128,88868,53231,111437,32979,65647,32203,41303,54008,90090,101462,10426,1957,96496,387006,271840,267717,160227,480946,120318,27325,140168,77650,98202,195171,165435,39874,169781,150984,110282,99033,194305,199412,386181,478425,403780,124556,240898,313555,170109,15806,465576,20761,327600,235654,189161,380495,354415,422128,114811,295671,170906,520609,313875,178065,178714,162542,229387,232004,39566,0,46743,127577,31141,133689,62144,20818,3058,75214,5663,33239,0,1869,88197,123131,103193,16419,98926,121757,101555,146234,98342,16050,63558,177256,5512,32593,42270,92190,5291,9135,221340,1,107710,8354,37282,9550,88366,45040,2053,12798,3542,16030,3067,87549,55331
340.5,0,51496,118729,258971,206719,101808,41779,71482,305948,10270,43532,43612,87085,116231,61373,98306,152349,56555,268867,385422,53809,26772,272209,193474,87684,152882,336535,199483,51282,28399,2552,4473,57136,7069,24,2977,52906,84335,29893,90171,51637,107384,33776,64906,31762,38427,57130,94208,101033,11243,1848,96982,388557,262182,272140,156932,484444,117340,25047,133986,78195,96102,195350,145916,43759,164213,158014,106584,96864,191413,186651,400618,490572,389314,120624,232183,322060,172384,14499,458961,21544,330678,234481,192015,371956,353734,458395,120282,284699,172323,468449,313596,173894,201064,154669,228887,214493,40862,0,46358,127985,28975,125612,56989,21278,2740,72990,5222,33264,0,1767,85577,145786,105488,15351,99333,113785,106364,139969,92670,15112,65442,148910,5888,34595,42412,89047,6308,8199,210468,1,105351,9039,36993,8690,94456,41474,1759,11297,3554,15166,2457,85705,55232
341.5,0,50566,117245,257048,196294,96155,45987,67284,299106,11472,43454,40964,82578,113576,61432,95397,148640,58694,256107,387184,51424,24984,248672,189243,90459,145040,327934,193855,51031,29513,2298,3329,57285,8598,18,2698,50653,84566,29704,91484,50045,103420,34646,64346,31402,35910,60451,98429,100600,12164,1761,97630,389938,252461,276401,153835,485712,114497,22931,128159,78830,94222,195844,128399,47957,158861,165340,102992,94934,188699,174587,413802,502710,375028,116904,223845,331005,174845,13351,451664,22410,333693,233580,194828,363582,352897,496221,126315,273871,173937,418087,312976,169590,225821,146906,228085,196425,42204,0,45989,128146,26912,117829,52107,21764,2471,70744,4831,33333,0,1680,83124,169130,107630,14358,99815,105805,111160,133776,87411,14202,67312,123779,6315,36742,42600,86113,7501,7386,199583,1,102986,9793,36772,7921,100677,38100,1502,9966,3597,14398,1946,83870,55121
342.5,0,49633,115967,254901,186292,90950,50591,63359,291634,12832,43467,38610,78329,110997,61641,92481,144994,61041,243407,388266,49254,23406,226396,185323,93388,137368,317011,188130,50774,30666,2077,2456,57578,10407,14,2449,48472,84838,29559,92802,48466,99555,35585,63957,31119,33715,63970,102734,100153,13200,1692,98438,391132,242704,280462,150931,484766,111787,20968,122680,79555,92556,196650,112746,52472,153711,172949,99507,93232,186152,163202,425623,514809,360949,113392,215874,340369,177475,12344,443715,23364,336625,232937,197569,355388,351902,535357,132942,263205,175744,370134,311994,165165,253063,139278,226966,178162,43586,0,45634,128045,24955,110373,47503,22278,2242,68486,4484,33443,0,1606,80841,192147,109592,13437,100370,97886,115915,127672,82553,13320,69162,101845,6796,39038,42835,83378,8894,6680,188773,1,100614,10622,36612,7231,106979,34918,1278,8788,3672,13719,1524,82047,54998
343.5,0,48700,114890,252539,176713,86169,55606,59695,283592,14369,43572,36524,74328,108492,62000,89564,141417,63603,230827,388650,47286,22017,205430,181703,96468,129890,304008,182334,50513,31857,1884,1797,58013,12527,10,2227,46367,85141,29458,94118,46911,95799,36595,63729,30908,31808,67688,107103,99686,14364,1639,99404,392121,232942,284283,148215,481660,109209,19148,117537,80371,91096,197766,98813,57304,148751,180823,96129,91748,183762,152473,435989,526839,347102,110080,208259,350125,180260,11460,435150,24412,339456,232534,200206,347386,350746,575502,140197,252716,177740,325073,310627,160634,282821,131808,225516,160046,44999,0,45292,127668,23104,103267,43176,22822,2048,66225,4176,33594,0,1545,78733,213662,111351,12585,100992,90095,120602,121674,78077,12462,70982,82985,7338,41483,43117,80832,10511,6067,178116,1,98235,11532,36502,6611,113307,31925,1083,7746,3779,13120,1180,80238,54862
344.5,0,47766,114009,249975,167559,81788,61043,56278,275045,16103,43767,34684,70565,106058,62510,86651,137915,66387,218420,388322,45507,20800,185803,178372,99695,122626,289221,176488,50248,33085,1715,1305,58588,14991,7,2028,44344,85464,29400,95426,45390,92159,37672,63651,30768,30161,71600,111515,99192,15670,1603,100527,392886,223202,287824,145683,476482,106761,17462,112720,81277,89839,199189,86455,62450,143967,188942,92859,90474,181521,142378,444831,538771,333510,106961,200988,360244,183183,10685,426006,25561,342167,232354,202709,339588,349427,616299,148117,242421,179922,283256,308860,156014,315062,124518,223724,142387,46434,0,44961,127002,21358,96528,39124,23395,1884,63968,3904,33783,0,1494,76798,232424,112881,11800,101676,82494,125191,115797,73964,11630,72762,66991,7947,44080,43445,78465,12379,5536,167682,1,95850,12531,36434,6052,119599,29119,915,6824,3921,12596,903,78444,54715
