particle_size,std_after_125_1_1_00,std_after_125_1_1_01,std_after_125_1_1_02,std_after_125_1_2_00,std_after_125_1_2_01,std_after_125_1_2_02,std_after_125_2_1_00,std_after_125_2_1_01,std_after_125_2_1_02,std_after_125_2_2_00,std_after_125_2_2_01,std_after_125_2_2_02,std_before_125_1_1_00,std_before_125_1_1_01,std_before_125_1_1_02,std_before_125_1_2_00,std_before_125_1_2_01,std_before_125_1_2_02,std_before_125_2_1_00,std_before_125_2_1_01,std_before_125_2_1_02,std_before_125_2_2_00,std_before_125_2_2_01,std_before_125_2_2_02
201.5,0,0,107110,134679,225,4,37108,0,17617,0,3,2,0,0,0,16349,0,0,0,0,0,1,0,0
202.5,0,0,107791,138763,265,13,34828,0,11967,0,3,4,0,0,0,20700,0,0,0,0,0,1,0,0
203.5,0,0,107631,141052,317,43,32579,0,7852,0,3,6,0,0,0,25774,0,0,0,0,0,0,0,0
204.5,0,0,106611,140983,387,137,30386,0,4979,0,2,10,0,0,0,31499,0,0,0,0,0,0,0,0
205.5,0,0,104740,138094,479,407,28268,0,3052,0,2,19,0,0,0,37714,0,0,0,0,0,0,0,0
206.5,0,0,102050,132117,602,1135,26241,0,1810,0,2,36,0,0,0,44159,0,0,0,0,0,0,0,0
207.5,0,0,98597,123054,765,2937,24315,0,1039,0,2,69,0,0,0,50478,0,0,0,0,0,0,0,0
208.5,0,0,94458,111224,982,7023,22498,0,577,0,2,135,0,0,0,56242,0,0,0,0,0,0,0,0
209.5,0,0,89725,97261,1270,15419,20794,0,311,0,2,268,0,0,0,60985,0,0,0,0,0,0,0,0
210.5,0,0,84507,82043,1650,30936,19204,0,163,0,2,535,0,0,0,64267,0,0,0,0,0,0,0,0
211.5,0,0,78919,66572,2152,56463,17728,0,83,0,3,1062,0,0,0,65733,0,0,0,0,0,0,0,0
212.5,0,0,73080,51828,2811,93376,16363,0,41,0,3,2080,0,0,0,65173,0,0,0,0,0,0,0,0
213.5,0,0,67109,38620,3669,139421,15103,0,20,0,3,3992,0,0,0,62568,0,0,0,0,0,0,0,0
214.5,0,0,61117,27483,4777,187366,13945,0,9,0,4,7453,0,0,0,58103,0,0,0,0,0,0,0,0
215.5,0,0,55207,18640,6192,226013,12882,0,4,0,4,13437,0,0,0,52143,0,0,0,0,0,0,0,0
216.5,0,0,49470,12028,7979,244132,11907,0,2,0,5,23250,0,0,0,45183,0,0,0,0,0,0,0,0
217.5,0,0,43983,7372,10203,235653,11014,0,0,0,6,38366,0,0,0,37775,0,0,0,0,0,0,0,0
218.5,0,0,38805,4286,12928,202919,10197,0,0,0,8,60037,0,0,0,30450,0,0,0,0,0,0,0,0
219.5,0,0,33982,2361,16210,155644,9449,0,0,0,10,88629,0,0,0,23653,0,0,0,0,0,0,0,0
220.5,0,0,29543,1231,20085,106212,8764,0,0,0,13,122835,0,0,0,17696,0,0,0,0,0,0,0,0
221.5,0,0,25505,607,24563,64420,8135,0,0,0,17,159139,0,0,0,12746,0,0,0,0,0,0,0,0
222.5,0,0,21871,283,29618,34700,7559,0,0,0,22,191979,0,0,0,8835,0,0,0,0,0,0,0,0
223.5,0,0,18634,125,35173,16590,7028,0,0,0,29,214911,0,0,0,5892,0,0,0,0,0,0,0,0
224.5,0,0,15778,52,41102,7037,6539,0,0,0,38,222577,0,0,0,3780,0,0,0,0,0,0,0,0
225.5,0,0,13282,20,47221,2648,6087,0,0,0,51,212714,0,0,0,2332,0,0,0,0,0,0,0,0
226.5,0,0,11118,8,53297,883,5669,0,0,0,68,187177,0,0,0,1384,0,0,0,0,0,0,0,0
227.5,0,0,9259,3,59056,261,5281,0,0,0,92,151378,0,0,0,790,0,0,0,0,0,0,0,0
228.5,0,0,7673,0,64204,69,4919,0,0,0,125,112356,0,0,0,433,0,0,0,0,0,0,0,0
229.5,0,0,6330,0,68446,16,4582,0,0,0,169,76449,0,0,0,229,0,0,0,0,0,0,0,0
230.5,0,0,5200,0,71519,3,4266,0,0,0,228,47649,0,0,0,116,0,0,0,0,0,0,0,0
231.5,0,0,4256,0,73215,0,3969,0,0,0,309,27192,0,0,0,57,0,0,0,0,0,0,0,0
232.5,0,0,3471,0,73405,0,3690,0,0,0,417,14205,0,0,0,27,0,0,0,0,0,0,0,0
233.5,0,0,2822,0,72057,0,3427,0,0,0,562,6793,0,0,0,12,0,0,0,0,0,0,0,0
234.5,0,0,2289,0,69236,0,3178,0,0,0,753,2975,0,0,0,5,0,0,0,0,0,0,0,0
235.5,0,0,1851,0,65104,0,2943,0,0,0,1004,1194,0,0,0,2,0,0,0,0,0,0,0,0
236.5,0,0,1495,0,59901,0,2720,0,0,0,1331,439,0,0,0,0,0,0,0,0,0,0,0,0
237.5,0,0,1205,0,53922,0,2509,0,0,0,1753,148,0,0,0,0,0,0,0,0,0,0,0,0
238.5,0,0,970,0,47485,0,2309,0,0,0,2291,46,0,0,0,0,0,0,0,0,0,0,0,0
239.5,0,0,781,0,40907,0,2120,0,0,0,2969,13,0,0,0,0,0,0,0,0,0,0,0,0
240.5,0,0,628,0,34474,0,1941,0,0,0,3813,3,0,0,0,0,0,0,0,0,0,0,0,0
241.5,0,0,505,0,28421,0,1772,0,0,0,4848,0,0,0,0,0,0,0,0,0,0,0,0,0
242.5,0,0,406,0,22924,0,1613,0,0,0,6101,0,0,0,0,0,0,0,0,0,0,0,0,0
243.5,0,0,326,0,18091,0,1463,0,0,0,7593,0,0,0,0,0,0,0,0,0,0,0,0,0
244.5,0,0,263,0,13971,0,1322,0,0,0,9340,0,0,0,0,0,0,0,0,0,0,0,0,0
245.5,0,0,212,0,10559,0,1191,0,0,0,11351,0,0,0,0,0,0,0,0,0,0,0,0,0
246.5,0,0,171,0,7812,0,1068,0,0,0,13620,0,0,0,0,0,0,0,0,0,0,0,0,0
247.5,0,0,138,0,5658,0,955,0,0,0,16131,0,0,0,0,0,0,0,0,0,0,0,0,0
248.5,0,0,112,0,4014,0,850,0,0,0,18847,0,0,0,0,0,0,0,0,0,0,0,0,0
249.5,0,0,91,0,2789,0,753,0,0,0,21716,0,0,0,0,0,0,0,0,0,0,0,0,0
250.5,0,0,74,0,1899,0,664,0,0,0,24667,0,0,0,0,0,0,0,0,0,0,0,0,0
251.5,0,0,60,0,1267,0,583,0,0,0,27613,0,0,0,0,0,0,0,0,0,0,0,0,0
252.5,0,0,49,0,829,0,510,0,0,0,30452,0,0,0,0,0,0,0,0,0,0,0,0,0
253.5,0,0,40,0,532,0,444,0,0,0,33077,0,0,0,0,0,0,0,0,0,0,0,0,0
254.5,0,0,33,0,335,0,384,0,0,0,35378,0,0,0,0,0,0,0,0,0,0,0,0,0
255.5,0,0,27,0,207,0,331,0,0,0,37250,0,0,0,0,0,0,0,0,0,0,0,0,0
256.5,0,0,22,0,126,0,284,0,0,0,38603,0,0,0,0,0,0,0,0,0,0,0,0,0
257.5,0,0,18,0,75,0,242,0,0,0,39368,0,0,0,0,0,0,0,0,0,0,0,0,0
258.5,0,0,15,0,44,0,206,0,0,0,39501,0,0,0,0,0,0,0,0,0,0,0,0,0
259.5,0,0,13,0,25,0,174,0,0,0,38992,0,0,0,0,0,0,0,0,0,0,0,0,0
260.5,0,0,11,0,14,0,146,0,0,0,37860,0,0,0,0,0,0,0,0,0,0,0,0,0
261.5,0,0,9,0,8,0,122,0,0,0,36156,0,0,0,0,0,0,0,0,0,0,0,0,0
262.5,0,0,7,0,4,0,101,0,0,0,33956,0,0,0,0,0,0,0,0,0,0,0,0,0
263.5,0,0,6,0,2,0,84,0,0,0,31361,0,0,0,0,0,0,0,0,0,0,0,0,0
264.5,0,0,5,0,1,0,69,0,0,0,28481,0,0,0,0,0,0,0,0,0,0,0,0,0
265.5,0,0,4,0,0,0,57,0,0,0,25432,0,0,0,0,0,0,0,0,0,0,0,0,0
266.5,0,0,4,0,0,0,46,0,0,0,22329,0,0,0,0,0,0,0,0,0,0,0,0,0
267.5,0,0,3,0,0,0,37,0,0,0,19276,0,0,0,0,0,0,0,0,0,0,0,1,0
268.5,0,0,3,0,0,0,30,0,0,0,16362,0,0,0,0,0,0,0,0,0,0,0,1,0
269.5,0,0,2,0,0,0,24,0,0,0,13654,0,0,0,0,0,0,0,0,0,0,0,2,0
270.5,0,0,2,0,0,0,19,0,0,0,11204,0,0,0,0,0,0,0,0,0,0,0,3,0
271.5,0,0,2,0,0,0,15,0,0,0,9040,0,0,0,0,0,0,0,0,0,0,0,4,0
272.5,0,0,1,0,0,0,12,0,0,0,7172,0,0,0,0,0,0,0,0,0,0,0,6,0
273.5,0,0,1,0,0,0,9,0,0,0,5595,0,0,0,0,0,0,0,0,0,0,0,8,0
274.5,0,0,0,0,0,0,7,0,0,0,4293,0,0,0,0,0,0,0,0,0,0,0,10,0
275.5,0,0,0,0,0,0,6,0,0,0,3239,0,0,0,0,0,0,0,0,0,0,0,14,0
276.5,0,0,0,0,0,0,4,0,0,0,2404,0,0,0,0,0,0,0,0,0,0,0,19,0
277.5,0,0,0,0,0,0,3,0,0,0,1755,0,0,0,0,0,0,0,0,0,0,0,24,0
278.5,0,0,0,0,0,0,3,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,31,0
279.5,0,0,0,0,0,0,2,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,40,0
280.5,0,0,0,0,0,0,2,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,51,0
281.5,0,0,0,0,0,0,1,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,64,0
282.5,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,79,0
283.5,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,97,0
284.5,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,117,0
285.5,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,140,0
286.5,3,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,166,0
287.5,5,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,194,0
288.5,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,224,0
289.5,17,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,255,0
290.5,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,287,0
291.5,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,320,0
292.5,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,352,0
293.5,151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,382,0
294.5,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0
295.5,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0
296.5,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0
297.5,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0
298.5,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0
299.5,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0
300.5,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0
301.5,4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0
302.5,6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0
303.5,8434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0
304.5,11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0
305.5,14693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0
306.5,18800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0
307.5,23563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0
308.5,28931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0
309.5,34799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
310.5,41006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0
311.5,47339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0
312.5,53546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0
313.5,59342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0
314.5,64439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0
315.5,68565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
316.5,71490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
317.5,73043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
318.5,73133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
319.5,71758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
320.5,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0
321.5,65021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0
322.5,60048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0
323.5,54348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,11,0
324.5,48206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,8,0
325.5,41905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,6,0
326.5,35700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,4,0
327.5,29806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,3,0
328.5,24387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,2,0
329.5,19554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,1,0
330.5,15365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,0,0,0,0,0,0,0
331.5,11831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3239,0,0,0,0,0,0,0
332.5,8927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5253,0,0,0,0,0,0,0
333.5,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,0,0,0,0,0,0,0
334.5,4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,0,0,0,0,0,0,0
335.5,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18187,0,0,0,0,0,0,0
336.5,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25656,0,0,0,0,0,0,0
337.5,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34942,0,0,0,0,0,0,0
338.5,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45944,0,0,0,0,0,0,0
339.5,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58320,0,0,0,0,0,0,0
340.5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71462,0,0,0,0,0,0,0
341.5,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84526,0,0,0,0,0,0,0
342.5,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96506,0,0,0,0,0,0,0
343.5,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106352,0,0,0,0,0,0,0
344.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113126,0,0,0,0,0,0,0
345.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116143,0,0,0,0,0,0,0
346.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115089,0,0,0,0,0,0,0
347.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110075,0,0,0,0,0,0,0
348.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101615,0,0,0,0,0,0,0
349.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90540,0,0,0,0,0,0,0
350.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77866,0,0,0,0,0,0,0
351.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64637,0,0,0,0,0,0,0
352.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51792,0,0,0,0,0,0,0
353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40058,0,0,0,0,0,0,0
354.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29908,0,0,0,0,0,0,0
355.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21556,0,0,0,0,0,0,0
356.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14999,0,0,0,0,0,0,0
357.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10075,0,0,0,0,0,0,0
358.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6534,0,0,0,0,0,0,0
359.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,0,0,0,0,0,0,0
360.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474,0,0,0,0,0,0,0
361.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0
362.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0
363.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0
364.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0
365.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0
366.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
367.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
368.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
369.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
370.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
371.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
