particle_size,1_25_1_00,1_25_1_01,1_25_1_02,1_25_2_00,1_25_2_01,1_25_2_02,2_25_1_00,2_25_1_01,2_25_1_02,2_25_2_00,2_25_2_01,2_25_2_02,3_25_1_00,3_25_1_01,3_25_1_02,3_25_2_00,3_25_2_01,3_25_2_02,4_25_1_00,4_25_1_01,4_25_1_02,4_25_2_00,4_25_2_01,4_25_2_02
429.5,0,12169,6760,21195,226,9538,1769,81074,1284,38900,90147,22434,76101,11702,3,41820,19797,12,6482,292,65474,7136,694,12727
430.5,0,12186,5982,19736,193,8099,1620,80923,1300,35441,83548,18940,77048,11327,2,42981,18957,8,6719,243,62069,5018,746,11472
431.5,0,12212,5286,18338,164,6834,1484,80575,1321,32271,77161,15893,77914,10966,1,44104,18132,6,6971,201,58718,3475,803,10324
432.5,0,12247,4665,17001,140,5730,1360,80027,1347,29370,71011,13254,78692,10619,0,45177,17323,4,7238,166,55435,2369,866,9278
433.5,0,12291,4111,15726,118,4775,1247,79280,1378,26718,65118,10986,79377,10285,0,46190,16531,3,7521,137,52231,1591,935,8326
434.5,0,12345,3618,14513,100,3954,1144,78338,1414,24298,59497,9051,79965,9965,0,47132,15756,2,7820,113,49117,1052,1012,7462
435.5,0,12409,3180,13363,84,3253,1049,77204,1456,22092,54163,7412,80449,9657,0,47992,14999,1,8135,92,46102,685,1095,6679
436.5,0,12482,2792,12276,71,2660,963,75883,1504,20082,49123,6034,80826,9362,0,48760,14262,0,8467,76,43194,439,1187,5971
437.5,0,12566,2449,11250,59,2161,884,74384,1558,18254,44385,4883,81092,9080,0,49425,13544,0,8816,62,40399,278,1287,5333
438.5,0,12660,2145,10286,50,1744,811,72717,1619,16593,39952,3929,81243,8809,0,49977,12847,0,9182,50,37721,173,1396,4758
439.5,0,12765,1877,9382,41,1399,745,70890,1687,15085,35822,3142,81276,8550,0,50407,12171,0,9566,41,35163,106,1515,4241
440.5,0,12880,1641,8537,34,1115,684,68917,1763,13716,31994,2499,81188,8302,0,50707,11515,0,9967,33,32728,64,1645,3776
441.5,0,13006,1434,7749,29,883,627,66811,1847,12474,28461,1976,80978,8066,0,50868,10881,0,10386,27,30417,38,1786,3360
442.5,0,13144,1251,7017,24,695,576,64585,1940,11349,25217,1553,80643,7840,0,50885,10269,0,10823,21,28230,22,1938,2988
443.5,0,13293,1091,6338,19,543,528,62256,2043,10329,22252,1214,80185,7624,0,50754,9680,0,11278,17,26164,13,2104,2655
444.5,0,13454,951,5711,16,422,484,59838,2156,9406,19554,944,79601,7418,0,50470,9112,0,11750,14,24220,7,2282,2358
445.5,0,13627,828,5134,13,325,443,57347,2280,8571,17112,730,78893,7222,0,50032,8567,0,12239,11,22393,4,2474,2093
446.5,0,13813,720,4603,11,250,406,54801,2417,7815,14910,561,78063,7035,0,49439,8043,0,12746,9,20681,2,2680,1857
447.5,0,14011,626,4117,9,190,372,52214,2567,7130,12936,429,77112,6858,0,48695,7543,0,13270,7,19081,1,2901,1648
448.5,0,14222,544,3673,7,144,340,49603,2731,6511,11175,326,76043,6689,0,47802,7064,0,13810,6,17587,0,3137,1461
449.5,0,14446,472,3268,6,108,310,46984,2911,5951,9610,247,74858,6529,0,46765,6607,0,14365,4,16196,0,3388,1296
450.5,0,14684,410,2901,5,81,283,44371,3108,5444,8227,186,73563,6377,0,45592,6171,0,14936,3,14903,0,3655,1149
451.5,0,14935,355,2569,4,60,258,41780,3322,4985,7011,139,72161,6232,0,44291,5757,0,15520,3,13704,0,3937,1018
452.5,0,15200,308,2269,3,44,235,39223,3557,4570,5947,103,70658,6096,0,42873,5364,0,16118,2,12593,0,4234,903
453.5,0,15480,266,2000,3,33,214,36712,3812,4195,5021,77,69060,5967,0,41347,4991,0,16728,2,11565,0,4545,801
454.5,0,15774,231,1757,2,24,194,34260,4090,3855,4219,56,67372,5845,0,39728,4638,0,17348,1,10617,0,4871,710
455.5,0,16083,199,1541,2,17,176,31877,4392,3546,3528,41,65602,5730,0,38029,4304,0,17978,1,9742,0,5210,630
456.5,0,16407,172,1348,1,12,159,29570,4720,3267,2935,30,63756,5621,0,36263,3989,0,18615,0,8936,0,5561,559
457.5,0,16745,149,1176,1,9,144,27349,5077,3014,2430,22,61842,5519,0,34446,3693,0,19259,0,8195,0,5923,497
458.5,0,17100,128,1023,0,6,130,25219,5463,2785,2002,16,59869,5423,0,32592,3414,0,19907,0,7514,0,6295,441
459.5,0,17469,111,888,0,4,117,23186,5880,2576,1640,11,57843,5334,0,30716,3153,0,20558,0,6889,0,6673,392
460.5,0,17855,96,769,0,3,105,21253,6331,2387,1337,8,55774,5250,0,28832,2908,0,21209,0,6315,0,7057,349
461.5,0,18255,82,665,0,2,95,19424,6817,2216,1084,6,53669,5171,0,26956,2678,0,21858,0,5790,0,7445,310
462.5,0,18672,71,573,0,2,85,17699,7341,2060,875,4,51538,5099,0,25099,2464,0,22502,0,5309,0,7832,276
463.5,0,19103,61,492,0,1,76,16080,7904,1918,702,3,49388,5031,0,23275,2264,0,23141,0,4869,0,8217,246
464.5,0,19551,52,422,0,0,67,14566,8508,1789,560,2,47228,4968,0,21495,2078,0,23770,0,4467,0,8597,220
465.5,0,20013,45,361,0,0,60,13156,9154,1671,444,1,45066,4911,0,19769,1905,0,24388,0,4099,0,8968,196
466.5,0,20490,39,309,0,0,53,11847,9845,1564,350,0,42911,4858,0,18107,1744,0,24992,0,3763,0,9328,175
467.5,0,20982,33,263,0,0,47,10638,10581,1467,275,0,40770,4810,0,16515,1595,0,25578,0,3456,0,9672,157
468.5,0,21488,28,223,0,0,42,9524,11363,1378,214,0,38650,4766,0,14999,1457,0,26145,0,3176,0,9998,141
469.5,0,22008,24,189,0,0,37,8502,12193,1296,166,0,36559,4727,0,13566,1329,0,26690,0,2921,0,10302,126
470.5,0,22541,21,160,0,0,32,7568,13071,1222,128,0,34504,4692,0,12218,1212,0,27209,0,2688,0,10581,113
471.5,0,23085,18,135,0,0,28,6717,13996,1154,98,0,32490,4661,0,10957,1103,0,27700,0,2475,0,10831,102
472.5,0,23642,15,114,0,0,25,5945,14969,1092,75,0,30523,4635,0,9785,1004,0,28161,0,2281,0,11051,92
473.5,0,24208,13,96,0,0,21,5247,15989,1036,56,0,28609,4612,0,8701,912,0,28589,0,2104,0,11237,82
474.5,0,24784,11,80,0,0,19,4618,17054,984,42,0,26752,4593,0,7705,828,0,28980,0,1942,0,11387,74
475.5,0,25367,9,67,0,0,16,4053,18163,936,32,0,24957,4577,0,6794,751,0,29334,0,1795,0,11499,67
476.5,0,25957,8,56,0,0,14,3547,19312,893,23,0,23226,4566,0,5965,680,0,29647,0,1660,0,11572,61
477.5,0,26551,7,47,0,0,12,3096,20499,853,17,0,21564,4558,0,5215,616,0,29917,0,1537,0,11604,55
478.5,0,27149,6,39,0,0,10,2694,21720,816,13,0,19972,4553,0,4540,557,0,30142,0,1425,0,11594,50
479.5,0,27748,5,32,0,0,9,2339,22970,782,9,0,18452,4552,0,3936,503,0,30321,0,1322,0,11543,45
480.5,0,28346,4,27,0,0,7,2025,24244,752,7,0,17005,4554,0,3397,454,0,30452,0,1229,0,11451,41
481.5,0,28941,3,22,0,0,6,1748,25536,723,5,0,15633,4560,0,2921,410,0,30533,0,1143,0,11318,38
482.5,0,29531,3,18,0,0,5,1505,26839,698,3,0,14336,4568,0,2500,369,0,30564,0,1065,0,11146,34
483.5,0,30113,2,15,0,0,5,1293,28146,674,2,0,13113,4580,0,2131,332,0,30542,0,993,0,10936,31
484.5,0,30684,2,12,0,0,4,1107,29448,652,2,0,11963,4595,0,1809,299,0,30469,0,928,0,10691,29
485.5,0,31242,2,10,0,0,3,946,30737,632,1,0,10887,4613,0,1530,269,0,30344,0,868,0,10414,26
486.5,0,31783,1,8,0,0,3,806,32004,614,0,0,9881,4633,0,1288,242,0,30165,0,813,0,10106,24
487.5,0,32305,1,7,0,0,2,685,33239,597,0,0,8945,4657,0,1080,217,0,29935,0,762,0,9771,22
488.5,0,32805,0,6,0,0,2,581,34432,582,0,0,8076,4684,0,902,195,0,29653,0,716,0,9413,20
489.5,0,33279,0,5,0,0,2,491,35573,568,0,0,7273,4713,0,750,175,0,29320,0,674,0,9035,19
490.5,0,33724,0,4,0,0,1,415,36653,555,0,0,6532,4745,0,621,157,0,28937,0,635,0,8641,17
491.5,0,34137,0,3,0,0,1,349,37660,544,0,0,5850,4780,0,513,141,0,28506,0,599,0,8233,16
492.5,0,34515,0,2,0,0,0,293,38585,533,0,0,5226,4817,0,421,126,0,28028,0,566,0,7817,15
493.5,0,34854,0,2,0,0,0,245,39418,524,0,0,4655,4857,0,345,113,0,27506,0,536,0,7395,14
494.5,0,35151,0,2,0,0,0,205,40151,515,0,0,4136,4900,0,281,101,0,26942,0,508,0,6970,13
495.5,0,35404,0,1,0,0,0,171,40775,507,0,0,3664,4945,0,229,90,0,26337,0,482,0,6547,12
496.5,0,35608,0,1,0,0,0,142,41282,500,0,0,3237,4992,0,185,81,0,25696,0,459,0,6128,11
497.5,0,35762,0,0,0,0,0,118,41667,494,0,0,2852,5041,0,149,72,0,25020,0,437,0,5715,10
498.5,0,35862,0,0,0,0,0,98,41923,488,0,0,2506,5093,0,120,65,0,24312,0,417,0,5312,10
499.5,0,35907,0,0,0,0,0,81,42046,483,0,0,2196,5147,0,96,58,0,23577,0,399,0,4920,9
500.5,0,35893,0,0,0,0,0,67,42034,479,0,0,1918,5204,0,76,52,0,22817,0,382,0,4542,8
501.5,0,35820,0,0,0,0,0,55,41884,475,0,0,1671,5262,0,61,46,0,22036,0,366,0,4179,8
502.5,0,35686,0,0,0,0,0,45,41597,472,0,0,1452,5322,0,48,41,0,21236,0,352,0,3832,7
503.5,0,35490,0,0,0,0,0,37,41175,469,0,0,1257,5384,0,38,37,0,20423,0,339,0,3503,7
504.5,0,35230,0,0,0,0,0,30,40619,466,0,0,1086,5448,0,30,33,0,19599,0,326,0,3191,7
505.5,0,34907,0,0,0,0,0,25,39934,464,0,0,935,5514,0,23,29,0,18767,0,315,0,2898,6
506.5,0,34521,0,0,0,0,0,20,39125,462,0,0,803,5581,0,18,26,0,17931,0,305,0,2624,6
507.5,0,34071,0,0,0,0,0,16,38201,461,0,0,688,5650,0,14,23,0,17096,0,295,0,2368,5
508.5,0,33560,0,0,0,0,0,13,37167,460,0,0,587,5720,0,11,21,0,16262,0,286,0,2131,5
509.5,0,32988,0,0,0,0,0,11,36034,459,0,0,500,5791,0,9,19,0,15435,0,278,0,1912,5
510.5,0,32357,0,0,0,0,0,9,34812,458,0,0,424,5864,0,7,17,0,14617,0,271,0,1710,5
511.5,0,31670,0,0,0,0,0,7,33511,458,0,0,359,5938,0,5,15,0,13811,0,264,0,1526,4
512.5,0,30930,0,0,0,0,0,6,32143,458,0,0,303,6013,0,4,13,0,13019,0,258,0,1357,4
513.5,0,30138,0,0,0,0,0,5,30719,458,0,0,255,6088,0,3,12,0,12245,0,252,0,1204,4
514.5,0,29300,0,0,0,0,0,4,29251,457,0,0,214,6164,0,2,11,0,11489,0,247,0,1066,4
515.5,0,28419,0,0,0,0,0,3,27751,457,0,0,179,6241,0,2,10,0,10755,0,242,0,941,4
516.5,0,27499,0,0,0,0,0,2,26232,458,0,0,149,6318,0,1,9,0,10044,0,238,0,828,3
517.5,0,26544,0,0,0,0,0,2,24704,458,0,0,124,6396,0,1,8,0,9357,0,234,0,727,3
518.5,0,25559,0,0,0,0,0,1,23179,458,0,0,103,6473,0,0,7,0,8697,0,231,0,637,3
519.5,0,24550,0,0,0,0,0,1,21667,458,0,0,85,6551,0,0,6,0,8063,0,228,0,557,3
520.5,0,23521,0,0,0,0,0,0,20178,458,0,0,70,6628,0,0,5,0,7457,0,226,0,486,3
521.5,0,22477,0,0,0,0,0,0,18721,457,0,0,58,6705,0,0,5,0,6880,0,223,0,423,3
522.5,0,21423,0,0,0,0,0,0,17304,457,0,0,47,6781,0,0,4,0,6332,0,221,0,368,3
523.5,0,20365,0,0,0,0,0,0,15933,456,0,0,38,6856,0,0,4,0,5813,0,220,0,319,2
524.5,0,19308,0,0,0,0,0,0,14616,456,0,0,31,6931,0,0,4,0,5323,0,219,0,276,2
525.5,0,18255,0,0,0,0,0,0,13356,455,0,0,25,7004,0,0,3,0,4862,0,218,0,238,2
526.5,0,17213,0,0,0,0,0,0,12159,453,0,0,21,7076,0,0,3,0,4430,0,217,0,206,2
527.5,0,16185,0,0,0,0,0,0,11027,452,0,0,17,7147,0,0,3,0,4025,0,217,0,177,2
528.5,0,15176,0,0,0,0,0,0,9962,450,0,0,13,7216,0,0,2,0,3648,0,217,0,152,2
529.5,0,14190,0,0,0,0,0,0,8965,448,0,0,11,7283,0,0,2,0,3298,0,217,0,131,2
530.5,0,13229,0,0,0,0,0,0,8037,445,0,0,9,7348,0,0,2,0,2974,0,218,0,112,2
531.5,0,12298,0,0,0,0,0,0,7177,442,0,0,7,7410,0,0,2,0,2674,0,218,0,96,2
532.5,0,11399,0,0,0,0,0,0,6385,439,0,0,5,7470,0,0,2,0,2399,0,220,0,82,2
533.5,0,10535,0,0,0,0,0,0,5658,435,0,0,4,7528,0,0,1,0,2146,0,221,0,70,2
534.5,0,9707,0,0,0,0,0,0,4995,431,0,0,3,7583,0,0,1,0,1914,0,223,0,60,2
535.5,0,8917,0,0,0,0,0,0,4392,427,0,0,3,7634,0,0,1,0,1703,0,225,0,51,1
536.5,0,8167,0,0,0,0,0,0,3848,422,0,0,2,7683,0,0,1,0,1511,0,227,0,44,1
537.5,0,7458,0,0,0,0,0,0,3357,416,0,0,2,7728,0,0,0,0,1337,0,229,0,37,1
538.5,0,6789,0,0,0,0,0,0,2918,410,0,0,1,7769,0,0,0,0,1180,0,232,0,32,1
539.5,0,6161,0,0,0,0,0,0,2527,404,0,0,1,7807,0,0,0,0,1039,0,235,0,27,1
540.5,0,5573,0,0,0,0,0,0,2179,397,0,0,0,7841,0,0,0,0,912,0,238,0,23,1
541.5,0,5026,0,0,0,0,0,0,1872,389,0,0,0,7870,0,0,0,0,798,0,242,0,20,1
542.5,0,4518,0,0,0,0,0,0,1602,382,0,0,0,7896,0,0,0,0,696,0,246,0,17,1
543.5,0,4049,0,0,0,0,0,0,1366,374,0,0,0,7917,0,0,0,0,606,0,250,0,14,1
544.5,0,3617,0,0,0,0,0,0,1160,365,0,0,0,7934,0,0,0,0,526,0,255,0,12,0
545.5,0,3221,0,0,0,0,0,0,981,356,0,0,0,7946,0,0,0,0,455,0,260,0,10,0
546.5,0,2858,0,0,0,0,0,0,827,347,0,0,0,7953,0,0,0,0,393,0,265,0,9,0
547.5,0,2529,0,0,0,0,0,0,694,337,0,0,0,7955,0,0,0,0,338,0,271,0,8,0
548.5,0,2230,0,0,0,0,0,0,580,327,0,0,0,7953,0,0,0,0,290,0,277,0,6,0
549.5,0,1960,0,0,0,0,0,0,483,317,0,0,0,7945,0,0,0,0,248,0,284,0,5,0
550.5,0,1717,0,0,0,0,0,0,401,306,0,0,0,7933,0,0,0,0,212,0,290,0,5,0
551.5,0,1499,0,0,0,0,0,0,331,295,0,0,0,7915,0,0,0,0,180,0,298,0,4,0
552.5,0,1305,0,0,0,0,0,0,273,285,0,0,0,7892,0,0,0,0,153,0,305,0,3,0
553.5,0,1132,0,0,0,0,0,0,224,273,0,0,0,7864,0,0,0,0,129,0,313,0,3,0
554.5,0,978,0,0,0,0,0,0,183,262,0,0,0,7831,0,0,0,0,109,0,322,0,3,0
555.5,0,843,0,0,0,0,0,0,149,251,0,0,0,7792,0,0,0,0,92,0,331,0,2,0
556.5,0,724,0,0,0,0,0,0,120,240,0,0,0,7748,0,0,0,0,77,0,340,0,2,0
557.5,0,619,0,0,0,0,0,0,97,229,0,0,0,7699,0,0,0,0,64,0,350,0,2,0
558.5,0,528,0,0,0,0,0,0,78,218,0,0,0,7645,0,0,0,0,54,0,361,0,1,0
559.5,0,449,0,0,0,0,0,0,63,207,0,0,0,7586,0,0,0,0,45,0,372,0,1,0
560.5,0,380,0,0,0,0,0,0,50,196,0,0,0,7522,0,0,0,0,37,0,384,0,1,0
561.5,0,321,0,0,0,0,0,0,40,185,0,0,0,7452,0,0,0,0,31,0,396,0,0,0
562.5,0,270,0,0,0,0,0,0,32,174,0,0,0,7378,0,0,0,0,25,0,409,0,0,0
563.5,0,227,0,0,0,0,0,0,25,164,0,0,0,7299,0,0,0,0,21,0,423,0,0,0
564.5,0,189,0,0,0,0,0,0,20,154,0,0,0,7216,0,0,0,0,17,0,437,0,0,0
565.5,0,158,0,0,0,0,0,0,15,144,0,0,0,7128,0,0,0,0,14,0,452,0,0,0
566.5,0,131,0,0,0,0,0,0,12,135,0,0,0,7035,0,0,0,0,11,0,468,0,0,0
567.5,0,108,0,0,0,0,0,0,9,125,0,0,0,6939,0,0,0,0,9,0,484,0,0,0
568.5,0,89,0,0,0,0,0,0,7,117,0,0,0,6838,0,0,0,0,7,0,502,0,0,0
569.5,0,73,0,0,0,0,0,0,6,108,0,0,0,6733,0,0,0,0,6,0,520,0,0,0
570.5,0,60,0,0,0,0,0,0,4,100,0,0,0,6625,0,0,0,0,5,0,539,0,0,0
571.5,0,49,0,0,0,0,0,0,3,92,0,0,0,6513,0,0,0,0,4,0,559,0,0,0
572.5,0,40,0,0,0,0,0,0,2,85,0,0,0,6398,0,0,0,0,3,0,580,0,0,0
573.5,0,32,0,0,0,0,0,0,2,78,0,0,0,6280,0,0,0,0,2,0,602,0,0,0
574.5,0,26,0,0,0,0,0,0,1,71,0,0,0,6159,0,0,0,0,2,0,624,0,0,0
575.5,0,21,0,0,0,0,0,0,1,65,0,0,0,6036,0,0,0,0,2,0,648,0,0,0
576.5,0,17,0,0,0,0,0,0,0,59,0,0,0,5910,0,0,0,0,1,0,673,0,0,0
577.5,0,13,0,0,0,0,0,0,0,54,0,0,0,5782,0,0,0,0,0,0,700,0,0,0
578.5,0,11,0,0,0,0,0,0,0,49,0,0,0,5651,0,0,0,0,0,0,727,0,0,0
579.5,0,8,0,0,0,0,0,0,0,44,0,0,0,5520,0,0,0,0,0,0,756,0,0,0
580.5,0,7,0,0,0,0,0,0,0,40,0,0,0,5386,0,0,0,0,0,0,786,0,0,0
581.5,0,5,0,0,0,0,0,0,0,36,0,0,0,5252,0,0,0,0,0,0,817,0,0,0
582.5,0,4,0,0,0,0,0,0,0,32,0,0,0,5116,0,0,0,0,0,0,849,0,0,0
583.5,0,3,0,0,0,0,0,0,0,29,0,0,0,4980,0,0,0,0,0,0,883,0,0,0
584.5,0,3,0,0,0,0,0,0,0,26,0,0,0,4843,0,0,0,0,0,0,919,0,0,0
585.5,0,2,0,0,0,0,0,0,0,23,0,0,0,4706,0,0,0,0,0,0,955,0,0,0
586.5,0,2,0,0,0,0,0,0,0,20,0,0,0,4569,0,0,0,0,0,0,994,0,0,0
587.5,0,1,0,0,0,0,0,0,0,18,0,0,0,4432,0,0,0,0,0,0,1034,0,0,0
588.5,0,0,0,0,0,0,0,0,0,16,0,0,0,4295,0,0,0,0,0,0,1076,0,0,0
589.5,0,0,0,0,0,0,0,0,0,14,0,0,0,4159,0,0,0,0,0,0,1119,0,0,0
590.5,0,0,0,0,0,0,0,0,0,12,0,0,0,4023,0,0,0,0,0,0,1164,0,0,0
591.5,0,0,0,0,0,0,0,0,0,11,0,0,0,3889,0,0,0,0,0,0,1211,0,0,0
592.5,0,0,0,0,0,0,0,0,0,9,0,0,0,3756,0,0,0,0,0,0,1259,0,0,0
593.5,0,0,0,0,0,0,0,0,0,8,0,0,0,3624,0,0,0,0,0,0,1310,0,0,0
594.5,0,0,0,0,0,0,0,0,0,7,0,0,0,3493,0,0,0,0,0,0,1362,0,0,0
595.5,0,0,0,0,0,0,0,0,0,6,0,0,0,3365,0,0,0,0,0,0,1417,0,0,0
596.5,0,0,0,0,0,0,0,0,0,5,0,0,0,3238,0,0,0,0,0,0,1473,0,0,0
597.5,0,0,0,0,0,0,0,0,0,5,0,0,0,3113,0,0,0,0,0,0,1531,0,0,0
598.5,0,0,0,0,0,0,0,0,0,4,0,0,0,2990,0,0,0,0,0,0,1592,0,0,0
599.5,0,0,0,0,0,0,0,0,0,3,0,0,0,2870,0,0,0,0,0,0,1654,0,0,0
600.5,0,0,0,0,0,0,0,0,0,3,0,0,0,2752,0,0,0,0,0,0,1719,0,0,0
601.5,0,0,0,0,0,0,0,0,0,2,0,0,0,2636,0,0,0,0,0,0,1785,0,0,0
602.5,0,0,0,0,0,0,0,0,0,2,0,0,0,2523,0,0,0,0,0,0,1854,0,0,0
603.5,0,0,0,0,0,0,0,0,0,2,0,0,0,2413,0,0,0,0,0,0,1925,0,0,0
604.5,0,0,0,0,0,0,0,0,0,1,0,0,0,2305,0,0,0,0,0,0,1998,0,0,0
605.5,0,0,0,0,0,0,0,0,0,1,0,0,0,2200,0,0,0,0,0,0,2073,0,0,0
606.5,0,0,0,0,0,0,0,0,0,1,0,0,0,2098,0,0,0,0,0,0,2151,0,0,0
607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0,0,0,0,0,2230,0,0,0
608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1903,0,0,0,0,0,0,2312,0,0,0
609.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,0,0,2396,0,0,0
610.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0,0,0,0,0,0,2482,0,0,0
611.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,0,0,0,0,0,0,2570,0,0,0
612.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1548,0,0,0,0,0,0,2660,0,0,0
613.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,0,0,0,0,0,0,2752,0,0,0
614.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,0,0,0,0,0,0,2846,0,0,0
615.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,2941,0,0,0
616.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,0,0,0,0,0,3039,0,0,0
617.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,0,0,0,0,0,0,3138,0,0,0
618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,0,0,0,0,3239,0,0,0
619.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,0,0,0,0,3342,0,0,0
620.5,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,3446,0,0,0
621.5,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,3551,0,0,0
622.5,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0,0,0,3657,0,0,0
623.5,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,3765,0,0,0
624.5,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,3873,0,0,0
625.5,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,3982,0,0,0
626.5,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,4091,0,0,0
627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,4201,0,0,0
628.5,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,4311,0,0,0
629.5,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,4422,0,0,0
630.5,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,4532,0,0,0
631.5,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,4641,0,0,0
632.5,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,4750,0,0,0
633.5,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,4858,0,0,0
634.5,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,4965,0,1,0
635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,5071,0,1,0
636.5,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,5175,0,1,0
637.5,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,5277,0,2,0
638.5,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,5377,0,2,0
639.5,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,5475,0,2,0
640.5,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,5571,0,2,0
641.5,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,5663,0,3,0
642.5,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,5753,0,3,0
643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,5839,0,4,0
644.5,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,5921,1,5,0
645.5,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,6000,2,5,0
646.5,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,6075,2,6,0
647.5,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,6145,4,7,0
648.5,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,6211,6,9,0
649.5,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,6272,9,10,0
650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,6329,14,12,0
651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,6380,21,14,0
652.5,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,6426,31,17,0
653.5,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,6466,46,20,0
654.5,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,1,0,0,0,0,6501,68,23,0
655.5,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,0,0,0,0,6529,99,27,0
656.5,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,0,0,0,0,6552,142,32,0
657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2,0,0,0,0,6569,203,38,0
658.5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,6580,286,45,0
659.5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,4,0,0,0,0,6584,401,53,0
660.5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,5,0,0,0,0,6583,557,62,0
661.5,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,6,0,0,0,0,6575,765,74,0
662.5,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,7,0,0,0,0,6560,1042,87,0
663.5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,8,0,0,0,0,6539,1404,102,0
664.5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10,0,0,0,0,6512,1874,120,0
665.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12,0,0,0,0,6479,2475,141,0
666.5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,15,0,0,0,0,6439,3237,166,0
667.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,0,0,0,0,6393,4190,194,0
668.5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,6342,5369,228,0
669.5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,0,0,0,6284,6808,267,0
670.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,0,0,0,0,6220,8543,312,0
