particle_size,1_25_1_00,1_25_1_01,1_25_1_02,1_25_2_00,1_25_2_01,1_25_2_02,2_25_1_00,2_25_1_01,2_25_1_02,2_25_2_00,2_25_2_01,2_25_2_02,3_25_1_00,3_25_1_01,3_25_1_02,3_25_2_00,3_25_2_01,3_25_2_02,4_25_1_00,4_25_1_01,4_25_1_02,4_25_2_00,4_25_2_01,4_25_2_02
245.5,0,1101615,278449,824632,473088,589938,364207,578762,245254,1075457,494029,786533,362601,363746,367009,553050,276444,767875,1117305,1602697,763885,783225,465393,862668
246.5,0,1090184,276118,817244,453275,561701,384935,567597,232199,1040755,498981,748027,358123,370473,345175,561737,263552,754740,1082502,1573599,758211,791263,434491,850146
247.5,0,1075573,274091,808923,434980,534408,407443,556724,219900,1004704,505146,711336,353859,377300,324324,570049,251419,741505,1048982,1541297,753572,800805,406402,838132
248.5,0,1057935,272352,799660,418129,508146,431700,546178,208319,967577,512460,676566,349822,384183,304537,577906,240023,728170,1016710,1506008,749924,811747,380894,826650
249.5,0,1037460,270889,789457,402652,482985,457637,535992,197420,929629,520856,643787,346023,391079,285865,585231,229342,714738,985649,1467981,747224,823983,357755,815719
250.5,0,1014369,269686,778328,388477,458985,485141,526196,187169,891094,530260,613036,342470,397942,268338,591947,219353,701211,955764,1427497,745426,837407,336788,805356
251.5,0,988910,268734,766297,375537,436188,514050,516814,177534,852185,540590,584325,339174,404727,251964,597985,210032,687596,927017,1384858,744486,851910,317813,795576
252.5,0,961351,268022,753399,363765,414625,544145,507867,168484,813096,551755,557642,336142,411390,236732,603280,201355,673900,899374,1340385,744359,867380,300665,786391
253.5,0,931974,267538,739679,353098,394313,575145,499374,159992,774002,563652,532955,333382,417885,222621,607770,193296,660132,872800,1294408,744998,883705,285191,777809
254.5,0,901070,267275,725193,343476,375259,606707,491350,152031,735064,576170,510222,330900,424170,209597,611405,185832,646301,847261,1247264,746355,900768,271257,769836
255.5,0,868935,267224,710003,334844,357459,638422,483805,144575,696427,589183,489384,328702,430201,197617,614138,178938,632418,822725,1199288,748380,918451,258736,762474
256.5,0,835861,267377,694180,327149,340899,669819,476748,137600,658224,602554,470380,326791,435938,186633,615934,172589,618493,799161,1150808,751023,936634,247516,755724
257.5,0,802133,267726,677801,320343,325559,700371,470184,131085,620577,616134,453142,325171,441342,176593,616763,166764,604538,776539,1102143,754230,955195,237498,749580
258.5,0,768025,268264,660946,314380,311414,729506,464117,125006,583599,629762,437597,323844,446378,167444,616608,161438,590565,754832,1053592,757947,974010,228589,744037
259.5,0,733794,268985,643701,309218,298432,756617,458546,119344,547395,643268,423674,322812,451014,159131,615460,156590,576585,734012,1005438,762115,992958,220709,739084
260.5,0,699682,269882,626154,304820,286579,781085,453469,114080,512063,656472,411301,322075,455219,151601,613318,152199,562609,714056,957939,766673,1011913,213787,734709
261.5,0,665906,270947,608391,301152,275817,802294,448883,109195,477695,669188,400410,321632,458967,144800,610191,148245,548649,694938,911328,771559,1030752,207758,730896
262.5,0,632663,272175,590500,298181,266108,819656,444780,104671,444375,681225,390934,321481,462237,138679,606100,144709,534716,676638,865814,776707,1049354,202566,727627
263.5,0,600126,273558,572566,295880,257415,832636,441152,100493,412182,692391,382809,321621,465011,133189,601070,141573,520819,659135,821575,782048,1067598,198163,724878
264.5,0,568445,275089,554673,294222,249699,840779,437989,96645,381188,702499,375976,322047,467273,128285,595136,138820,506969,642408,778765,787510,1085366,194507,722627
265.5,0,537745,276760,536900,293185,242923,843723,435278,93111,351458,711364,370380,322754,469013,123924,588343,136435,493176,626438,737509,793020,1102541,191562,720846
266.5,0,508128,278563,519320,292747,237053,841230,433006,89878,323048,718815,365967,323736,470226,120068,580738,134403,479449,611209,697906,798501,1119011,189298,719504
267.5,0,479674,280489,502003,292891,232054,833191,431157,86934,296005,724691,362692,324985,470909,116679,572376,132711,465797,596704,660031,803873,1134666,187690,718568
268.5,0,452444,282529,485012,293599,227896,819641,429713,84265,270369,728851,360509,326494,471064,113724,563317,131346,452228,582906,623936,809057,1149399,186717,718003
269.5,0,426479,284672,468405,294856,224552,800759,428655,81862,246168,731174,359377,328251,470695,111171,553625,130296,438752,569801,589652,813969,1163107,186366,717770
270.5,0,401803,286907,452232,296649,221995,776860,427962,79714,223417,731564,359257,330247,469810,108992,543365,129552,425375,557374,557189,818526,1175689,186625,717828
271.5,0,378423,289222,436537,298963,220204,748389,427611,77811,202125,729950,360111,332467,468423,107161,532606,129102,412106,545611,526543,822645,1187048,187488,718135
272.5,0,356336,291604,421359,301789,219159,715899,427578,76145,182284,726292,361905,334897,466546,105654,521417,128939,398954,534499,497694,826243,1197091,188952,718644
273.5,0,335524,294038,406728,305113,218841,680028,427836,74709,163880,720577,364602,337522,464196,104447,509866,129052,385927,524024,470610,829236,1205728,191019,719308
274.5,0,315963,296510,392670,308926,219237,641475,428357,73497,146886,712823,368167,340323,461394,103520,498023,129435,373033,514173,445246,831545,1212871,193691,720076
275.5,0,297617,299002,379206,313215,220332,600969,429112,72503,131263,703078,372561,343281,458158,102854,485954,130080,360281,504935,421553,833090,1218439,196978,720898
276.5,0,280446,301497,366349,317969,222116,559245,430068,71722,116967,691417,377745,346374,454513,102430,473723,130980,347679,496297,399472,833799,1222350,200888,721722
277.5,0,264406,303976,354109,323176,224578,517014,431192,71151,103942,677941,383675,349580,450480,102230,461392,132126,335238,488247,378941,833600,1224530,205437,722492
278.5,0,249446,306419,342490,328823,227709,474940,432449,70787,92129,662777,390302,352873,446086,102238,449019,133513,322966,480772,359893,832429,1224907,210638,723154
279.5,0,235517,308807,331495,334894,231497,433625,433802,70629,81460,646069,397572,356226,441355,102437,436661,135132,310873,473861,342261,830227,1223415,216510,723655
280.5,0,222564,311115,321119,341375,235933,393589,435212,70675,71866,627978,405424,359612,436312,102811,424366,136977,298971,467502,325975,826943,1219994,223073,723938
281.5,0,210535,313324,311358,348246,241006,355267,436639,70927,63273,608681,413790,362999,430984,103343,412183,139039,287268,461684,310967,822532,1214591,230345,723951
282.5,0,199375,315408,302203,355487,246699,318999,438044,71385,55607,588359,422593,366356,425396,104018,400153,141309,275777,456393,297168,816961,1207159,238351,723639
283.5,0,189033,317344,293643,363076,252997,285038,439382,72052,48794,567200,431747,369650,419572,104818,388314,143780,264507,451618,284513,810203,1197661,247110,722952
284.5,0,179458,319109,285667,370986,259879,253549,440613,72930,42761,545394,441154,372846,413537,105728,376699,146440,253471,447346,272937,802242,1186070,256646,721841
285.5,0,170598,320679,278259,379188,267317,224616,441692,74024,37436,523126,450710,375909,407317,106729,365339,149279,242678,443565,262379,793074,1172371,266980,720260
286.5,0,162407,322029,271405,387650,275280,198257,442576,75338,32750,500576,460298,378802,400932,107804,354258,152285,232140,440262,252781,782702,1156560,278130,718164
287.5,0,154838,323136,265089,396336,283730,174431,443223,76877,28640,477916,469794,381489,394407,108935,343477,155445,221866,437423,244087,771142,1138648,290114,715516
288.5,0,147848,323978,259295,405206,292620,153049,443590,78648,25044,455304,479062,383933,387762,110101,333013,158745,211868,435034,236244,758421,1118661,302947,712281
289.5,0,141395,324534,254004,414217,301897,133988,443635,80659,21906,432888,487962,386098,381018,111285,322880,162171,202154,433081,229206,744576,1096640,316636,708427
290.5,0,135440,324783,249201,423321,311498,117097,443319,82916,19172,410800,496347,387946,374194,112467,313088,165704,192734,431548,222927,729653,1072645,331188,703931
291.5,0,129946,324707,244868,432467,321350,102211,442605,85427,16796,389158,504065,389443,367309,113626,303644,169329,183615,430420,217364,713709,1046753,346599,698772
292.5,0,124879,324290,240988,441600,331374,89158,441457,88202,14734,368064,510964,390556,360379,114742,294552,173024,174804,429679,212480,696808,1019058,362860,692939
293.5,0,120207,323518,237543,450662,341479,77760,439843,91249,12948,347602,516895,391252,353420,115795,285814,176772,166309,429307,208240,679026,989673,379952,686422
294.5,0,115899,322379,234517,459591,351566,67847,437735,94577,11401,327845,521712,391502,346447,116766,277430,180549,158132,429286,204612,660441,958727,397847,679221
295.5,0,111927,320865,231894,468322,361529,59255,435108,98194,10064,308849,525279,391279,339475,117636,269395,184334,150279,429594,201566,641142,926367,416504,671341
296.5,0,108264,318970,229656,476789,371254,51829,431941,102109,8908,290654,527470,390559,332516,118386,261707,188103,142752,430210,199077,621220,892755,435870,662793
297.5,0,104887,316691,227789,484924,380623,45426,428219,106331,7910,273292,528176,389323,325582,118999,254358,191834,135553,431110,197121,600771,858066,455880,653595
298.5,0,101772,314031,226275,492656,389514,39918,423929,110868,7049,256781,527306,387554,318683,119461,247340,195501,128681,432269,195676,579894,822488,476452,643768
299.5,0,98898,310992,225100,499915,397803,35187,419068,115724,6306,241126,524791,385239,311831,119757,240645,199081,122136,433661,194725,558688,786217,497491,633342
300.5,0,96246,307582,224247,506633,405368,31130,413632,120906,5665,226328,520587,382371,305034,119875,234262,202548,115915,435257,194249,537254,749456,518884,622351
301.5,0,93797,303812,223703,512740,412089,27655,407629,126418,5112,212377,514674,378947,298299,119806,228182,205878,110015,437025,194235,515690,712411,540504,610832
302.5,0,91533,299697,223450,518171,417853,24681,401067,132261,4636,199257,507061,374967,291636,119544,222391,209048,104431,438935,194668,494094,675288,562207,598828
303.5,0,89440,295254,223474,522862,422557,22140,393961,138435,4225,186947,497785,370438,285050,119082,216879,212035,99158,440950,195537,472560,638294,583833,586385
304.5,0,87502,290501,223760,526757,426107,19969,386333,144937,3872,175421,486910,365371,278548,118421,211632,214816,94189,443035,196831,451178,601624,605210,573552
305.5,0,85705,285463,224291,529800,428426,18119,378207,151760,3569,164649,474526,359781,272135,117560,206638,217371,89518,445150,198540,430031,565471,626149,560380
306.5,0,84037,280163,225052,531945,429452,16544,369614,158896,3309,154600,460748,353688,265817,116504,201883,219681,85136,447256,200654,409200,530012,646454,546921
307.5,0,82485,274629,226027,533151,429139,15206,360587,166332,3086,145241,445710,347115,259596,115259,197353,221728,81036,449310,203165,388758,495413,665916,533231
308.5,0,81037,268888,227200,533385,427465,14074,351164,174051,2897,136537,429566,340091,253477,113834,193036,223498,77208,451268,206065,368769,461821,684324,519362
309.5,0,79685,262971,228552,532623,424423,13120,341385,182032,2737,128454,412483,332647,247464,112240,188917,224978,73643,453085,209345,349294,429369,701462,505370
310.5,0,78417,256908,230068,530849,420030,12323,331294,190250,2604,120955,394640,324817,241559,110490,184984,226156,70332,454715,212996,330383,398169,717113,491306
311.5,0,77224,250729,231729,528055,414322,11663,320937,198675,2493,114007,376217,316639,235765,108599,181222,227025,67266,456111,217008,312081,368315,731069,477224
312.5,0,76099,244466,233517,524244,407354,11124,310360,207272,2404,107576,357400,308151,230083,106583,177618,227578,64435,457225,221372,294425,339879,743128,463174
313.5,0,75032,238148,235413,519429,399199,10695,299611,216003,2334,101630,338367,299395,224515,104461,174159,227813,61830,458009,226076,277444,312918,753102,449202
314.5,0,74016,231806,237398,513629,389946,10364,288739,224822,2282,96137,319293,290413,219062,102251,170832,227730,59441,458417,231108,261161,287465,760819,435356
315.5,0,73045,225469,239452,506876,379697,10125,277790,233682,2247,91066,300341,281247,213726,99971,167625,227329,57261,458403,236454,245592,263537,766131,421676
316.5,0,72111,219165,241556,499207,368566,9970,266812,242531,2228,86390,281661,271940,208506,97640,164524,226616,55280,457921,242097,230746,241137,768914,408203
317.5,0,71209,212918,243688,490669,356675,9896,255850,251311,2224,82081,263387,262535,203404,95277,161517,225597,53491,456931,248020,216628,220248,769071,394972
318.5,0,70334,206756,245828,481316,344150,9900,244948,259964,2236,78113,245637,253073,198419,92902,158593,224282,51886,455393,254202,203235,200844,766540,382016
319.5,0,69479,200699,247956,471208,331120,9981,234147,268426,2264,74464,228512,243595,193551,90530,155741,222681,50458,453271,260622,190561,182883,761290,369363
320.5,0,68641,194768,250051,460409,317715,10138,223486,276633,2307,71111,212094,234139,188799,88179,152948,220806,49202,450532,267253,178596,166318,753328,357040
321.5,0,67815,188984,252092,448991,304060,10374,213001,284519,2367,68032,196447,224741,184164,85865,150206,218673,48111,447151,274069,167326,151089,742692,345069
322.5,0,66998,183362,254058,437024,290277,10691,202725,292018,2444,65209,181618,215438,179644,83602,147503,216296,47180,443104,281039,156732,137133,729462,333467
323.5,0,66185,177917,255930,424586,276480,11094,192687,299064,2540,62624,167638,206259,175239,81404,144830,213693,46406,438375,288130,146794,124382,713748,322252
324.5,0,65374,172663,257688,411752,262773,11587,182913,305592,2655,60261,154524,197236,170946,79282,142179,210882,45784,432955,295306,137490,112764,695694,311434
325.5,0,64563,167609,259314,398599,249252,12179,173426,311539,2793,58104,142278,188394,166766,77248,139541,207881,45311,426839,302528,128796,102207,675474,301023
326.5,0,63748,162765,260789,385204,236003,12876,164245,316849,2954,56139,130893,179757,162695,75311,136908,204708,44987,420030,309757,120685,92636,653289,291026
327.5,0,62928,158139,262097,371639,223098,13688,155386,321464,3142,54355,120351,171345,158734,73478,134274,201384,44808,412539,316947,113132,83980,629360,281447
328.5,0,62102,153735,263223,357977,210599,14627,146862,325338,3360,52739,110626,163177,154879,71759,131634,197926,44775,404381,324055,106110,76168,603929,272288
329.5,0,61268,149559,264151,344286,198559,15705,138681,328426,3611,51281,101686,155268,151130,70157,128980,194355,44888,395582,331034,99591,69131,577249,263548
330.5,0,60425,145613,264870,330630,187018,16937,130850,330692,3899,49971,93494,147628,147484,68679,126310,190688,45148,386170,337834,93548,62803,549580,255224
331.5,0,59573,141898,265368,317070,176005,18337,123373,332107,4229,48801,86011,140269,143939,67329,123619,186943,45556,376183,344407,87955,57123,521187,247314
332.5,0,58710,138416,265636,303661,165542,19924,116250,332651,4606,47763,79194,133197,140493,66110,120905,183139,46116,365663,350704,82785,52032,492331,239811
333.5,0,57838,135165,265667,290452,155642,21715,109480,332312,5037,46850,73000,126416,137144,65026,118166,179291,46829,354659,356674,78012,47476,463266,232709
334.5,0,56957,132145,265453,277489,146309,23731,103061,331084,5529,46056,67386,119929,133891,64079,115401,175416,47701,343222,362268,73613,43403,434237,226000
335.5,0,56066,129354,264992,264812,137543,25993,96985,328975,6089,45376,62310,113736,130730,63271,112609,171528,48736,331409,367439,69564,39767,405472,219675
336.5,0,55166,126789,264282,252454,129335,28523,91247,325996,6726,44805,57729,107836,127659,62603,109792,167641,49939,319281,372141,65841,36526,377180,213726
337.5,0,54258,124447,263322,240444,121675,31344,85838,322171,7451,44338,53606,102226,124676,62079,106950,163769,51316,306899,376329,62424,33639,349553,208141
338.5,0,53343,122326,262114,228806,114546,34478,80748,317528,8275,43972,49902,96902,121778,61698,104087,159922,52873,294326,379963,59292,31072,322757,202912
339.5,0,52422,120421,260662,217560,107931,37949,75966,312106,9210,43704,46581,91857,118964,61462,101204,156112,54617,281628,383005,56427,28793,296936,198026
340.5,0,51496,118729,258971,206719,101808,41779,71482,305948,10270,43532,43612,87085,116231,61373,98306,152349,56555,268867,385422,53809,26772,272209,193474
341.5,0,50566,117245,257048,196294,96155,45987,67284,299106,11472,43454,40964,82578,113576,61432,95397,148640,58694,256107,387184,51424,24984,248672,189243
342.5,0,49633,115967,254901,186292,90950,50591,63359,291634,12832,43467,38610,78329,110997,61641,92481,144994,61041,243407,388266,49254,23406,226396,185323
343.5,0,48700,114890,252539,176713,86169,55606,59695,283592,14369,43572,36524,74328,108492,62000,89564,141417,63603,230827,388650,47286,22017,205430,181703
344.5,0,47766,114009,249975,167559,81788,61043,56278,275045,16103,43767,34684,70565,106058,62510,86651,137915,66387,218420,388322,45507,20800,185803,178372
345.5,0,46834,113321,247219,158826,77784,66905,53098,266057,18057,44053,33069,67032,103693,63175,83748,134493,69398,206238,387272,43904,19739,167523,175318
346.5,0,45905,112822,244285,150507,74135,73191,50141,256696,20254,44429,31661,63718,101395,63993,80862,131155,72641,194327,385497,42467,18819,150583,172532
347.5,0,44979,112507,241187,142595,70818,79892,47395,247031,22720,44896,30444,60614,99161,64967,77997,127903,76120,182729,383002,41185,18029,134959,170001
348.5,0,44060,112372,237937,135080,67813,86991,44848,237128,25482,45454,29404,57711,96989,66097,75162,124741,79835,171479,379794,40048,17359,120614,167716
349.5,0,43147,112413,234552,127950,65101,94461,42489,227053,28569,46107,28529,54997,94876,67383,72361,121670,83786,160611,375887,39050,16800,107502,165666
350.5,0,42242,112625,231045,121193,62662,102265,40306,216872,32009,46854,27808,52464,92822,68824,69601,118691,87970,150150,371300,38182,16345,95568,163841
351.5,0,41346,113003,227432,114796,60480,110357,38289,206647,35833,47697,27234,50103,90822,70420,66887,115805,92380,140117,366057,37437,15988,84750,162231
352.5,0,40461,113543,223727,108744,58539,118679,36428,196435,40071,48640,26798,47904,88876,72166,64226,113012,97007,130529,360187,36811,15726,74982,160825
353.5,0,39586,114239,219945,103022,56825,127163,34714,186291,44755,49684,26496,45859,86980,74060,61622,110311,101837,121397,353723,36297,15554,66194,159613
354.5,0,38724,115086,216101,97616,55323,135732,33136,176267,49915,50832,26323,43959,85134,76096,59080,107702,106851,112727,346700,35892,15471,58317,158586
355.5,0,37875,116078,212208,92510,54023,144300,31687,166408,55579,52088,26277,42197,83335,78267,56605,105183,112026,104522,339159,35592,15477,51279,157733
356.5,0,37039,117207,208279,87689,52912,152773,30358,156756,61776,53454,26355,40564,81581,80562,54200,102754,117333,96781,331141,35393,15573,45012,157044
357.5,0,36217,118467,204327,83138,51982,161051,29142,147348,68529,54935,26559,39054,79870,82970,51869,100412,122739,89499,322692,35292,15759,39447,156509
358.5,0,35411,119849,200364,78843,51223,169030,28031,138216,75860,56533,26888,37660,78200,85476,49614,98155,128204,82667,313858,35289,16040,34521,156117
359.5,0,34620,121346,196402,74789,50628,176605,27021,129386,83786,58252,27346,36374,76570,88060,47440,95982,133682,76275,304685,35380,16419,30171,155857
360.5,0,33845,122946,192451,70962,50189,183673,26103,120881,92319,60096,27935,35192,74978,90703,45346,93889,139123,70309,295221,35566,16904,26340,155719
361.5,0,33087,124639,188520,67349,49901,190132,25274,112719,101465,62070,28661,34107,73421,93377,43335,91875,144470,64755,285515,35845,17502,22974,155692
362.5,0,32345,126413,184619,63937,49759,195888,24527,104913,111223,64177,29529,33114,71899,96055,41408,89936,149663,59597,275613,36217,18222,20023,155764
363.5,0,31619,128256,180755,60712,49758,200855,23858,97473,121583,66420,30546,32208,70410,98703,39565,88070,154636,54815,265562,36682,19075,17440,155922
364.5,0,30911,130153,176935,57664,49894,204959,23264,90404,132530,68805,31721,31385,68952,101285,37806,86274,159321,50393,255408,37240,20075,15185,156156
365.5,0,30220,132089,173167,54781,50163,208139,22739,83709,144035,71334,33062,30639,67524,103760,36131,84546,163649,46310,245193,37892,21239,13217,156452
366.5,0,29545,134048,169454,52052,50564,210347,22282,77386,156064,74011,34580,29969,66125,106087,34540,82882,167548,42549,234962,38639,22583,11505,156796
367.5,0,28888,136011,165802,49466,51092,211554,21888,71432,168569,76839,36286,29368,64752,108218,33031,81280,170949,39088,224752,39481,24131,10015,157176
368.5,0,28248,137960,162215,47016,51746,211745,21555,65841,181493,79820,38193,28836,63405,110108,31602,79736,173784,35909,214602,40420,25905,8721,157578
369.5,0,27625,139874,158696,44690,52523,210924,21280,60603,194771,82958,40313,28367,62083,111707,30254,78248,175990,32994,204547,41458,27934,7598,157987
370.5,0,27018,141734,155247,42482,53421,209112,21063,55710,208324,86253,42661,27961,60785,112968,28982,76813,177511,30324,194619,42594,30251,6624,158388
371.5,0,26428,143516,151870,40383,54438,206343,20900,51149,222066,89706,45250,27613,59509,113845,27787,75428,178296,27882,184848,43831,32890,5781,158766
372.5,0,25855,145199,148566,38386,55571,202669,20791,46908,235903,93318,48096,27323,58254,114295,26665,74090,178306,25650,175260,45169,35893,5050,159106
373.5,0,25297,146760,145336,36484,56816,198154,20733,42973,249732,97088,51212,27087,57019,114279,25615,72797,177514,23612,165880,46610,39304,4417,159393
374.5,0,24756,148175,142179,34670,58171,192871,20728,39329,263443,101013,54614,26905,55804,113765,24634,71546,175901,21754,156730,48153,43175,3869,159610
375.5,0,24230,149420,139094,32939,59631,186905,20772,35963,276922,105091,58315,26774,54608,112728,23719,70334,173466,20061,147828,49800,47560,3394,159743
376.5,0,23720,150474,136082,31286,61191,180345,20867,32858,290052,109317,62328,26694,53429,111152,22870,69158,170219,18519,139190,51551,52521,2983,159775
377.5,0,23224,151314,133140,29705,62846,173286,21012,29999,302714,113686,66662,26662,52267,109031,22082,68017,166185,17115,130830,53404,58123,2627,159692
378.5,0,22743,151918,130267,28192,64589,165822,21207,27372,314790,118190,71327,26679,51122,106369,21355,66906,161403,15839,122759,55358,64437,2319,159478
379.5,0,22277,152267,127461,26743,66410,158049,21452,24962,326163,122820,76328,26742,49993,103182,20685,65825,155925,14678,114985,57413,71535,2052,159120
380.5,0,21824,152341,124718,25354,68302,150061,21747,22754,336722,127566,81666,26852,48879,99500,20071,64771,149814,13624,107516,59564,79496,1820,158603
381.5,0,21386,152126,122037,24022,70252,141946,22093,20734,346363,132414,87339,27008,47780,95359,19511,63741,143146,12666,100357,61809,88395,1618,157915
382.5,0,20961,151607,119414,22743,72249,133788,22491,18889,354988,137351,93338,27210,46695,90809,19002,62733,136003,11797,93509,64142,98310,1443,157045
383.5,0,20548,150772,116846,21516,74278,125663,22941,17205,362512,142359,99650,27456,45624,85910,18543,61746,128477,11007,86974,66560,109313,1291,155982
384.5,0,20149,149614,114331,20337,76323,117641,23444,15671,368859,147420,106252,27747,44567,80726,18132,60776,120662,10291,80752,69054,121467,1159,154717
385.5,0,19762,148126,111864,19204,78368,109781,24001,14275,373969,152513,113117,28082,43524,75328,17768,59823,112654,9641,74840,71617,134827,1044,153242
386.5,0,19388,146309,109442,18116,80391,102137,24614,13006,377793,157616,120207,28462,42493,69793,17449,58883,104549,9051,69234,74240,149427,943,151552
387.5,0,19025,144162,107062,17071,82374,94752,25283,11852,380299,162705,127476,28887,41476,64196,17173,57957,96443,8517,63931,76914,165280,855,149643
388.5,0,18674,141691,104720,16067,84293,87661,26009,10805,381469,167752,134869,29356,40471,58610,16940,57040,88422,8033,58925,79625,182371,779,147513
389.5,0,18334,138906,102413,15103,86125,80893,26795,9856,381302,172730,142324,29869,39479,53109,16749,56133,80569,7595,54209,82362,200649,711,145161
390.5,0,18005,135818,100137,14178,87845,74467,27640,8995,379811,177608,149767,30426,38501,47756,16598,55234,72959,7198,49775,85110,220021,653,142590
391.5,0,17687,132443,97888,13291,89428,68397,28546,8215,377024,182357,157117,31029,37535,42610,16487,54340,65654,6839,45615,87854,240345,601,139804
392.5,0,17380,128800,95664,12440,90848,62689,29514,7510,372984,186942,164288,31676,36581,37722,16416,53451,58709,6515,41722,90578,261427,556,136808
393.5,0,17083,124911,93460,11626,92080,57346,30545,6871,367746,191332,171183,32367,35641,33131,16383,52565,52167,6223,38085,93264,283014,517,133612
394.5,0,16796,120798,91275,10847,93097,52364,31639,6294,361377,195492,177706,33103,34714,28867,16389,51682,46060,5960,34696,95895,304796,483,130225
395.5,0,16519,116490,89105,10104,93877,47736,32797,5772,353955,199388,183754,33884,33800,24951,16433,50800,40408,5723,31543,98451,326401,452,126659
396.5,0,16251,112014,86947,9394,94396,43452,34020,5300,345565,202988,189227,34710,32899,21392,16516,49918,35223,5511,28617,100912,347406,426,122929
397.5,0,15993,107399,84799,8718,94634,39500,35307,4873,336300,206257,194025,35580,32011,18194,16637,49035,30506,5322,25908,103260,367343,403,119049
398.5,0,15744,102675,82659,8076,94572,35864,36657,4488,326260,209164,198054,36493,31138,15350,16797,48150,26251,5153,23405,105474,385706,383,115037
399.5,0,15505,97874,80524,7465,94197,32528,38071,4140,315547,211678,201227,37451,30278,12846,16996,47263,22445,5004,21098,107535,401976,366,110910
400.5,0,15274,93024,78393,6887,93496,29476,39546,3826,304264,213770,203467,38452,29432,10664,17234,46373,19067,4873,18977,109424,415636,351,106688
401.5,0,15052,88157,76265,6341,92464,26690,41081,3543,292516,215414,204713,39495,28601,8782,17512,45480,16093,4758,17030,111122,426194,339,102389
402.5,0,14839,83301,74138,5825,91097,24151,42674,3286,280406,216587,204915,40580,27784,7175,17830,44583,13496,4659,15248,112611,433210,328,98035
403.5,0,14635,78484,72012,5339,89398,21843,44322,3055,268035,217267,204044,41705,26981,5816,18190,43682,11246,4576,13622,113877,436323,319,93646
404.5,0,14439,73732,69885,4882,87374,19747,46021,2847,255499,217438,202087,42870,26194,4678,18592,42776,9311,4506,12140,114904,435271,312,89241
405.5,0,14251,69069,67759,4455,85037,17848,47768,2659,242890,217087,199052,44072,25422,3733,19036,41866,7659,4449,10793,115679,429912,307,84841
406.5,0,14072,64516,65632,4055,82404,16129,49556,2489,230294,216205,194968,45311,24665,2957,19523,40951,6261,4405,9573,116192,420244,303,80466
407.5,0,13901,60093,63506,3682,79496,14574,51380,2336,217789,214787,189881,46584,23923,2324,20054,40032,5085,4373,8470,116435,406408,301,76133
408.5,0,13738,55816,61382,3335,76340,13170,53235,2199,205449,212834,183858,47890,23198,1814,20630,39109,4104,4353,7475,116401,388690,300,71862
409.5,0,13583,51701,59260,3014,72965,11903,55112,2075,193338,210349,176982,49225,22488,1405,21252,38181,3292,4344,6581,116086,367514,300,67668
410.5,0,13436,47759,57142,2716,69404,10761,57004,1963,181512,207343,169352,50588,21794,1081,21919,37250,2624,4346,5779,115490,343419,302,63567
411.5,0,13297,44000,55030,2442,65692,9731,58902,1863,170021,203828,161077,51975,21117,826,22633,36316,2079,4359,5061,114615,317041,305,59573
412.5,0,13166,40429,52926,2189,61867,8803,60796,1774,158907,199825,152276,53383,20456,626,23392,35378,1636,4383,4421,113464,289075,309,55698
413.5,0,13043,37052,50833,1958,57966,7967,62676,1694,148204,195355,143075,54808,19811,472,24199,34439,1280,4417,3852,112044,260244,315,51952
414.5,0,12928,33871,48752,1746,54028,7214,64531,1623,137940,190446,133600,56247,19182,354,25051,33498,996,4461,3347,110365,231260,323,48347
415.5,0,12821,30886,46687,1553,50091,6537,66349,1559,128134,185129,123978,57695,18570,263,25949,32556,770,4517,2901,108437,202794,331,44887
416.5,0,12722,28095,44641,1378,46190,5926,68119,1503,118800,179436,114330,59149,17975,195,26891,31614,591,4582,2507,106276,175441,342,41581
417.5,0,12631,25496,42617,1219,42361,5376,69828,1454,109948,173407,104771,60603,17396,143,27876,30673,452,4659,2161,103896,149702,354,38432
418.5,0,12547,23084,40617,1076,38633,4881,71463,1412,101581,167080,95408,62053,16833,105,28903,29734,343,4746,1857,101315,125964,368,35443
419.5,0,12472,20853,38646,947,35035,4434,73012,1375,93697,160498,86333,63493,16287,76,29968,28797,259,4844,1592,98552,104495,384,32615
420.5,0,12404,18796,36707,831,31592,4031,74461,1344,86290,153703,77627,64919,15758,55,31070,27864,195,4953,1361,95626,85446,402,29949
421.5,0,12345,16906,34802,727,28323,3668,75797,1319,79353,146739,69357,66323,15244,40,32205,26935,145,5073,1160,92559,68859,422,27443
422.5,0,12294,15175,32936,634,25244,3340,77009,1298,72873,139652,61577,67702,14747,29,33368,26012,108,5205,986,89372,54680,445,25096
423.5,0,12251,13593,31111,552,22368,3043,78083,1282,66835,132485,54324,69048,14265,20,34555,25095,80,5349,836,86086,42780,471,22903
424.5,0,12216,12153,29331,479,19702,2775,79009,1271,61223,125282,47622,70356,13800,15,35760,24187,58,5505,706,82723,32971,499,20862
425.5,0,12189,10845,27599,415,17250,2533,79776,1265,56020,118085,41484,71619,13350,10,36977,23287,43,5674,595,79304,25030,530,18966
426.5,0,12171,9661,25916,358,15012,2313,80374,1263,51206,110936,35910,72831,12915,7,38200,22397,31,5856,500,75850,18715,565,17211
427.5,0,12162,8591,24287,308,12985,2114,80794,1266,46762,103873,30891,73987,12496,5,39420,21518,22,6051,419,72381,13781,604,15590
428.5,0,12161,7627,22712,264,11163,1933,81029,1273,42666,96932,26407,75079,12092,4,40630,20651,16,6259,351,68917,9994,646,14098
