particle_size,sample,filter,dilution_factor,tech_rep,values
921.5,400,yes,50,01,0
922.5,400,yes,50,01,0
923.5,400,yes,50,01,0
924.5,400,yes,50,01,0
925.5,400,yes,50,01,0
926.5,400,yes,50,01,0
927.5,400,yes,50,01,0
928.5,400,yes,50,01,0
929.5,400,yes,50,01,0
930.5,400,yes,50,01,0
931.5,400,yes,50,01,0
932.5,400,yes,50,01,0
933.5,400,yes,50,01,0
934.5,400,yes,50,01,0
935.5,400,yes,50,01,0
936.5,400,yes,50,01,0
937.5,400,yes,50,01,0
938.5,400,yes,50,01,0
939.5,400,yes,50,01,0
940.5,400,yes,50,01,0
941.5,400,yes,50,01,0
942.5,400,yes,50,01,0
943.5,400,yes,50,01,0
944.5,400,yes,50,01,0
945.5,400,yes,50,01,0
946.5,400,yes,50,01,0
947.5,400,yes,50,01,0
948.5,400,yes,50,01,0
949.5,400,yes,50,01,0
950.5,400,yes,50,01,0
951.5,400,yes,50,01,0
952.5,400,yes,50,01,0
953.5,400,yes,50,01,0
954.5,400,yes,50,01,0
955.5,400,yes,50,01,0
956.5,400,yes,50,01,0
957.5,400,yes,50,01,0
958.5,400,yes,50,01,0
959.5,400,yes,50,01,0
960.5,400,yes,50,01,0
961.5,400,yes,50,01,0
962.5,400,yes,50,01,0
963.5,400,yes,50,01,0
964.5,400,yes,50,01,0
965.5,400,yes,50,01,0
966.5,400,yes,50,01,0
967.5,400,yes,50,01,0
968.5,400,yes,50,01,0
969.5,400,yes,50,01,0
970.5,400,yes,50,01,0
971.5,400,yes,50,01,0
972.5,400,yes,50,01,0
973.5,400,yes,50,01,0
974.5,400,yes,50,01,0
975.5,400,yes,50,01,0
976.5,400,yes,50,01,0
977.5,400,yes,50,01,0
978.5,400,yes,50,01,0
979.5,400,yes,50,01,0
980.5,400,yes,50,01,0
981.5,400,yes,50,01,0
982.5,400,yes,50,01,0
983.5,400,yes,50,01,0
984.5,400,yes,50,01,0
985.5,400,yes,50,01,0
986.5,400,yes,50,01,0
987.5,400,yes,50,01,0
988.5,400,yes,50,01,0
989.5,400,yes,50,01,0
990.5,400,yes,50,01,0
991.5,400,yes,50,01,0
992.5,400,yes,50,01,0
993.5,400,yes,50,01,0
994.5,400,yes,50,01,0
995.5,400,yes,50,01,0
996.5,400,yes,50,01,0
997.5,400,yes,50,01,0
998.5,400,yes,50,01,0
999.5,400,yes,50,01,0
0.5,400,yes,50,02,0
1.5,400,yes,50,02,0
2.5,400,yes,50,02,0
3.5,400,yes,50,02,0
4.5,400,yes,50,02,0
5.5,400,yes,50,02,0
6.5,400,yes,50,02,0
7.5,400,yes,50,02,0
8.5,400,yes,50,02,0
9.5,400,yes,50,02,0
10.5,400,yes,50,02,0
11.5,400,yes,50,02,0
12.5,400,yes,50,02,0
13.5,400,yes,50,02,0
14.5,400,yes,50,02,0
15.5,400,yes,50,02,0
16.5,400,yes,50,02,0
17.5,400,yes,50,02,0
18.5,400,yes,50,02,0
19.5,400,yes,50,02,0
20.5,400,yes,50,02,0
21.5,400,yes,50,02,0
22.5,400,yes,50,02,0
23.5,400,yes,50,02,0
24.5,400,yes,50,02,0
25.5,400,yes,50,02,0
26.5,400,yes,50,02,0
27.5,400,yes,50,02,0
28.5,400,yes,50,02,0
29.5,400,yes,50,02,0
30.5,400,yes,50,02,0
31.5,400,yes,50,02,0
32.5,400,yes,50,02,0
33.5,400,yes,50,02,0
34.5,400,yes,50,02,0
35.5,400,yes,50,02,0
36.5,400,yes,50,02,0
37.5,400,yes,50,02,0
38.5,400,yes,50,02,0
39.5,400,yes,50,02,0
40.5,400,yes,50,02,0
41.5,400,yes,50,02,0
42.5,400,yes,50,02,0
43.5,400,yes,50,02,0
44.5,400,yes,50,02,0
45.5,400,yes,50,02,0
46.5,400,yes,50,02,0
47.5,400,yes,50,02,0
48.5,400,yes,50,02,0
49.5,400,yes,50,02,0
50.5,400,yes,50,02,0
51.5,400,yes,50,02,0
52.5,400,yes,50,02,0
53.5,400,yes,50,02,0
54.5,400,yes,50,02,0
55.5,400,yes,50,02,0
56.5,400,yes,50,02,0
57.5,400,yes,50,02,0
58.5,400,yes,50,02,0
59.5,400,yes,50,02,0
60.5,400,yes,50,02,0
61.5,400,yes,50,02,0
62.5,400,yes,50,02,0
63.5,400,yes,50,02,0
64.5,400,yes,50,02,0
65.5,400,yes,50,02,0
66.5,400,yes,50,02,0
67.5,400,yes,50,02,0
68.5,400,yes,50,02,0
69.5,400,yes,50,02,0
70.5,400,yes,50,02,0
71.5,400,yes,50,02,0
72.5,400,yes,50,02,0
73.5,400,yes,50,02,0
74.5,400,yes,50,02,0
75.5,400,yes,50,02,0
76.5,400,yes,50,02,0
77.5,400,yes,50,02,0
78.5,400,yes,50,02,0
79.5,400,yes,50,02,0
80.5,400,yes,50,02,0
81.5,400,yes,50,02,0
82.5,400,yes,50,02,0
83.5,400,yes,50,02,0
84.5,400,yes,50,02,0
85.5,400,yes,50,02,0
86.5,400,yes,50,02,0
87.5,400,yes,50,02,0
88.5,400,yes,50,02,0
89.5,400,yes,50,02,0
90.5,400,yes,50,02,0
91.5,400,yes,50,02,0
92.5,400,yes,50,02,0
93.5,400,yes,50,02,0
94.5,400,yes,50,02,0
95.5,400,yes,50,02,0
96.5,400,yes,50,02,0
97.5,400,yes,50,02,0
98.5,400,yes,50,02,0
99.5,400,yes,50,02,0
100.5,400,yes,50,02,0
101.5,400,yes,50,02,0
102.5,400,yes,50,02,0
103.5,400,yes,50,02,0
104.5,400,yes,50,02,0
105.5,400,yes,50,02,0
106.5,400,yes,50,02,0
107.5,400,yes,50,02,0
108.5,400,yes,50,02,0
109.5,400,yes,50,02,0
110.5,400,yes,50,02,0
111.5,400,yes,50,02,0
112.5,400,yes,50,02,0
113.5,400,yes,50,02,0
114.5,400,yes,50,02,0
115.5,400,yes,50,02,0
116.5,400,yes,50,02,0
117.5,400,yes,50,02,0
118.5,400,yes,50,02,0
119.5,400,yes,50,02,0
120.5,400,yes,50,02,0
121.5,400,yes,50,02,0
122.5,400,yes,50,02,0
123.5,400,yes,50,02,0
124.5,400,yes,50,02,0
125.5,400,yes,50,02,0
126.5,400,yes,50,02,0
127.5,400,yes,50,02,0
128.5,400,yes,50,02,0
129.5,400,yes,50,02,0
130.5,400,yes,50,02,0
131.5,400,yes,50,02,0
132.5,400,yes,50,02,0
133.5,400,yes,50,02,0
134.5,400,yes,50,02,0
135.5,400,yes,50,02,0
136.5,400,yes,50,02,0
137.5,400,yes,50,02,0
138.5,400,yes,50,02,0
139.5,400,yes,50,02,0
140.5,400,yes,50,02,0
141.5,400,yes,50,02,0
142.5,400,yes,50,02,0
143.5,400,yes,50,02,0
144.5,400,yes,50,02,0
145.5,400,yes,50,02,0
146.5,400,yes,50,02,0
147.5,400,yes,50,02,0
148.5,400,yes,50,02,0
149.5,400,yes,50,02,0
150.5,400,yes,50,02,0
151.5,400,yes,50,02,0
152.5,400,yes,50,02,0
153.5,400,yes,50,02,0
154.5,400,yes,50,02,0
155.5,400,yes,50,02,0
156.5,400,yes,50,02,0
157.5,400,yes,50,02,0
158.5,400,yes,50,02,0
159.5,400,yes,50,02,0
160.5,400,yes,50,02,0
161.5,400,yes,50,02,0
162.5,400,yes,50,02,0
163.5,400,yes,50,02,0
164.5,400,yes,50,02,0
165.5,400,yes,50,02,0
166.5,400,yes,50,02,0
167.5,400,yes,50,02,0
168.5,400,yes,50,02,0
169.5,400,yes,50,02,0
170.5,400,yes,50,02,0
171.5,400,yes,50,02,0
172.5,400,yes,50,02,0
173.5,400,yes,50,02,0
174.5,400,yes,50,02,0
175.5,400,yes,50,02,0
176.5,400,yes,50,02,0
177.5,400,yes,50,02,0
178.5,400,yes,50,02,0
179.5,400,yes,50,02,0
180.5,400,yes,50,02,0
181.5,400,yes,50,02,0
182.5,400,yes,50,02,0
183.5,400,yes,50,02,0
184.5,400,yes,50,02,0
185.5,400,yes,50,02,0
186.5,400,yes,50,02,0
187.5,400,yes,50,02,0
188.5,400,yes,50,02,0
189.5,400,yes,50,02,0
190.5,400,yes,50,02,0
191.5,400,yes,50,02,0
192.5,400,yes,50,02,0
193.5,400,yes,50,02,0
194.5,400,yes,50,02,0
195.5,400,yes,50,02,0
196.5,400,yes,50,02,0
197.5,400,yes,50,02,0
198.5,400,yes,50,02,0
199.5,400,yes,50,02,0
200.5,400,yes,50,02,0
201.5,400,yes,50,02,0
202.5,400,yes,50,02,0
203.5,400,yes,50,02,0
204.5,400,yes,50,02,0
205.5,400,yes,50,02,0
206.5,400,yes,50,02,0
207.5,400,yes,50,02,0
208.5,400,yes,50,02,0
209.5,400,yes,50,02,0
210.5,400,yes,50,02,0
211.5,400,yes,50,02,0
212.5,400,yes,50,02,0
213.5,400,yes,50,02,0
214.5,400,yes,50,02,0
215.5,400,yes,50,02,0
216.5,400,yes,50,02,0
217.5,400,yes,50,02,0
218.5,400,yes,50,02,0
219.5,400,yes,50,02,0
220.5,400,yes,50,02,0
221.5,400,yes,50,02,0
222.5,400,yes,50,02,0
223.5,400,yes,50,02,0
224.5,400,yes,50,02,0
225.5,400,yes,50,02,0
226.5,400,yes,50,02,0
227.5,400,yes,50,02,0
228.5,400,yes,50,02,0
229.5,400,yes,50,02,0
230.5,400,yes,50,02,0
231.5,400,yes,50,02,0
232.5,400,yes,50,02,0
233.5,400,yes,50,02,0
234.5,400,yes,50,02,0
235.5,400,yes,50,02,0
236.5,400,yes,50,02,0
237.5,400,yes,50,02,0
238.5,400,yes,50,02,0
239.5,400,yes,50,02,0
240.5,400,yes,50,02,0
241.5,400,yes,50,02,0
242.5,400,yes,50,02,0
243.5,400,yes,50,02,0
244.5,400,yes,50,02,0
245.5,400,yes,50,02,0
246.5,400,yes,50,02,0
247.5,400,yes,50,02,0
248.5,400,yes,50,02,0
249.5,400,yes,50,02,0
250.5,400,yes,50,02,0
251.5,400,yes,50,02,0
252.5,400,yes,50,02,0
253.5,400,yes,50,02,0
254.5,400,yes,50,02,0
255.5,400,yes,50,02,0
256.5,400,yes,50,02,0
257.5,400,yes,50,02,0
258.5,400,yes,50,02,0
259.5,400,yes,50,02,0
260.5,400,yes,50,02,0
261.5,400,yes,50,02,0
262.5,400,yes,50,02,0
263.5,400,yes,50,02,0
264.5,400,yes,50,02,0
265.5,400,yes,50,02,0
266.5,400,yes,50,02,0
267.5,400,yes,50,02,0
268.5,400,yes,50,02,0
269.5,400,yes,50,02,0
270.5,400,yes,50,02,0
271.5,400,yes,50,02,0
272.5,400,yes,50,02,0
273.5,400,yes,50,02,0
274.5,400,yes,50,02,0
275.5,400,yes,50,02,0
276.5,400,yes,50,02,0
277.5,400,yes,50,02,0
278.5,400,yes,50,02,0
279.5,400,yes,50,02,0
280.5,400,yes,50,02,0
281.5,400,yes,50,02,0
282.5,400,yes,50,02,0
283.5,400,yes,50,02,0
284.5,400,yes,50,02,0
285.5,400,yes,50,02,0
286.5,400,yes,50,02,0
287.5,400,yes,50,02,0
288.5,400,yes,50,02,0
289.5,400,yes,50,02,0
290.5,400,yes,50,02,0
291.5,400,yes,50,02,0
292.5,400,yes,50,02,0
293.5,400,yes,50,02,0
294.5,400,yes,50,02,0
295.5,400,yes,50,02,0
296.5,400,yes,50,02,0
297.5,400,yes,50,02,0
298.5,400,yes,50,02,0
299.5,400,yes,50,02,0
300.5,400,yes,50,02,0
301.5,400,yes,50,02,0
302.5,400,yes,50,02,0
303.5,400,yes,50,02,0
304.5,400,yes,50,02,0
305.5,400,yes,50,02,0
306.5,400,yes,50,02,0
307.5,400,yes,50,02,0
308.5,400,yes,50,02,0
309.5,400,yes,50,02,0
310.5,400,yes,50,02,0
311.5,400,yes,50,02,0
312.5,400,yes,50,02,0
313.5,400,yes,50,02,0
314.5,400,yes,50,02,0
315.5,400,yes,50,02,0
316.5,400,yes,50,02,0
317.5,400,yes,50,02,0
318.5,400,yes,50,02,0
319.5,400,yes,50,02,0
320.5,400,yes,50,02,0
321.5,400,yes,50,02,0
322.5,400,yes,50,02,0
323.5,400,yes,50,02,0
324.5,400,yes,50,02,0
325.5,400,yes,50,02,0
326.5,400,yes,50,02,0
327.5,400,yes,50,02,0
328.5,400,yes,50,02,0
329.5,400,yes,50,02,0
330.5,400,yes,50,02,0
331.5,400,yes,50,02,0
332.5,400,yes,50,02,0
333.5,400,yes,50,02,0
334.5,400,yes,50,02,0
335.5,400,yes,50,02,0
336.5,400,yes,50,02,0
337.5,400,yes,50,02,0
338.5,400,yes,50,02,0
339.5,400,yes,50,02,0
340.5,400,yes,50,02,0
341.5,400,yes,50,02,0
342.5,400,yes,50,02,0
343.5,400,yes,50,02,0
344.5,400,yes,50,02,0
345.5,400,yes,50,02,0
346.5,400,yes,50,02,0
347.5,400,yes,50,02,0
348.5,400,yes,50,02,0
349.5,400,yes,50,02,0
350.5,400,yes,50,02,0
351.5,400,yes,50,02,0
352.5,400,yes,50,02,0
353.5,400,yes,50,02,0
354.5,400,yes,50,02,0
355.5,400,yes,50,02,0
356.5,400,yes,50,02,0
357.5,400,yes,50,02,0
358.5,400,yes,50,02,0
359.5,400,yes,50,02,0
360.5,400,yes,50,02,0
361.5,400,yes,50,02,0
362.5,400,yes,50,02,0
363.5,400,yes,50,02,0
364.5,400,yes,50,02,0
365.5,400,yes,50,02,0
366.5,400,yes,50,02,0
367.5,400,yes,50,02,0
368.5,400,yes,50,02,0
369.5,400,yes,50,02,0
370.5,400,yes,50,02,0
371.5,400,yes,50,02,0
372.5,400,yes,50,02,0
373.5,400,yes,50,02,0
374.5,400,yes,50,02,0
375.5,400,yes,50,02,0
376.5,400,yes,50,02,0
377.5,400,yes,50,02,0
378.5,400,yes,50,02,0
379.5,400,yes,50,02,0
380.5,400,yes,50,02,0
381.5,400,yes,50,02,0
382.5,400,yes,50,02,0
383.5,400,yes,50,02,0
384.5,400,yes,50,02,0
385.5,400,yes,50,02,0
386.5,400,yes,50,02,0
387.5,400,yes,50,02,0
388.5,400,yes,50,02,0
389.5,400,yes,50,02,0
390.5,400,yes,50,02,0
391.5,400,yes,50,02,0
392.5,400,yes,50,02,0
393.5,400,yes,50,02,0
394.5,400,yes,50,02,0
395.5,400,yes,50,02,0
396.5,400,yes,50,02,0
397.5,400,yes,50,02,0
398.5,400,yes,50,02,0
399.5,400,yes,50,02,0
400.5,400,yes,50,02,0
401.5,400,yes,50,02,0
402.5,400,yes,50,02,0
403.5,400,yes,50,02,0
404.5,400,yes,50,02,0
405.5,400,yes,50,02,0
406.5,400,yes,50,02,0
407.5,400,yes,50,02,0
408.5,400,yes,50,02,0
409.5,400,yes,50,02,0
410.5,400,yes,50,02,0
411.5,400,yes,50,02,0
412.5,400,yes,50,02,0
413.5,400,yes,50,02,0
414.5,400,yes,50,02,0
415.5,400,yes,50,02,0
416.5,400,yes,50,02,0
417.5,400,yes,50,02,0
418.5,400,yes,50,02,0
419.5,400,yes,50,02,0
420.5,400,yes,50,02,0
421.5,400,yes,50,02,0
422.5,400,yes,50,02,0
423.5,400,yes,50,02,0
424.5,400,yes,50,02,0
425.5,400,yes,50,02,0
426.5,400,yes,50,02,0
427.5,400,yes,50,02,0
428.5,400,yes,50,02,0
429.5,400,yes,50,02,0
430.5,400,yes,50,02,0
431.5,400,yes,50,02,0
432.5,400,yes,50,02,0
433.5,400,yes,50,02,0
434.5,400,yes,50,02,0
435.5,400,yes,50,02,0
436.5,400,yes,50,02,0
437.5,400,yes,50,02,0
438.5,400,yes,50,02,0
439.5,400,yes,50,02,0
440.5,400,yes,50,02,0
441.5,400,yes,50,02,0
442.5,400,yes,50,02,0
443.5,400,yes,50,02,0
444.5,400,yes,50,02,0
445.5,400,yes,50,02,0
446.5,400,yes,50,02,0
447.5,400,yes,50,02,0
448.5,400,yes,50,02,0
449.5,400,yes,50,02,0
450.5,400,yes,50,02,0
451.5,400,yes,50,02,0
452.5,400,yes,50,02,0
453.5,400,yes,50,02,0
454.5,400,yes,50,02,0
455.5,400,yes,50,02,0
456.5,400,yes,50,02,0
457.5,400,yes,50,02,0
458.5,400,yes,50,02,0
459.5,400,yes,50,02,0
460.5,400,yes,50,02,0
461.5,400,yes,50,02,0
462.5,400,yes,50,02,0
463.5,400,yes,50,02,0
464.5,400,yes,50,02,0
465.5,400,yes,50,02,0
466.5,400,yes,50,02,0
467.5,400,yes,50,02,0
468.5,400,yes,50,02,0
469.5,400,yes,50,02,0
470.5,400,yes,50,02,0
471.5,400,yes,50,02,0
472.5,400,yes,50,02,0
473.5,400,yes,50,02,0
474.5,400,yes,50,02,0
475.5,400,yes,50,02,0
476.5,400,yes,50,02,0
477.5,400,yes,50,02,0
478.5,400,yes,50,02,0
479.5,400,yes,50,02,0
480.5,400,yes,50,02,0
481.5,400,yes,50,02,0
482.5,400,yes,50,02,0
483.5,400,yes,50,02,0
484.5,400,yes,50,02,0
485.5,400,yes,50,02,0
486.5,400,yes,50,02,0
487.5,400,yes,50,02,0
488.5,400,yes,50,02,0
489.5,400,yes,50,02,0
490.5,400,yes,50,02,0
491.5,400,yes,50,02,0
492.5,400,yes,50,02,0
493.5,400,yes,50,02,0
494.5,400,yes,50,02,0
495.5,400,yes,50,02,0
496.5,400,yes,50,02,0
497.5,400,yes,50,02,0
498.5,400,yes,50,02,0
499.5,400,yes,50,02,0
500.5,400,yes,50,02,0
501.5,400,yes,50,02,0
502.5,400,yes,50,02,0
503.5,400,yes,50,02,0
504.5,400,yes,50,02,0
505.5,400,yes,50,02,0
506.5,400,yes,50,02,0
507.5,400,yes,50,02,0
508.5,400,yes,50,02,0
509.5,400,yes,50,02,0
510.5,400,yes,50,02,0
511.5,400,yes,50,02,0
512.5,400,yes,50,02,0
513.5,400,yes,50,02,0
514.5,400,yes,50,02,0
515.5,400,yes,50,02,0
516.5,400,yes,50,02,0
517.5,400,yes,50,02,0
518.5,400,yes,50,02,0
519.5,400,yes,50,02,0
520.5,400,yes,50,02,0
521.5,400,yes,50,02,0
522.5,400,yes,50,02,0
523.5,400,yes,50,02,0
524.5,400,yes,50,02,0
525.5,400,yes,50,02,0
526.5,400,yes,50,02,0
527.5,400,yes,50,02,0
528.5,400,yes,50,02,0
529.5,400,yes,50,02,0
530.5,400,yes,50,02,0
531.5,400,yes,50,02,0
532.5,400,yes,50,02,0
533.5,400,yes,50,02,0
534.5,400,yes,50,02,0
535.5,400,yes,50,02,0
536.5,400,yes,50,02,0
537.5,400,yes,50,02,0
538.5,400,yes,50,02,0
539.5,400,yes,50,02,0
540.5,400,yes,50,02,0
541.5,400,yes,50,02,0
542.5,400,yes,50,02,0
543.5,400,yes,50,02,0
544.5,400,yes,50,02,0
545.5,400,yes,50,02,0
546.5,400,yes,50,02,0
547.5,400,yes,50,02,0
548.5,400,yes,50,02,0
549.5,400,yes,50,02,0
550.5,400,yes,50,02,0
551.5,400,yes,50,02,0
552.5,400,yes,50,02,0
553.5,400,yes,50,02,0
554.5,400,yes,50,02,0
555.5,400,yes,50,02,0
556.5,400,yes,50,02,0
557.5,400,yes,50,02,0
558.5,400,yes,50,02,0
559.5,400,yes,50,02,0
560.5,400,yes,50,02,0
561.5,400,yes,50,02,0
562.5,400,yes,50,02,0
563.5,400,yes,50,02,0
564.5,400,yes,50,02,0
565.5,400,yes,50,02,0
566.5,400,yes,50,02,0
567.5,400,yes,50,02,0
568.5,400,yes,50,02,0
569.5,400,yes,50,02,0
570.5,400,yes,50,02,0
571.5,400,yes,50,02,0
572.5,400,yes,50,02,0
573.5,400,yes,50,02,0
574.5,400,yes,50,02,0
575.5,400,yes,50,02,0
576.5,400,yes,50,02,0
577.5,400,yes,50,02,0
578.5,400,yes,50,02,0
579.5,400,yes,50,02,0
580.5,400,yes,50,02,0
581.5,400,yes,50,02,0
582.5,400,yes,50,02,0
583.5,400,yes,50,02,0
584.5,400,yes,50,02,0
585.5,400,yes,50,02,0
586.5,400,yes,50,02,0
587.5,400,yes,50,02,0
588.5,400,yes,50,02,0
589.5,400,yes,50,02,0
590.5,400,yes,50,02,0
591.5,400,yes,50,02,0
592.5,400,yes,50,02,0
593.5,400,yes,50,02,0
594.5,400,yes,50,02,0
595.5,400,yes,50,02,0
596.5,400,yes,50,02,0
597.5,400,yes,50,02,0
598.5,400,yes,50,02,0
599.5,400,yes,50,02,0
600.5,400,yes,50,02,0
601.5,400,yes,50,02,0
602.5,400,yes,50,02,0
603.5,400,yes,50,02,0
604.5,400,yes,50,02,0
605.5,400,yes,50,02,0
606.5,400,yes,50,02,0
607.5,400,yes,50,02,0
608.5,400,yes,50,02,0
609.5,400,yes,50,02,0
610.5,400,yes,50,02,0
611.5,400,yes,50,02,0
612.5,400,yes,50,02,0
613.5,400,yes,50,02,0
614.5,400,yes,50,02,0
615.5,400,yes,50,02,0
616.5,400,yes,50,02,0
617.5,400,yes,50,02,0
618.5,400,yes,50,02,0
619.5,400,yes,50,02,0
620.5,400,yes,50,02,0
621.5,400,yes,50,02,0
622.5,400,yes,50,02,0
623.5,400,yes,50,02,0
624.5,400,yes,50,02,0
625.5,400,yes,50,02,0
626.5,400,yes,50,02,0
627.5,400,yes,50,02,0
628.5,400,yes,50,02,0
629.5,400,yes,50,02,0
630.5,400,yes,50,02,0
631.5,400,yes,50,02,0
632.5,400,yes,50,02,0
633.5,400,yes,50,02,0
634.5,400,yes,50,02,0
635.5,400,yes,50,02,0
636.5,400,yes,50,02,0
637.5,400,yes,50,02,0
638.5,400,yes,50,02,0
639.5,400,yes,50,02,0
640.5,400,yes,50,02,0
641.5,400,yes,50,02,0
642.5,400,yes,50,02,0
643.5,400,yes,50,02,0
644.5,400,yes,50,02,0
645.5,400,yes,50,02,0
646.5,400,yes,50,02,0
647.5,400,yes,50,02,0
648.5,400,yes,50,02,0
649.5,400,yes,50,02,0
650.5,400,yes,50,02,0
651.5,400,yes,50,02,0
652.5,400,yes,50,02,0
653.5,400,yes,50,02,0
654.5,400,yes,50,02,0
655.5,400,yes,50,02,0
656.5,400,yes,50,02,0
657.5,400,yes,50,02,0
658.5,400,yes,50,02,0
659.5,400,yes,50,02,0
660.5,400,yes,50,02,0
661.5,400,yes,50,02,0
662.5,400,yes,50,02,0
663.5,400,yes,50,02,0
664.5,400,yes,50,02,0
665.5,400,yes,50,02,0
666.5,400,yes,50,02,0
667.5,400,yes,50,02,0
668.5,400,yes,50,02,0
669.5,400,yes,50,02,0
670.5,400,yes,50,02,0
671.5,400,yes,50,02,0
672.5,400,yes,50,02,0
673.5,400,yes,50,02,0
674.5,400,yes,50,02,0
675.5,400,yes,50,02,0
676.5,400,yes,50,02,0
677.5,400,yes,50,02,0
678.5,400,yes,50,02,0
679.5,400,yes,50,02,0
680.5,400,yes,50,02,0
681.5,400,yes,50,02,0
682.5,400,yes,50,02,0
683.5,400,yes,50,02,0
684.5,400,yes,50,02,0
685.5,400,yes,50,02,0
686.5,400,yes,50,02,0
687.5,400,yes,50,02,0
688.5,400,yes,50,02,0
689.5,400,yes,50,02,0
690.5,400,yes,50,02,0
691.5,400,yes,50,02,0
692.5,400,yes,50,02,0
693.5,400,yes,50,02,0
694.5,400,yes,50,02,0
695.5,400,yes,50,02,0
696.5,400,yes,50,02,0
697.5,400,yes,50,02,0
698.5,400,yes,50,02,0
699.5,400,yes,50,02,0
700.5,400,yes,50,02,0
701.5,400,yes,50,02,0
702.5,400,yes,50,02,0
703.5,400,yes,50,02,0
704.5,400,yes,50,02,0
705.5,400,yes,50,02,0
706.5,400,yes,50,02,0
707.5,400,yes,50,02,0
708.5,400,yes,50,02,0
709.5,400,yes,50,02,0
710.5,400,yes,50,02,0
711.5,400,yes,50,02,0
712.5,400,yes,50,02,0
713.5,400,yes,50,02,0
714.5,400,yes,50,02,0
715.5,400,yes,50,02,0
716.5,400,yes,50,02,0
717.5,400,yes,50,02,0
718.5,400,yes,50,02,0
719.5,400,yes,50,02,0
720.5,400,yes,50,02,0
721.5,400,yes,50,02,0
722.5,400,yes,50,02,0
723.5,400,yes,50,02,0
724.5,400,yes,50,02,0
725.5,400,yes,50,02,0
726.5,400,yes,50,02,0
727.5,400,yes,50,02,0
728.5,400,yes,50,02,0
729.5,400,yes,50,02,0
730.5,400,yes,50,02,0
731.5,400,yes,50,02,0
732.5,400,yes,50,02,0
733.5,400,yes,50,02,0
734.5,400,yes,50,02,0
735.5,400,yes,50,02,0
736.5,400,yes,50,02,0
737.5,400,yes,50,02,0
738.5,400,yes,50,02,0
739.5,400,yes,50,02,0
740.5,400,yes,50,02,0
741.5,400,yes,50,02,0
742.5,400,yes,50,02,0
743.5,400,yes,50,02,0
744.5,400,yes,50,02,0
745.5,400,yes,50,02,0
746.5,400,yes,50,02,0
747.5,400,yes,50,02,0
748.5,400,yes,50,02,0
749.5,400,yes,50,02,0
750.5,400,yes,50,02,0
751.5,400,yes,50,02,0
752.5,400,yes,50,02,0
753.5,400,yes,50,02,0
754.5,400,yes,50,02,0
755.5,400,yes,50,02,0
756.5,400,yes,50,02,0
757.5,400,yes,50,02,0
758.5,400,yes,50,02,0
759.5,400,yes,50,02,0
760.5,400,yes,50,02,0
761.5,400,yes,50,02,0
762.5,400,yes,50,02,0
763.5,400,yes,50,02,0
764.5,400,yes,50,02,0
765.5,400,yes,50,02,0
766.5,400,yes,50,02,0
767.5,400,yes,50,02,0
768.5,400,yes,50,02,0
769.5,400,yes,50,02,0
770.5,400,yes,50,02,0
771.5,400,yes,50,02,0
772.5,400,yes,50,02,0
773.5,400,yes,50,02,0
774.5,400,yes,50,02,0
775.5,400,yes,50,02,0
776.5,400,yes,50,02,0
777.5,400,yes,50,02,0
778.5,400,yes,50,02,0
779.5,400,yes,50,02,0
780.5,400,yes,50,02,0
781.5,400,yes,50,02,0
782.5,400,yes,50,02,0
783.5,400,yes,50,02,0
784.5,400,yes,50,02,0
785.5,400,yes,50,02,0
786.5,400,yes,50,02,0
787.5,400,yes,50,02,0
788.5,400,yes,50,02,0
789.5,400,yes,50,02,0
790.5,400,yes,50,02,0
791.5,400,yes,50,02,0
792.5,400,yes,50,02,0
793.5,400,yes,50,02,0
794.5,400,yes,50,02,0
795.5,400,yes,50,02,0
796.5,400,yes,50,02,0
797.5,400,yes,50,02,0
798.5,400,yes,50,02,0
799.5,400,yes,50,02,0
800.5,400,yes,50,02,0
801.5,400,yes,50,02,0
802.5,400,yes,50,02,0
803.5,400,yes,50,02,0
804.5,400,yes,50,02,0
805.5,400,yes,50,02,0
806.5,400,yes,50,02,0
807.5,400,yes,50,02,0
808.5,400,yes,50,02,0
809.5,400,yes,50,02,0
810.5,400,yes,50,02,0
811.5,400,yes,50,02,0
812.5,400,yes,50,02,0
813.5,400,yes,50,02,0
814.5,400,yes,50,02,0
815.5,400,yes,50,02,0
816.5,400,yes,50,02,0
817.5,400,yes,50,02,0
818.5,400,yes,50,02,0
819.5,400,yes,50,02,0
820.5,400,yes,50,02,0
821.5,400,yes,50,02,0
822.5,400,yes,50,02,0
823.5,400,yes,50,02,0
824.5,400,yes,50,02,0
825.5,400,yes,50,02,0
826.5,400,yes,50,02,0
827.5,400,yes,50,02,0
828.5,400,yes,50,02,0
829.5,400,yes,50,02,0
830.5,400,yes,50,02,0
831.5,400,yes,50,02,0
832.5,400,yes,50,02,0
833.5,400,yes,50,02,0
834.5,400,yes,50,02,0
835.5,400,yes,50,02,0
836.5,400,yes,50,02,0
837.5,400,yes,50,02,0
838.5,400,yes,50,02,0
839.5,400,yes,50,02,0
840.5,400,yes,50,02,0
841.5,400,yes,50,02,0
842.5,400,yes,50,02,0
843.5,400,yes,50,02,0
844.5,400,yes,50,02,0
845.5,400,yes,50,02,0
846.5,400,yes,50,02,0
847.5,400,yes,50,02,0
848.5,400,yes,50,02,0
849.5,400,yes,50,02,0
850.5,400,yes,50,02,0
851.5,400,yes,50,02,0
