particle_size,sample,filter,dilution_factor,tech_rep,values
79.5,fluor,yes,125,00,498147
80.5,fluor,yes,125,00,678643
81.5,fluor,yes,125,00,913909
82.5,fluor,yes,125,00,1214792
83.5,fluor,yes,125,00,1591793
84.5,fluor,yes,125,00,2054018
85.5,fluor,yes,125,00,2608001
86.5,fluor,yes,125,00,3256529
87.5,fluor,yes,125,00,3997646
88.5,fluor,yes,125,00,4824002
89.5,fluor,yes,125,00,5722672
90.5,fluor,yes,125,00,6675493
91.5,fluor,yes,125,00,7659899
92.5,fluor,yes,125,00,8650151
93.5,fluor,yes,125,00,9618799
94.5,fluor,yes,125,00,10538228
95.5,fluor,yes,125,00,11382132
96.5,fluor,yes,125,00,12126794
97.5,fluor,yes,125,00,12752134
98.5,fluor,yes,125,00,13242468
99.5,fluor,yes,125,00,13587025
100.5,fluor,yes,125,00,13780197
101.5,fluor,yes,125,00,13821573
102.5,fluor,yes,125,00,13715759
103.5,fluor,yes,125,00,13471981
104.5,fluor,yes,125,00,13103493
105.5,fluor,yes,125,00,12626808
106.5,fluor,yes,125,00,12060780
107.5,fluor,yes,125,00,11425590
108.5,fluor,yes,125,00,10741721
109.5,fluor,yes,125,00,10028981
110.5,fluor,yes,125,00,9305652
111.5,fluor,yes,125,00,8587835
112.5,fluor,yes,125,00,7889006
113.5,fluor,yes,125,00,7219807
114.5,fluor,yes,125,00,6588041
115.5,fluor,yes,125,00,5998846
116.5,fluor,yes,125,00,5454993
117.5,fluor,yes,125,00,4957260
118.5,fluor,yes,125,00,4504836
119.5,fluor,yes,125,00,4095714
120.5,fluor,yes,125,00,3727056
121.5,fluor,yes,125,00,3395502
122.5,fluor,yes,125,00,3097428
123.5,fluor,yes,125,00,2829146
124.5,fluor,yes,125,00,2587058
125.5,fluor,yes,125,00,2367763
126.5,fluor,yes,125,00,2168131
127.5,fluor,yes,125,00,1985355
128.5,fluor,yes,125,00,1816975
129.5,fluor,yes,125,00,1660895
130.5,fluor,yes,125,00,1515378
131.5,fluor,yes,125,00,1379037
132.5,fluor,yes,125,00,1250818
133.5,fluor,yes,125,00,1129967
134.5,fluor,yes,125,00,1015994
135.5,fluor,yes,125,00,908635
136.5,fluor,yes,125,00,807794
137.5,fluor,yes,125,00,713496
138.5,fluor,yes,125,00,625838
139.5,fluor,yes,125,00,544931
140.5,fluor,yes,125,00,470868
141.5,fluor,yes,125,00,403680
142.5,fluor,yes,125,00,343318
143.5,fluor,yes,125,00,289638
144.5,fluor,yes,125,00,242396
145.5,fluor,yes,125,00,201260
146.5,fluor,yes,125,00,165818
147.5,fluor,yes,125,00,135601
148.5,fluor,yes,125,00,110102
149.5,fluor,yes,125,00,88797
150.5,fluor,yes,125,00,71166
151.5,fluor,yes,125,00,56708
152.5,fluor,yes,125,00,44951
153.5,fluor,yes,125,00,35468
154.5,fluor,yes,125,00,27874
155.5,fluor,yes,125,00,21834
156.5,fluor,yes,125,00,17058
157.5,fluor,yes,125,00,13302
158.5,fluor,yes,125,00,10361
159.5,fluor,yes,125,00,8066
160.5,fluor,yes,125,00,6282
161.5,fluor,yes,125,00,4898
162.5,fluor,yes,125,00,3826
163.5,fluor,yes,125,00,2997
164.5,fluor,yes,125,00,2355
165.5,fluor,yes,125,00,1858
166.5,fluor,yes,125,00,1472
167.5,fluor,yes,125,00,1173
168.5,fluor,yes,125,00,941
169.5,fluor,yes,125,00,759
170.5,fluor,yes,125,00,617
171.5,fluor,yes,125,00,505
172.5,fluor,yes,125,00,417
173.5,fluor,yes,125,00,347
174.5,fluor,yes,125,00,292
175.5,fluor,yes,125,00,247
176.5,fluor,yes,125,00,212
177.5,fluor,yes,125,00,183
178.5,fluor,yes,125,00,160
179.5,fluor,yes,125,00,141
180.5,fluor,yes,125,00,125
181.5,fluor,yes,125,00,113
182.5,fluor,yes,125,00,102
183.5,fluor,yes,125,00,94
184.5,fluor,yes,125,00,87
185.5,fluor,yes,125,00,81
186.5,fluor,yes,125,00,77
187.5,fluor,yes,125,00,73
188.5,fluor,yes,125,00,70
189.5,fluor,yes,125,00,68
190.5,fluor,yes,125,00,66
191.5,fluor,yes,125,00,65
192.5,fluor,yes,125,00,65
193.5,fluor,yes,125,00,65
194.5,fluor,yes,125,00,65
195.5,fluor,yes,125,00,66
196.5,fluor,yes,125,00,67
197.5,fluor,yes,125,00,68
198.5,fluor,yes,125,00,70
199.5,fluor,yes,125,00,72
200.5,fluor,yes,125,00,75
201.5,fluor,yes,125,00,78
202.5,fluor,yes,125,00,82
203.5,fluor,yes,125,00,86
204.5,fluor,yes,125,00,90
205.5,fluor,yes,125,00,95
206.5,fluor,yes,125,00,100
207.5,fluor,yes,125,00,106
208.5,fluor,yes,125,00,112
209.5,fluor,yes,125,00,118
210.5,fluor,yes,125,00,126
211.5,fluor,yes,125,00,133
212.5,fluor,yes,125,00,141
213.5,fluor,yes,125,00,150
214.5,fluor,yes,125,00,159
215.5,fluor,yes,125,00,168
216.5,fluor,yes,125,00,178
217.5,fluor,yes,125,00,189
218.5,fluor,yes,125,00,200
219.5,fluor,yes,125,00,211
220.5,fluor,yes,125,00,222
221.5,fluor,yes,125,00,234
222.5,fluor,yes,125,00,245
223.5,fluor,yes,125,00,257
224.5,fluor,yes,125,00,269
225.5,fluor,yes,125,00,280
226.5,fluor,yes,125,00,292
227.5,fluor,yes,125,00,303
228.5,fluor,yes,125,00,314
229.5,fluor,yes,125,00,324
230.5,fluor,yes,125,00,334
231.5,fluor,yes,125,00,342
232.5,fluor,yes,125,00,350
233.5,fluor,yes,125,00,358
234.5,fluor,yes,125,00,364
235.5,fluor,yes,125,00,369
236.5,fluor,yes,125,00,373
237.5,fluor,yes,125,00,375
238.5,fluor,yes,125,00,376
239.5,fluor,yes,125,00,376
240.5,fluor,yes,125,00,375
241.5,fluor,yes,125,00,372
242.5,fluor,yes,125,00,368
243.5,fluor,yes,125,00,363
244.5,fluor,yes,125,00,357
245.5,fluor,yes,125,00,349
246.5,fluor,yes,125,00,340
247.5,fluor,yes,125,00,330
248.5,fluor,yes,125,00,319
249.5,fluor,yes,125,00,307
250.5,fluor,yes,125,00,295
251.5,fluor,yes,125,00,282
252.5,fluor,yes,125,00,268
253.5,fluor,yes,125,00,254
254.5,fluor,yes,125,00,240
255.5,fluor,yes,125,00,226
256.5,fluor,yes,125,00,212
257.5,fluor,yes,125,00,198
258.5,fluor,yes,125,00,184
259.5,fluor,yes,125,00,170
260.5,fluor,yes,125,00,157
261.5,fluor,yes,125,00,144
262.5,fluor,yes,125,00,132
263.5,fluor,yes,125,00,120
264.5,fluor,yes,125,00,109
265.5,fluor,yes,125,00,98
266.5,fluor,yes,125,00,88
267.5,fluor,yes,125,00,79
268.5,fluor,yes,125,00,71
269.5,fluor,yes,125,00,63
270.5,fluor,yes,125,00,55
271.5,fluor,yes,125,00,49
272.5,fluor,yes,125,00,43
273.5,fluor,yes,125,00,37
274.5,fluor,yes,125,00,33
275.5,fluor,yes,125,00,28
276.5,fluor,yes,125,00,24
277.5,fluor,yes,125,00,21
278.5,fluor,yes,125,00,18
279.5,fluor,yes,125,00,15
280.5,fluor,yes,125,00,13
281.5,fluor,yes,125,00,11
282.5,fluor,yes,125,00,9
283.5,fluor,yes,125,00,8
284.5,fluor,yes,125,00,7
285.5,fluor,yes,125,00,5
286.5,fluor,yes,125,00,4
287.5,fluor,yes,125,00,4
288.5,fluor,yes,125,00,3
289.5,fluor,yes,125,00,2
290.5,fluor,yes,125,00,2
291.5,fluor,yes,125,00,2
292.5,fluor,yes,125,00,1
293.5,fluor,yes,125,00,1
294.5,fluor,yes,125,00,0
295.5,fluor,yes,125,00,0
296.5,fluor,yes,125,00,0
297.5,fluor,yes,125,00,0
298.5,fluor,yes,125,00,0
299.5,fluor,yes,125,00,0
300.5,fluor,yes,125,00,0
301.5,fluor,yes,125,00,0
302.5,fluor,yes,125,00,0
303.5,fluor,yes,125,00,0
304.5,fluor,yes,125,00,0
305.5,fluor,yes,125,00,0
306.5,fluor,yes,125,00,0
307.5,fluor,yes,125,00,0
308.5,fluor,yes,125,00,0
309.5,fluor,yes,125,00,0
310.5,fluor,yes,125,00,0
311.5,fluor,yes,125,00,0
312.5,fluor,yes,125,00,0
313.5,fluor,yes,125,00,0
314.5,fluor,yes,125,00,0
315.5,fluor,yes,125,00,0
316.5,fluor,yes,125,00,0
317.5,fluor,yes,125,00,0
318.5,fluor,yes,125,00,0
319.5,fluor,yes,125,00,0
320.5,fluor,yes,125,00,0
321.5,fluor,yes,125,00,0
322.5,fluor,yes,125,00,0
323.5,fluor,yes,125,00,0
324.5,fluor,yes,125,00,0
325.5,fluor,yes,125,00,0
326.5,fluor,yes,125,00,0
327.5,fluor,yes,125,00,0
328.5,fluor,yes,125,00,0
329.5,fluor,yes,125,00,0
330.5,fluor,yes,125,00,0
331.5,fluor,yes,125,00,0
332.5,fluor,yes,125,00,0
333.5,fluor,yes,125,00,0
334.5,fluor,yes,125,00,0
335.5,fluor,yes,125,00,0
336.5,fluor,yes,125,00,0
337.5,fluor,yes,125,00,0
338.5,fluor,yes,125,00,0
339.5,fluor,yes,125,00,0
340.5,fluor,yes,125,00,0
341.5,fluor,yes,125,00,0
342.5,fluor,yes,125,00,0
343.5,fluor,yes,125,00,0
344.5,fluor,yes,125,00,0
345.5,fluor,yes,125,00,0
346.5,fluor,yes,125,00,0
347.5,fluor,yes,125,00,0
348.5,fluor,yes,125,00,0
349.5,fluor,yes,125,00,0
350.5,fluor,yes,125,00,0
351.5,fluor,yes,125,00,0
352.5,fluor,yes,125,00,0
353.5,fluor,yes,125,00,0
354.5,fluor,yes,125,00,0
355.5,fluor,yes,125,00,0
356.5,fluor,yes,125,00,0
357.5,fluor,yes,125,00,0
358.5,fluor,yes,125,00,0
359.5,fluor,yes,125,00,0
360.5,fluor,yes,125,00,0
361.5,fluor,yes,125,00,0
362.5,fluor,yes,125,00,0
363.5,fluor,yes,125,00,0
364.5,fluor,yes,125,00,0
365.5,fluor,yes,125,00,0
366.5,fluor,yes,125,00,0
367.5,fluor,yes,125,00,0
368.5,fluor,yes,125,00,0
369.5,fluor,yes,125,00,0
370.5,fluor,yes,125,00,0
371.5,fluor,yes,125,00,0
372.5,fluor,yes,125,00,0
373.5,fluor,yes,125,00,0
374.5,fluor,yes,125,00,0
375.5,fluor,yes,125,00,0
376.5,fluor,yes,125,00,0
377.5,fluor,yes,125,00,0
378.5,fluor,yes,125,00,0
379.5,fluor,yes,125,00,0
380.5,fluor,yes,125,00,0
381.5,fluor,yes,125,00,0
382.5,fluor,yes,125,00,0
383.5,fluor,yes,125,00,0
384.5,fluor,yes,125,00,0
385.5,fluor,yes,125,00,0
386.5,fluor,yes,125,00,0
387.5,fluor,yes,125,00,0
388.5,fluor,yes,125,00,0
389.5,fluor,yes,125,00,0
390.5,fluor,yes,125,00,0
391.5,fluor,yes,125,00,0
392.5,fluor,yes,125,00,0
393.5,fluor,yes,125,00,0
394.5,fluor,yes,125,00,0
395.5,fluor,yes,125,00,0
396.5,fluor,yes,125,00,0
397.5,fluor,yes,125,00,0
398.5,fluor,yes,125,00,0
399.5,fluor,yes,125,00,0
400.5,fluor,yes,125,00,0
401.5,fluor,yes,125,00,0
402.5,fluor,yes,125,00,0
403.5,fluor,yes,125,00,0
404.5,fluor,yes,125,00,0
405.5,fluor,yes,125,00,0
406.5,fluor,yes,125,00,0
407.5,fluor,yes,125,00,0
408.5,fluor,yes,125,00,0
409.5,fluor,yes,125,00,0
410.5,fluor,yes,125,00,0
411.5,fluor,yes,125,00,0
412.5,fluor,yes,125,00,0
413.5,fluor,yes,125,00,0
414.5,fluor,yes,125,00,0
415.5,fluor,yes,125,00,0
416.5,fluor,yes,125,00,0
417.5,fluor,yes,125,00,0
418.5,fluor,yes,125,00,0
419.5,fluor,yes,125,00,0
420.5,fluor,yes,125,00,0
421.5,fluor,yes,125,00,0
422.5,fluor,yes,125,00,0
423.5,fluor,yes,125,00,0
424.5,fluor,yes,125,00,0
425.5,fluor,yes,125,00,0
426.5,fluor,yes,125,00,0
427.5,fluor,yes,125,00,0
428.5,fluor,yes,125,00,0
429.5,fluor,yes,125,00,0
430.5,fluor,yes,125,00,0
431.5,fluor,yes,125,00,0
432.5,fluor,yes,125,00,0
433.5,fluor,yes,125,00,0
434.5,fluor,yes,125,00,0
435.5,fluor,yes,125,00,0
436.5,fluor,yes,125,00,0
437.5,fluor,yes,125,00,0
438.5,fluor,yes,125,00,0
439.5,fluor,yes,125,00,0
440.5,fluor,yes,125,00,0
441.5,fluor,yes,125,00,0
442.5,fluor,yes,125,00,0
443.5,fluor,yes,125,00,0
444.5,fluor,yes,125,00,0
445.5,fluor,yes,125,00,0
446.5,fluor,yes,125,00,0
447.5,fluor,yes,125,00,0
448.5,fluor,yes,125,00,0
449.5,fluor,yes,125,00,0
450.5,fluor,yes,125,00,0
451.5,fluor,yes,125,00,0
452.5,fluor,yes,125,00,0
453.5,fluor,yes,125,00,0
454.5,fluor,yes,125,00,0
455.5,fluor,yes,125,00,0
456.5,fluor,yes,125,00,0
457.5,fluor,yes,125,00,0
458.5,fluor,yes,125,00,0
459.5,fluor,yes,125,00,0
460.5,fluor,yes,125,00,0
461.5,fluor,yes,125,00,0
462.5,fluor,yes,125,00,0
463.5,fluor,yes,125,00,0
464.5,fluor,yes,125,00,0
465.5,fluor,yes,125,00,0
466.5,fluor,yes,125,00,0
467.5,fluor,yes,125,00,0
468.5,fluor,yes,125,00,0
469.5,fluor,yes,125,00,0
470.5,fluor,yes,125,00,0
471.5,fluor,yes,125,00,0
472.5,fluor,yes,125,00,0
473.5,fluor,yes,125,00,0
474.5,fluor,yes,125,00,0
475.5,fluor,yes,125,00,0
476.5,fluor,yes,125,00,0
477.5,fluor,yes,125,00,0
478.5,fluor,yes,125,00,0
479.5,fluor,yes,125,00,0
480.5,fluor,yes,125,00,0
481.5,fluor,yes,125,00,0
482.5,fluor,yes,125,00,0
483.5,fluor,yes,125,00,0
484.5,fluor,yes,125,00,0
485.5,fluor,yes,125,00,0
486.5,fluor,yes,125,00,0
487.5,fluor,yes,125,00,0
488.5,fluor,yes,125,00,0
489.5,fluor,yes,125,00,0
490.5,fluor,yes,125,00,0
491.5,fluor,yes,125,00,0
492.5,fluor,yes,125,00,0
493.5,fluor,yes,125,00,0
494.5,fluor,yes,125,00,0
495.5,fluor,yes,125,00,0
496.5,fluor,yes,125,00,0
497.5,fluor,yes,125,00,0
498.5,fluor,yes,125,00,0
499.5,fluor,yes,125,00,0
500.5,fluor,yes,125,00,0
501.5,fluor,yes,125,00,0
502.5,fluor,yes,125,00,0
503.5,fluor,yes,125,00,0
504.5,fluor,yes,125,00,0
505.5,fluor,yes,125,00,0
506.5,fluor,yes,125,00,0
507.5,fluor,yes,125,00,0
508.5,fluor,yes,125,00,0
509.5,fluor,yes,125,00,0
510.5,fluor,yes,125,00,0
511.5,fluor,yes,125,00,0
512.5,fluor,yes,125,00,0
513.5,fluor,yes,125,00,0
514.5,fluor,yes,125,00,0
515.5,fluor,yes,125,00,0
516.5,fluor,yes,125,00,0
517.5,fluor,yes,125,00,0
518.5,fluor,yes,125,00,0
519.5,fluor,yes,125,00,0
520.5,fluor,yes,125,00,0
521.5,fluor,yes,125,00,0
522.5,fluor,yes,125,00,0
523.5,fluor,yes,125,00,0
524.5,fluor,yes,125,00,0
525.5,fluor,yes,125,00,0
526.5,fluor,yes,125,00,0
527.5,fluor,yes,125,00,0
528.5,fluor,yes,125,00,0
529.5,fluor,yes,125,00,0
530.5,fluor,yes,125,00,0
531.5,fluor,yes,125,00,0
532.5,fluor,yes,125,00,0
533.5,fluor,yes,125,00,0
534.5,fluor,yes,125,00,0
535.5,fluor,yes,125,00,0
536.5,fluor,yes,125,00,0
537.5,fluor,yes,125,00,0
538.5,fluor,yes,125,00,0
539.5,fluor,yes,125,00,0
540.5,fluor,yes,125,00,0
541.5,fluor,yes,125,00,0
542.5,fluor,yes,125,00,0
543.5,fluor,yes,125,00,0
544.5,fluor,yes,125,00,0
545.5,fluor,yes,125,00,0
546.5,fluor,yes,125,00,0
547.5,fluor,yes,125,00,0
548.5,fluor,yes,125,00,0
549.5,fluor,yes,125,00,0
550.5,fluor,yes,125,00,0
551.5,fluor,yes,125,00,0
552.5,fluor,yes,125,00,0
553.5,fluor,yes,125,00,0
554.5,fluor,yes,125,00,0
555.5,fluor,yes,125,00,0
556.5,fluor,yes,125,00,0
557.5,fluor,yes,125,00,0
558.5,fluor,yes,125,00,0
559.5,fluor,yes,125,00,0
560.5,fluor,yes,125,00,0
561.5,fluor,yes,125,00,0
562.5,fluor,yes,125,00,0
563.5,fluor,yes,125,00,0
564.5,fluor,yes,125,00,0
565.5,fluor,yes,125,00,0
566.5,fluor,yes,125,00,0
567.5,fluor,yes,125,00,0
568.5,fluor,yes,125,00,0
569.5,fluor,yes,125,00,0
570.5,fluor,yes,125,00,0
571.5,fluor,yes,125,00,0
572.5,fluor,yes,125,00,0
573.5,fluor,yes,125,00,0
574.5,fluor,yes,125,00,0
575.5,fluor,yes,125,00,0
576.5,fluor,yes,125,00,0
577.5,fluor,yes,125,00,0
578.5,fluor,yes,125,00,0
579.5,fluor,yes,125,00,0
580.5,fluor,yes,125,00,0
581.5,fluor,yes,125,00,0
582.5,fluor,yes,125,00,0
583.5,fluor,yes,125,00,0
584.5,fluor,yes,125,00,0
585.5,fluor,yes,125,00,0
586.5,fluor,yes,125,00,0
587.5,fluor,yes,125,00,0
588.5,fluor,yes,125,00,0
589.5,fluor,yes,125,00,0
590.5,fluor,yes,125,00,0
591.5,fluor,yes,125,00,0
592.5,fluor,yes,125,00,0
593.5,fluor,yes,125,00,0
594.5,fluor,yes,125,00,0
595.5,fluor,yes,125,00,0
596.5,fluor,yes,125,00,0
597.5,fluor,yes,125,00,0
598.5,fluor,yes,125,00,0
599.5,fluor,yes,125,00,0
600.5,fluor,yes,125,00,0
601.5,fluor,yes,125,00,0
602.5,fluor,yes,125,00,0
603.5,fluor,yes,125,00,0
604.5,fluor,yes,125,00,0
605.5,fluor,yes,125,00,0
606.5,fluor,yes,125,00,0
607.5,fluor,yes,125,00,0
608.5,fluor,yes,125,00,0
609.5,fluor,yes,125,00,0
610.5,fluor,yes,125,00,0
611.5,fluor,yes,125,00,0
612.5,fluor,yes,125,00,0
613.5,fluor,yes,125,00,0
614.5,fluor,yes,125,00,0
615.5,fluor,yes,125,00,0
616.5,fluor,yes,125,00,0
617.5,fluor,yes,125,00,0
618.5,fluor,yes,125,00,0
619.5,fluor,yes,125,00,0
620.5,fluor,yes,125,00,0
621.5,fluor,yes,125,00,0
622.5,fluor,yes,125,00,0
623.5,fluor,yes,125,00,0
624.5,fluor,yes,125,00,0
625.5,fluor,yes,125,00,0
626.5,fluor,yes,125,00,0
627.5,fluor,yes,125,00,0
628.5,fluor,yes,125,00,0
629.5,fluor,yes,125,00,0
630.5,fluor,yes,125,00,0
631.5,fluor,yes,125,00,0
632.5,fluor,yes,125,00,0
633.5,fluor,yes,125,00,0
634.5,fluor,yes,125,00,0
635.5,fluor,yes,125,00,0
636.5,fluor,yes,125,00,0
637.5,fluor,yes,125,00,0
638.5,fluor,yes,125,00,0
639.5,fluor,yes,125,00,0
640.5,fluor,yes,125,00,0
641.5,fluor,yes,125,00,0
642.5,fluor,yes,125,00,0
643.5,fluor,yes,125,00,0
644.5,fluor,yes,125,00,0
645.5,fluor,yes,125,00,0
646.5,fluor,yes,125,00,0
647.5,fluor,yes,125,00,0
648.5,fluor,yes,125,00,0
649.5,fluor,yes,125,00,0
650.5,fluor,yes,125,00,0
651.5,fluor,yes,125,00,0
652.5,fluor,yes,125,00,0
653.5,fluor,yes,125,00,0
654.5,fluor,yes,125,00,0
655.5,fluor,yes,125,00,0
656.5,fluor,yes,125,00,0
657.5,fluor,yes,125,00,0
658.5,fluor,yes,125,00,0
659.5,fluor,yes,125,00,0
660.5,fluor,yes,125,00,0
661.5,fluor,yes,125,00,0
662.5,fluor,yes,125,00,0
663.5,fluor,yes,125,00,0
664.5,fluor,yes,125,00,0
665.5,fluor,yes,125,00,0
666.5,fluor,yes,125,00,0
667.5,fluor,yes,125,00,0
668.5,fluor,yes,125,00,0
669.5,fluor,yes,125,00,0
670.5,fluor,yes,125,00,0
671.5,fluor,yes,125,00,0
672.5,fluor,yes,125,00,0
673.5,fluor,yes,125,00,0
674.5,fluor,yes,125,00,0
675.5,fluor,yes,125,00,0
676.5,fluor,yes,125,00,0
677.5,fluor,yes,125,00,0
678.5,fluor,yes,125,00,0
679.5,fluor,yes,125,00,0
680.5,fluor,yes,125,00,0
681.5,fluor,yes,125,00,0
682.5,fluor,yes,125,00,0
683.5,fluor,yes,125,00,0
684.5,fluor,yes,125,00,0
685.5,fluor,yes,125,00,0
686.5,fluor,yes,125,00,0
687.5,fluor,yes,125,00,0
688.5,fluor,yes,125,00,0
689.5,fluor,yes,125,00,0
690.5,fluor,yes,125,00,0
691.5,fluor,yes,125,00,0
692.5,fluor,yes,125,00,0
693.5,fluor,yes,125,00,0
694.5,fluor,yes,125,00,0
695.5,fluor,yes,125,00,0
696.5,fluor,yes,125,00,0
697.5,fluor,yes,125,00,0
698.5,fluor,yes,125,00,0
699.5,fluor,yes,125,00,0
700.5,fluor,yes,125,00,0
701.5,fluor,yes,125,00,0
702.5,fluor,yes,125,00,0
703.5,fluor,yes,125,00,0
704.5,fluor,yes,125,00,0
705.5,fluor,yes,125,00,0
706.5,fluor,yes,125,00,0
707.5,fluor,yes,125,00,0
708.5,fluor,yes,125,00,0
709.5,fluor,yes,125,00,0
710.5,fluor,yes,125,00,0
711.5,fluor,yes,125,00,0
712.5,fluor,yes,125,00,0
713.5,fluor,yes,125,00,0
714.5,fluor,yes,125,00,0
715.5,fluor,yes,125,00,0
716.5,fluor,yes,125,00,0
717.5,fluor,yes,125,00,0
718.5,fluor,yes,125,00,0
719.5,fluor,yes,125,00,0
720.5,fluor,yes,125,00,0
721.5,fluor,yes,125,00,0
722.5,fluor,yes,125,00,0
723.5,fluor,yes,125,00,0
724.5,fluor,yes,125,00,0
725.5,fluor,yes,125,00,0
726.5,fluor,yes,125,00,0
727.5,fluor,yes,125,00,0
728.5,fluor,yes,125,00,0
729.5,fluor,yes,125,00,0
730.5,fluor,yes,125,00,0
731.5,fluor,yes,125,00,0
732.5,fluor,yes,125,00,0
733.5,fluor,yes,125,00,0
734.5,fluor,yes,125,00,0
735.5,fluor,yes,125,00,0
736.5,fluor,yes,125,00,0
737.5,fluor,yes,125,00,0
738.5,fluor,yes,125,00,0
739.5,fluor,yes,125,00,0
740.5,fluor,yes,125,00,0
741.5,fluor,yes,125,00,0
742.5,fluor,yes,125,00,0
743.5,fluor,yes,125,00,0
744.5,fluor,yes,125,00,0
745.5,fluor,yes,125,00,0
746.5,fluor,yes,125,00,0
747.5,fluor,yes,125,00,0
748.5,fluor,yes,125,00,0
749.5,fluor,yes,125,00,0
750.5,fluor,yes,125,00,0
751.5,fluor,yes,125,00,0
752.5,fluor,yes,125,00,0
753.5,fluor,yes,125,00,0
754.5,fluor,yes,125,00,0
755.5,fluor,yes,125,00,0
756.5,fluor,yes,125,00,0
757.5,fluor,yes,125,00,0
758.5,fluor,yes,125,00,0
759.5,fluor,yes,125,00,0
760.5,fluor,yes,125,00,0
761.5,fluor,yes,125,00,0
762.5,fluor,yes,125,00,0
763.5,fluor,yes,125,00,0
764.5,fluor,yes,125,00,0
765.5,fluor,yes,125,00,0
766.5,fluor,yes,125,00,0
767.5,fluor,yes,125,00,0
768.5,fluor,yes,125,00,0
769.5,fluor,yes,125,00,0
770.5,fluor,yes,125,00,0
771.5,fluor,yes,125,00,0
772.5,fluor,yes,125,00,0
773.5,fluor,yes,125,00,0
774.5,fluor,yes,125,00,0
775.5,fluor,yes,125,00,0
776.5,fluor,yes,125,00,0
777.5,fluor,yes,125,00,0
778.5,fluor,yes,125,00,0
779.5,fluor,yes,125,00,0
780.5,fluor,yes,125,00,0
781.5,fluor,yes,125,00,0
782.5,fluor,yes,125,00,0
783.5,fluor,yes,125,00,0
784.5,fluor,yes,125,00,0
785.5,fluor,yes,125,00,0
786.5,fluor,yes,125,00,0
787.5,fluor,yes,125,00,0
788.5,fluor,yes,125,00,0
789.5,fluor,yes,125,00,0
790.5,fluor,yes,125,00,0
791.5,fluor,yes,125,00,0
792.5,fluor,yes,125,00,0
793.5,fluor,yes,125,00,0
794.5,fluor,yes,125,00,0
795.5,fluor,yes,125,00,0
796.5,fluor,yes,125,00,0
797.5,fluor,yes,125,00,0
798.5,fluor,yes,125,00,0
799.5,fluor,yes,125,00,0
800.5,fluor,yes,125,00,0
801.5,fluor,yes,125,00,0
802.5,fluor,yes,125,00,0
803.5,fluor,yes,125,00,0
804.5,fluor,yes,125,00,0
805.5,fluor,yes,125,00,0
806.5,fluor,yes,125,00,0
807.5,fluor,yes,125,00,0
808.5,fluor,yes,125,00,0
809.5,fluor,yes,125,00,0
810.5,fluor,yes,125,00,0
811.5,fluor,yes,125,00,0
812.5,fluor,yes,125,00,0
813.5,fluor,yes,125,00,0
814.5,fluor,yes,125,00,0
815.5,fluor,yes,125,00,0
816.5,fluor,yes,125,00,0
817.5,fluor,yes,125,00,0
818.5,fluor,yes,125,00,0
819.5,fluor,yes,125,00,0
820.5,fluor,yes,125,00,0
821.5,fluor,yes,125,00,0
822.5,fluor,yes,125,00,0
823.5,fluor,yes,125,00,0
824.5,fluor,yes,125,00,0
825.5,fluor,yes,125,00,0
826.5,fluor,yes,125,00,0
827.5,fluor,yes,125,00,0
828.5,fluor,yes,125,00,0
829.5,fluor,yes,125,00,0
830.5,fluor,yes,125,00,0
831.5,fluor,yes,125,00,0
832.5,fluor,yes,125,00,0
833.5,fluor,yes,125,00,0
834.5,fluor,yes,125,00,0
835.5,fluor,yes,125,00,0
836.5,fluor,yes,125,00,0
837.5,fluor,yes,125,00,0
838.5,fluor,yes,125,00,0
839.5,fluor,yes,125,00,0
840.5,fluor,yes,125,00,0
841.5,fluor,yes,125,00,0
842.5,fluor,yes,125,00,0
843.5,fluor,yes,125,00,0
844.5,fluor,yes,125,00,0
845.5,fluor,yes,125,00,0
846.5,fluor,yes,125,00,0
847.5,fluor,yes,125,00,0
848.5,fluor,yes,125,00,0
849.5,fluor,yes,125,00,0
850.5,fluor,yes,125,00,0
851.5,fluor,yes,125,00,0
852.5,fluor,yes,125,00,0
853.5,fluor,yes,125,00,0
854.5,fluor,yes,125,00,0
855.5,fluor,yes,125,00,0
856.5,fluor,yes,125,00,0
857.5,fluor,yes,125,00,0
858.5,fluor,yes,125,00,0
859.5,fluor,yes,125,00,0
860.5,fluor,yes,125,00,0
861.5,fluor,yes,125,00,0
862.5,fluor,yes,125,00,0
863.5,fluor,yes,125,00,0
864.5,fluor,yes,125,00,0
865.5,fluor,yes,125,00,0
866.5,fluor,yes,125,00,0
867.5,fluor,yes,125,00,0
868.5,fluor,yes,125,00,0
869.5,fluor,yes,125,00,0
870.5,fluor,yes,125,00,0
871.5,fluor,yes,125,00,0
872.5,fluor,yes,125,00,0
873.5,fluor,yes,125,00,0
874.5,fluor,yes,125,00,0
875.5,fluor,yes,125,00,0
876.5,fluor,yes,125,00,0
877.5,fluor,yes,125,00,0
878.5,fluor,yes,125,00,0
879.5,fluor,yes,125,00,0
880.5,fluor,yes,125,00,0
881.5,fluor,yes,125,00,0
882.5,fluor,yes,125,00,0
883.5,fluor,yes,125,00,0
884.5,fluor,yes,125,00,0
885.5,fluor,yes,125,00,0
886.5,fluor,yes,125,00,0
887.5,fluor,yes,125,00,0
888.5,fluor,yes,125,00,0
889.5,fluor,yes,125,00,0
890.5,fluor,yes,125,00,0
891.5,fluor,yes,125,00,0
